country_code,year,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX
CY,2016,22.0,0.0,,,,,0.94,,,,,8.96,,
CY,2017,19.0,0.0,,,,,0.94,,,,,8.04,,
CY,2018,28.0,1.0,,,,,1.63,,,,,13.43,,
CY,2019,47.0,6.0,,,,,2.88,,,,,26.09,,
DA,1995,69.0,3.0,80.0,38.0,0.0,9.666666666666666,1.32,85.66666666666667,6208.0,,,26.4,47.93333333333334,53.800000000000004
DA,1996,65.0,0.0,120.0,29.0,0.0,11.5,0.8,85.25,7143.0,,,21.64,45.4,50.775
DA,1997,69.0,0.0,72.0,56.0,0.0,11.75,0.92,87.0,6543.0,,,24.73,48.3,53.85
DA,1998,100.0,1.0,56.0,13.0,0.0,16.25,1.11,81.25,5849.0,,,33.76,47.8,52.575
DA,1999,121.0,2.0,44.0,32.0,0.0,13.0,1.25,83.66666666666667,6674.0,,,42.77,48.93333333333334,54.300000000000004
DA,2000,99.0,4.0,35.0,40.0,0.0,15.0,1.33,90.0,5593.0,,,35.63,49.9,55.1
DA,2001,101.0,1.0,82.0,28.0,0.0,11.75,1.03,86.66666666666667,6300.0,,,33.5,47.93333333333334,53.666666666666664
DA,2002,91.0,3.0,66.0,53.0,0.0,12.25,1.26,86.0,5505.0,,,31.84,49.4,55.199999999999996
DA,2003,75.0,1.0,76.0,,,10.0,1.05,,6574.0,,,27.78,,
DA,2004,96.0,4.0,64.0,30.0,0.0,13.333333333333334,1.65,84.0,,,,32.91,48.2,53.2
DA,2005,79.0,3.0,67.0,22.0,0.0,12.0,1.13,86.0,6024.0,,,26.56,48.1,53.6
DA,2006,106.0,2.0,72.0,60.0,0.0,16.0,2.05,87.33333333333333,6138.0,,,38.59,49.63333333333333,54.93333333333334
DA,2007,95.0,3.0,27.0,23.0,0.0,21.0,1.42,83.5,4707.0,,,33.44,49.55,54.4
DA,2008,97.0,3.0,40.0,46.0,0.0,19.5,1.07,87.0,5884.0,,,32.6,50.2,56.2
DA,2009,86.0,0.0,62.0,36.0,0.0,17.0,0.92,86.0,5619.0,,,28.54,48.699999999999996,54.03333333333333
DA,2010,70.0,3.0,113.0,31.0,0.0,9.5,1.32,85.66666666666667,6919.0,,,25.76,45.166666666666664,50.699999999999996
DA,2011,98.0,1.0,51.0,32.0,0.0,16.666666666666668,1.61,80.5,6211.0,,,33.28,48.65,53.6
DA,2012,108.0,0.0,64.0,17.0,0.0,9.666666666666666,0.92,81.0,5867.0,,,37.46,47.7,52.3
DA,2013,85.0,3.0,86.0,45.0,0.0,14.333333333333334,1.3,86.0,6698.0,,,29.85,48.0,52.8
DA,2014,105.0,4.0,24.0,46.0,0.0,17.0,1.36,81.0,5469.0,,,38.35,50.5,55.3
DA,2015,108.0,5.0,28.0,28.0,0.0,21.0,1.55,82.0,5823.0,,,41.06,48.8,53.8
DA,2016,79.0,2.0,53.0,39.0,0.0,18.666666666666668,1.3,83.0,5820.0,,,26.13,48.8,53.6
DA,2017,98.0,1.0,49.0,24.0,0.0,17.0,1.8,77.0,5918.0,,,34.22,48.6,53.3
DA,2018,79.0,5.0,69.0,71.0,0.0,16.666666666666668,1.82,84.0,5943.0,,,29.82,49.7,54.6
DA,2019,114.0,3.0,32.0,47.0,0.0,24.0,1.39,85.0,5550.0,,,42.39,49.6,54.6
DA,2020,100.0,0.0,6.0,40.0,0.0,27.333333333333332,0.95,85.0,5522.0,,,33.74,50.5,55.5
DA,2021,63.0,0.0,,,,,0.78,,,,,20.52,,
DA,2022,76.0,1.0,,,,,1.11,,,,,24.09,,
DR,2002,,,0.0,348.0,185.0,63.0,,96.5,0.0,,,,79.5,88.7
DR,2003,,,,,,,,,0.0,,,,,
DR,2011,,,0.0,322.0,106.0,61.0,,97.0,0.0,,,,79.6,89.3
DR,2012,,,,,,,,,0.0,,,,,
DR,2015,,,0.0,345.0,183.0,62.0,,99.0,,,,,80.6,90.2
DR,2018,,,0.0,350.0,194.0,61.0,,99.0,0.0,,,,80.3,90.0
DR,2019,,,0.0,348.0,206.0,60.0,,100.0,0.0,,,,81.0,91.0
DR,2020,,,0.0,354.0,198.0,61.0,,99.0,0.0,,,,80.8,90.6
EG,1995,19.0,4.0,0.0,211.0,14.0,39.333333333333336,3.9,114.42857142857143,1153.0,,,19.8,73.73333333333333,86.11428571428571
EG,1996,18.0,3.0,0.0,231.0,9.0,38.666666666666664,3.9,109.5,1035.0,,,17.09,74.05,85.5
EG,1997,19.0,2.0,0.0,233.0,6.0,39.714285714285715,3.9,112.0,996.0,,,13.62,73.7,85.65714285714286
EG,1998,21.0,6.0,0.0,237.0,12.0,40.0,3.9,109.33333333333333,904.0,,,26.61,74.66666666666667,85.98333333333333
EG,2001,,,0.0,311.0,154.0,34.666666666666664,,112.5,,,,,73.85,87.80000000000001
EG,2002,,,0.0,326.0,183.0,34.0,,117.33333333333333,507.0,,,,76.75,89.8
EG,2003,0.0,0.0,0.0,290.0,163.0,33.0,0.0,112.8,,,,0.0,71.95,88.46000000000001
EG,2004,14.0,0.0,0.0,326.0,203.0,33.0,0.43,115.8,595.0,,,3.62,74.14999999999999,87.16
EG,2005,,,0.0,291.0,160.0,35.0,,110.2,840.0,,,,73.93333333333334,85.86
EG,2006,,,0.0,302.0,164.0,36.0,,111.75,,,,,74.4,87.19999999999999
EG,2007,,,0.0,306.0,168.0,33.75,,114.0,,,,,74.1,88.66666666666667
EG,2008,,,1.0,297.0,169.0,31.25,,111.4,675.0,,,,73.725,86.66
EG,2009,,,0.0,316.0,161.0,33.5,,110.625,594.0,,,,72.75,87.41250000000001
EG,2010,,,0.0,333.0,182.0,36.25,,115.66666666666667,396.0,,,,77.525,89.6
EG,2011,,,0.0,211.0,15.0,37.4,,109.875,402.0,,,,74.2,84.72500000000001
EG,2012,,,2.0,233.0,28.0,31.833333333333332,,108.42857142857143,820.0,,,,74.81666666666668,87.0
EG,2013,,,,,,,,,605.0,,,,,
EG,2015,,,0.0,235.0,28.0,36.0,,107.0,731.0,,,,70.2,81.0
EG,2016,,,,258.0,21.0,,,104.0,678.0,,,,,78.0
EG,2017,,,0.0,,,35.0,,,,,,,,
EG,2022,,,1.0,,,32.0,,,,,,,,
EI,1995,137.0,10.0,8.0,29.0,0.0,21.571428571428573,1.62,83.0,5445.0,,,60.64,50.98333333333333,57.050000000000004
EI,1996,134.0,7.0,25.0,9.0,0.0,24.5,1.92,77.33333333333333,4684.0,,,61.72,49.36666666666667,55.21666666666667
EI,1997,139.0,5.0,13.0,18.0,0.0,24.166666666666668,1.41,78.66666666666667,4725.0,,,55.36,51.35,57.199999999999996
EI,1998,166.0,9.0,7.0,7.0,0.0,25.285714285714285,1.79,75.83333333333333,4412.0,,,69.89,50.85,56.38333333333333
EI,1999,160.0,12.0,7.0,10.0,0.0,25.142857142857142,1.83,78.28571428571429,4490.0,,,69.63,51.0,56.68571428571429
EI,2005,74.0,4.0,7.0,30.0,0.0,27.0,1.62,79.66666666666667,5055.0,,,26.2,51.23333333333333,57.36666666666667
EI,2006,97.0,9.0,6.0,41.0,0.0,23.5,2.04,84.66666666666667,4585.0,,,47.2,51.5,57.666666666666664
EI,2007,96.0,4.0,1.0,15.0,0.0,25.75,1.32,78.33333333333333,4915.0,,,36.05,51.800000000000004,58.23333333333333
EI,2008,102.0,2.0,8.0,16.0,0.0,25.5,1.1,77.0,5144.0,,,41.57,50.43333333333334,56.666666666666664
EI,2009,118.0,6.0,13.0,29.0,0.0,24.25,1.52,78.66666666666667,5553.0,,,52.61,50.6,56.79999999999999
EI,2012,134.0,2.0,,,,,1.54,,,,,43.22,,
EI,2013,89.0,1.0,39.0,43.0,0.0,23.666666666666668,1.23,80.75,,,,27.98,49.76666666666667,55.825
EI,2014,170.0,4.0,19.0,29.0,0.0,27.0,1.5,79.75,4844.0,,,64.48,51.5,57.0
EI,2015,174.0,3.0,29.0,13.0,0.0,26.25,2.64,75.75,5374.0,,,66.06,50.125,56.075
EI,2016,145.0,12.0,38.0,39.0,0.0,28.25,3.7,79.75,5150.0,,,64.02,50.875,56.625
EI,2017,152.0,7.0,30.0,26.0,0.0,27.666666666666668,1.69,80.33333333333333,4970.0,,,60.7,50.9,56.4
EI,2018,170.0,9.0,36.0,54.0,0.0,26.0,1.56,83.0,5239.0,,,67.85,50.25,56.875
EI,2019,169.0,8.0,19.0,38.0,0.0,26.666666666666668,1.38,78.33333333333333,4881.0,,,65.2,50.73333333333333,56.23333333333333
EI,2020,161.0,9.0,24.0,31.0,0.0,29.0,2.01,77.33333333333333,5092.0,,,72.5,50.4,55.9
EI,2021,82.0,1.0,32.0,33.0,0.0,25.0,1.01,80.33333333333333,5441.0,,,26.91,50.699999999999996,56.26666666666667
EI,2022,91.0,1.0,32.0,41.0,1.0,25.333333333333332,2.02,82.0,4901.0,,,28.44,51.46666666666667,57.199999999999996
EI,2023,162.0,10.0,20.0,40.0,0.0,26.333333333333332,2.02,80.0,4656.0,,,69.31,51.96666666666667,57.46666666666667
EN,1995,66.0,2.0,135.0,44.0,0.0,-4.277777777777778,1.23,85.94444444444444,7783.0,,,22.46,43.583333333333336,49.96111111111111
EN,1996,58.0,2.0,156.0,32.0,0.0,-17.72222222222222,1.2,81.94444444444444,9188.0,,,17.17,40.53888888888889,47.650000000000006
EN,1997,53.0,0.0,153.0,58.0,0.0,-4.882352941176471,0.82,86.05882352941177,8236.0,,,16.87,42.82941176470588,49.476470588235294
EN,1998,69.0,2.0,146.0,34.0,0.0,-4.294117647058823,1.54,83.23529411764706,8430.0,,,23.24,42.12352941176471,48.4
EN,1999,70.0,3.0,143.0,70.0,0.0,-10.0,1.69,89.0,8516.0,,,25.67,43.6,50.6
EN,2000,62.0,2.0,103.0,28.0,0.0,-1.6666666666666667,1.52,81.73333333333333,7532.0,,,21.9,45.00666666666667,51.38
EN,2001,74.0,1.0,138.0,49.0,0.0,-12.4,2.26,87.8,7959.0,,,25.98,43.193333333333335,49.559999999999995
EN,2002,52.0,1.0,143.0,71.0,0.0,-10.733333333333333,1.14,86.53333333333333,7567.0,,,18.51,43.480000000000004,50.4
EN,2003,71.0,1.0,137.0,40.0,0.0,-23.6,1.0,88.26666666666667,9275.0,,,23.21,42.526666666666664,49.0
EN,2004,75.0,2.0,139.0,41.0,0.0,-4.3,1.04,82.9,8153.0,,,25.96,43.260000000000005,49.44
EN,2005,60.0,1.0,141.0,47.0,0.0,-7.4,1.18,84.6,8167.0,,,20.98,43.026666666666664,49.72666666666667
EN,2006,47.0,0.0,127.0,64.0,2.0,-18.666666666666668,0.96,89.6,8232.0,,,15.76,43.95333333333333,50.99333333333333
EN,2007,67.0,3.0,105.0,49.0,0.0,-13.470588235294118,1.14,87.11764705882354,7086.0,,,25.53,44.39411764705882,51.17058823529412
EN,2008,84.0,0.0,102.0,39.0,0.0,7.782608695652174,0.94,80.58333333333333,7337.0,,,28.54,45.38260869565217,51.37083333333334
EN,2009,79.0,1.0,137.0,38.0,0.0,-3.0,1.42,82.0,7861.0,,,27.9,42.800000000000004,49.53333333333333
EN,2010,92.0,2.0,147.0,60.0,6.0,-17.818181818181817,2.24,92.22727272727273,8817.0,,,29.04,41.163636363636364,48.290909090909096
EN,2011,77.0,1.0,116.0,51.0,0.0,-17.82608695652174,3.19,87.73913043478261,8678.0,,,28.5,44.61304347826086,51.4695652173913
EN,2012,93.0,2.0,145.0,35.0,1.0,-20.391304347826086,1.52,86.82608695652173,7793.0,,,31.96,42.03478260869565,48.439130434782605
EN,2013,72.0,1.0,130.0,61.0,0.0,-10.818181818181818,1.54,87.54545454545455,8382.0,,,23.24,44.13636363636363,51.82727272727273
EN,2015,56.0,0.0,78.0,27.0,0.0,4.8,0.91,83.45,7304.0,,,18.25,45.660000000000004,52.21
EN,2016,85.0,1.0,121.0,46.0,0.0,-12.636363636363637,1.26,84.81818181818181,7332.0,,,29.72,43.85454545454545,50.43636363636363
EN,2017,66.0,1.0,129.0,26.0,0.0,-1.434782608695652,1.01,82.21739130434783,7857.0,,,22.09,43.608695652173914,49.74782608695652
EN,2018,64.0,0.0,126.0,64.0,1.0,-7.454545454545454,0.98,89.63636363636364,7860.0,,,20.27,44.96,51.54
EN,2020,97.0,3.0,66.0,39.0,0.0,13.347826086956522,1.69,85.73913043478261,6918.0,,,32.66,47.03478260869565,53.31304347826087
EN,2021,72.0,1.0,113.0,64.0,5.0,-11.80952380952381,1.26,90.71428571428571,7308.0,,,22.14,43.857142857142854,50.7047619047619
EN,2022,76.0,0.0,129.0,53.0,3.0,-0.5652173913043478,0.74,89.08695652173913,7623.0,,,19.97,44.660869565217396,51.5304347826087
EN,2023,81.0,1.0,130.0,66.0,1.0,0.7777777777777778,1.08,87.8,7454.0,,,28.06,44.93333333333333,52.17999999999999
ES,1995,,,0.0,360.0,236.0,69.0,,97.0,0.0,,,,83.0,90.6
ES,1997,,,0.0,360.0,309.0,69.0,,99.0,0.0,,,,83.9,92.2
ES,1998,,,0.0,359.0,311.0,67.0,,103.0,0.0,,,,83.7,92.2
ES,1999,,,,,,,,,0.0,,,,,
ES,2000,,,0.0,364.0,291.0,68.0,,100.0,,,,,83.6,91.5
ES,2001,,,0.0,363.0,304.0,70.0,,98.0,0.0,,,,83.8,91.7
ES,2002,,,0.0,363.0,262.0,69.0,,99.0,0.0,,,,83.4,91.0
ES,2004,,,0.0,,,65.0,,,,,,,,
ES,2005,,,0.0,365.0,246.0,68.0,,101.0,0.0,,,,82.7,90.7
ES,2006,,,0.0,364.0,310.0,68.0,,96.0,0.0,,,,83.4,91.4
EZ,2000,49.0,0.0,113.0,79.0,4.0,10.5,0.89,95.0,7110.0,,,15.19,50.0,56.95
EZ,2001,72.0,2.0,143.0,59.0,0.0,7.5,1.23,89.5,7552.0,,,21.73,47.45,53.900000000000006
EZ,2002,75.0,1.0,122.0,76.0,0.0,7.5,1.71,91.5,7285.0,,,26.04,48.85,55.7
EZ,2003,32.0,0.0,146.0,89.0,4.0,8.0,0.57,96.0,7787.0,,,10.52,48.650000000000006,56.099999999999994
EZ,2004,55.0,0.0,133.0,60.0,0.0,5.0,0.91,90.0,7805.0,,,19.52,47.85,54.55
EZ,2005,69.0,1.0,,82.0,2.0,,1.2,96.0,,,,23.58,,56.1
EZ,2006,61.0,0.0,,,,,0.74,,,,,18.02,,
EZ,2007,71.0,4.0,,,,,1.54,,,,,25.98,,
EZ,2008,66.0,1.0,,91.0,0.0,,1.0,89.0,,,,21.87,,55.6
EZ,2009,60.0,2.0,,,,,1.57,,,,,22.55,,
EZ,2010,85.0,4.0,,,,,2.61,,,,,36.07,,
EZ,2011,58.0,1.0,,,,,1.37,,,,,22.29,,
EZ,2012,62.0,2.0,,,,,1.34,,,,,23.65,,
EZ,2013,54.0,3.0,,,,,2.11,,,,,24.81,,
EZ,2014,55.0,3.0,,,,,1.48,,,,,23.27,,
EZ,2015,57.0,1.0,,,,,1.32,,,,,21.26,,
EZ,2016,65.0,4.0,,,,,2.36,,,,,28.78,,
EZ,2017,76.0,1.0,,,,,1.93,,,,,26.45,,
EZ,2018,59.0,1.0,,,,,2.76,,,,,21.12,,
EZ,2019,75.0,3.0,,,,,2.36,,,,,25.89,,
EZ,2020,59.0,5.0,,,,,2.76,,,,,29.56,,
EZ,2021,68.0,1.0,,,,,1.61,,,,,22.25,,
EZ,2022,74.0,6.0,,,,,1.57,,,,,30.4,,
EZ,2023,78.0,0.0,,,,,0.86,,,,,23.17,,
FG,1995,147.0,22.0,0.0,365.0,38.0,68.0,4.41,94.0,0.0,,,89.57,80.1,86.9
FG,1996,197.0,42.0,0.0,366.0,37.0,67.0,5.16,92.0,0.0,,,146.18,80.0,86.8
FG,2000,192.0,54.0,0.0,366.0,61.0,69.0,7.48,93.0,0.0,,,170.67,79.7,86.3
FG,2006,197.0,57.0,,,,,6.27,,,,,165.82,,
FG,2010,171.0,39.0,,,,,5.63,,,,,136.48,,
FG,2011,192.0,47.0,,,,,4.41,,,,,142.44,,
FG,2015,184.0,42.0,,,,,4.45,,,,,130.74,,
FG,2016,153.0,41.0,,,,,5.08,,,,,123.84,,
FI,1995,67.0,2.0,134.0,39.0,0.0,-19.473684210526315,1.26,84.54385964912281,7607.0,,,21.61,40.93157894736842,47.78421052631579
FI,2000,78.0,1.0,95.0,22.0,0.0,-6.786885245901639,1.02,82.04918032786885,7565.0,,,27.81,43.01639344262295,49.527868852459015
FI,2005,64.0,3.0,132.0,45.0,0.0,-9.571428571428571,1.23,83.89285714285714,7949.0,,,25.5,41.78035714285714,48.6625
FI,2010,81.0,1.0,141.0,62.0,0.0,-19.053333333333335,1.08,90.17333333333333,8618.0,,,26.13,37.944,44.796
FI,2015,74.0,1.0,70.0,27.0,0.0,-4.293333333333333,1.11,82.05263157894737,7182.0,,,25.36,43.278666666666666,49.507894736842104
FI,2020,94.0,3.0,61.0,43.0,0.0,7.2,1.33,86.3125,6769.0,,,29.32,44.60625,50.85625
FJ,1995,177.0,42.0,,,,,6.77,,,,,142.97,,
FJ,1996,167.0,45.0,,,,,4.38,,,,,140.76,,
FJ,1997,177.0,38.0,,,,,6.97,,,,,137.63,,
FJ,1998,130.0,25.0,,,,,10.03,,,,,102.89,,
FJ,1999,180.0,46.0,,,,,5.59,,,,,141.91,,
FJ,2000,191.0,38.0,,,,,3.81,,,,,127.43,,
FJ,2001,171.0,48.0,,,,,5.22,,,,,143.82,,
FJ,2002,186.0,45.0,,,,,3.94,,,,,135.22,,
FJ,2003,179.0,28.0,,,,,4.62,,,,,115.69,,
FJ,2004,177.0,55.0,,,,,5.66,,,,,161.66,,
FJ,2005,175.0,45.0,,,,,5.28,,,,,146.1,,
FJ,2006,200.0,50.0,,,,,11.54,,,,,172.19,,
FJ,2007,191.0,44.0,,,,,6.02,,,,,144.09,,
FJ,2008,191.0,41.0,,,,,3.59,,,,,132.51,,
FJ,2009,177.0,46.0,,,,,7.24,,,,,151.63,,
FJ,2010,175.0,36.0,,,,,5.87,,,,,126.04,,
FJ,2011,158.0,31.0,,,,,4.21,,,,,105.24,,
FJ,2012,140.0,39.0,,,,,8.5,,,,,139.73,,
FJ,2013,137.0,45.0,,,,,3.27,,,,,110.81,,
FJ,2014,97.0,24.0,,,,,4.06,,,,,71.65,,
FJ,2015,97.0,16.0,,,,,5.3,,,,,60.63,,
FJ,2016,76.0,22.0,,,,,7.24,,,,,67.72,,
FJ,2017,152.0,31.0,,,,,4.47,,,,,100.85,,
FJ,2018,133.0,33.0,,,,,4.9,,,,,105.59,,
FJ,2019,136.0,33.0,,,,,9.61,,,,,135.49,,
FJ,2020,139.0,32.0,,,,,4.23,,,,,99.15,,
FJ,2021,134.0,29.0,,,,,5.67,,,,,110.75,,
FJ,2022,179.0,27.0,,,,,5.43,,,,,107.48,,
FJ,2023,89.0,31.0,,,,,8.87,,,,,110.41,,
FK,2011,58.0,1.0,,,,,1.18,,,,,18.39,,
FK,2012,66.0,1.0,,,,,4.69,,,,,26.84,,
FK,2013,60.0,1.0,,,,,1.02,,,,,18.81,,
FK,2019,74.0,0.0,,,,,0.83,,,,,22.21,,
FK,2020,62.0,0.0,,,,,0.78,,,,,18.56,,
FK,2021,40.0,0.0,,,,,0.75,,,,,13.97,,
FK,2022,53.0,0.0,,,,,0.52,,,,,16.22,,
FK,2023,55.0,0.0,,,,,0.54,,,,,16.63,,
FM,1995,193.0,30.0,0.0,358.0,110.0,67.8,3.6,92.8,0.0,72.0,92.0,190.33,80.72,87.86
FM,1996,262.0,84.0,0.0,366.0,83.0,66.8,6.22,92.8,0.0,71.0,90.0,237.72,80.96000000000001,87.97999999999999
FM,1997,170.0,34.0,0.0,363.0,132.0,67.25,3.0,93.0,0.0,69.0,89.0,113.33,80.8,87.95
FM,1998,153.0,30.0,0.0,365.0,252.0,66.0,3.05,93.6,0.0,,,101.54,80.74000000000001,88.67999999999999
FM,1999,246.0,75.0,0.0,365.0,29.0,64.44444444444444,4.38,93.55555555555556,0.0,,,144.99,79.96666666666667,87.41111111111111
FM,2000,192.0,44.0,0.0,365.0,6.0,67.4,7.74,92.16666666666667,0.0,,,147.06,80.82000000000001,87.33333333333333
FM,2001,157.0,37.0,0.0,365.0,92.0,68.4,4.14,93.16666666666667,0.0,76.0,99.0,124.55,81.2,88.0
FM,2002,168.0,40.0,0.0,365.0,105.0,67.83333333333333,10.62,92.66666666666667,0.0,,,137.08,81.18333333333334,88.25
FM,2003,207.0,59.0,0.0,365.0,108.0,66.4,7.13,92.8,0.0,,,199.96,80.72,88.2
FM,2004,165.0,38.0,0.0,366.0,114.0,66.0,6.14,94.0,0.0,,,115.9,80.775,88.025
FM,2005,236.0,67.0,0.0,365.0,47.0,66.5,6.82,92.25,0.0,,,201.19,81.3,87.675
FM,2006,162.0,37.0,0.0,365.0,1.0,70.0,5.47,92.25,0.0,,,124.02,81.55,87.3
FM,2007,190.0,47.0,0.0,365.0,20.0,68.0,5.18,92.0,0.0,,,145.29,81.2,87.575
FM,2008,265.0,79.0,0.0,366.0,37.0,68.5,4.57,92.5,0.0,,,222.95,81.15,87.07499999999999
FM,2009,171.0,31.0,0.0,365.0,151.0,70.2,4.77,95.2,0.0,,,123.42,82.24,88.34
FM,2010,173.0,33.0,0.0,365.0,169.0,71.33333333333333,4.05,95.0,0.0,,,109.96,82.33333333333333,88.39999999999999
FM,2011,209.0,60.0,0.0,365.0,5.0,70.4,5.54,94.0,0.0,,,180.42,82.075,87.75
FM,2012,178.0,42.0,0.0,365.0,146.0,71.66666666666667,6.86,94.33333333333333,0.0,,,138.78,82.60000000000001,88.33333333333333
FM,2013,168.0,38.0,0.0,365.0,160.0,71.66666666666667,4.57,94.0,0.0,,,116.01,82.76666666666667,88.10000000000001
FM,2014,186.0,40.0,0.0,365.0,93.0,71.0,5.86,94.66666666666667,0.0,,,138.74,82.26666666666667,88.2
FM,2015,217.0,58.0,0.0,365.0,87.0,70.0,7.78,94.0,0.0,,,179.57,81.91666666666667,87.91666666666667
FM,2016,203.0,45.0,0.0,366.0,133.0,70.0,5.82,93.8,0.0,,,149.69,82.7,88.74
FM,2017,257.0,85.0,0.0,363.0,88.0,71.16666666666667,8.36,93.66666666666667,0.0,,,230.11,82.48333333333333,88.08333333333333
FM,2018,188.0,48.0,0.0,362.0,56.0,68.2,6.2,93.2,0.0,,,147.94,82.34,88.16
FM,2019,166.0,43.0,0.0,364.0,64.0,71.4,8.02,93.6,0.0,,,123.56,82.12,88.02000000000001
FM,2020,175.0,42.0,0.0,366.0,53.0,70.66666666666667,4.15,94.16666666666667,0.0,,,128.88,82.64999999999999,88.8
FM,2021,201.0,52.0,0.0,365.0,39.0,70.83333333333333,6.17,93.5,0.0,,,154.35,82.36666666666666,88.55
FM,2022,209.0,39.0,0.0,361.0,41.0,69.6,6.04,93.2,0.0,,,158.13,81.96000000000001,87.97999999999999
FM,2023,192.0,51.0,0.0,364.0,78.0,69.2,6.19,93.8,0.0,,,162.2,82.24000000000001,88.56
FP,1995,103.0,8.0,,,,,4.61,,,,,49.23,,
FP,1996,109.0,25.0,,,,,4.72,,,,,78.71,,
FP,2006,93.0,13.0,,,,,5.83,,,,,64.07,,
FP,2010,100.0,15.0,,,,,5.47,,,,,66.75,,
FP,2011,126.0,6.0,,,,,4.45,,,,,56.37,,
FP,2015,89.0,9.0,0.0,,,55.0,2.24,,,,,44.31,,
FP,2016,120.0,15.0,0.0,,,58.0,2.64,,,,,64.2,,
FR,1995,74.0,1.0,31.0,99.0,11.0,20.23913043478261,2.77,93.41304347826087,3874.0,,,29.33,54.55869565217391,62.24565217391305
FR,1996,64.0,1.0,41.0,92.0,4.0,15.608695652173912,1.32,90.34782608695652,4190.0,,,20.65,52.99130434782609,60.59130434782608
FR,1998,77.0,4.0,,,,,1.5,,,,,33.18,,
FR,2000,93.0,2.0,24.0,99.0,2.0,21.386363636363637,1.39,91.63076923076923,4024.0,,,33.55,55.29318181818182,62.63230769230769
FR,2001,85.0,1.0,35.0,97.0,4.0,17.36842105263158,1.4,95.0,3926.0,,,31.65,54.638888888888886,62.57777777777778
FR,2005,58.0,1.0,45.0,120.0,5.0,15.292682926829269,1.06,93.58333333333333,4215.0,,,20.96,54.27317073170731,62.175000000000004
FR,2006,69.0,2.0,43.0,125.0,8.0,20.193548387096776,1.46,96.46666666666667,4336.0,,,25.78,55.19666666666667,63.32333333333334
FR,2007,60.0,1.0,,,,,1.1,,,,,20.46,,
FR,2008,62.0,5.0,,,,,2.2,,,,,31.52,,
FR,2009,50.0,1.0,,,,,1.06,,,,,18.62,,
FR,2010,63.0,2.0,68.0,109.0,1.0,16.70731707317073,1.35,93.6875,4468.0,,,21.63,53.02682926829268,60.635416666666664
FR,2011,59.0,1.0,22.0,109.0,2.0,22.333333333333332,1.0,95.18518518518519,4185.0,,,20.35,55.84074074074074,64.17777777777778
FR,2012,94.0,3.0,,,,,1.22,,,,,35.28,,
FR,2013,78.0,2.0,,,,,1.54,,,,,29.54,,
FR,2014,72.0,2.0,,,,,1.18,,,,,28.55,,
FR,2015,64.0,1.0,26.0,95.0,2.0,24.214285714285715,1.04,97.44680851063829,3916.0,,,23.48,55.89523809523809,63.97446808510639
FR,2016,70.0,1.0,28.0,101.0,5.0,23.076923076923077,1.02,95.61538461538461,4006.0,,,24.62,55.192,63.092
FR,2017,78.0,8.0,,,,,2.8,,,,,32.3,,
FR,2019,86.0,11.0,,,,,2.8,,,,,47.24,,
FR,2020,79.0,1.0,,,,,1.26,,,,,30.18,,
FR,2022,65.0,1.0,,,,,1.38,,,,,24.07,,
FR,2023,72.0,5.0,,,,,1.77,,,,,30.21,,
FS,2007,149.0,14.0,,,,,2.01,,,,,75.17,,
FS,2012,188.0,26.0,,,,,2.72,,,,,111.2,,
FS,2013,164.0,22.0,,,,,2.03,,,,,86.47,,
FS,2014,142.0,20.0,,,,,2.39,,,,,75.44,,
FS,2015,121.0,17.0,,,,,2.19,,,,,70.44,,
GG,1995,123.0,22.0,171.0,33.0,0.0,-10.0,2.65,78.0,8729.0,,,75.49,40.5,48.9
GG,2000,103.0,9.0,186.0,44.0,1.0,-3.0,2.12,90.0,9287.0,,,53.27,39.8,49.0
GG,2006,,,,141.0,33.0,,,103.5,,,,,,65.1
GG,2007,,,,157.0,42.0,,,97.6,,,,,,64.32000000000001
GG,2009,,,,128.0,3.0,,,97.66666666666667,,,,,,64.76666666666667
GG,2010,117.0,32.0,134.0,124.0,8.0,-3.0,3.52,96.28571428571429,8439.0,,,92.66,44.1,64.6
GG,2011,,,,145.0,21.0,,,101.0,,,,,,62.025000000000006
GG,2012,55.0,4.0,,194.0,32.0,,3.54,96.375,,,,25.92,,64.95
GG,2013,58.0,1.0,,159.0,8.0,,1.14,94.0,,,,20.52,,64.38571428571429
GG,2014,,,,188.0,24.0,,,100.57142857142857,,,,,,65.52857142857142
GG,2015,102.0,15.0,171.0,167.0,38.0,3.0,3.81,98.44444444444444,8480.0,,,58.33,42.2,64.28888888888889
GG,2016,,,,157.0,29.0,,,95.875,,,,,,64.475
GG,2017,106.0,20.0,,192.0,31.0,,3.23,102.4,,,,71.17,,67.67999999999999
GG,2018,94.0,12.0,,203.0,26.0,,4.06,102.8,,,,53.75,,69.14
GG,2019,,,,203.0,18.0,,,100.0,,,,,,68.7
GG,2020,81.0,14.0,,200.0,31.0,,3.54,101.5,,,,54.93,,68.6
GG,2022,43.0,2.0,,154.0,41.0,,1.15,99.75,,,,15.86,,66.25
GG,2023,,,,167.0,21.0,,,99.66666666666667,,,,,,67.46666666666665
GI,2006,50.0,7.0,,,,,1.9,,,,,26.33,,
GI,2007,34.0,10.0,,,,,2.91,,,,,29.61,,
GI,2008,41.0,13.0,,,,,2.34,,,,,31.74,,
