code,date,DP10_mean,DP10_std,DP1X_mean,DP1X_std,DT32_mean,DT32_std,DX70_mean,DX70_std,DX90_mean,DX90_std,EMNT_mean,EMNT_std,EMXP_mean,EMXP_std,EMXT_mean,EMXT_std,HTDD_mean,HTDD_std,MNPN_mean,MNPN_std,MXPN_mean,MXPN_std,PRCP_mean,PRCP_std,TAVG_mean,TAVG_std,TMAX_mean,TMAX_std
GG,2010-01-01T00:00:00,,,,,,,147.33333333333334,12.290918056299406,43.5,21.04043725781382,,,,,98.33333333333333,3.1411250638372668,,,,,,,,,,,66.60000000000001,2.2847319317591768
GG,2011-01-01T00:00:00,,,,,,,141.625,15.999441954554012,18.5,10.810048235652923,,,,,101.0,4.27617987059879,,,,,,,,,,,62.025000000000006,2.6772854055660824
GG,2012-01-01T00:00:00,55.0,,4.0,,,,177.5,22.721921447925883,24.25,13.729530217745982,,,3.54,,96.375,3.067688753070344,,,,,,,25.92,,,,64.95,2.4442352002795698
GG,2013-01-01T00:00:00,58.0,,1.0,,,,151.71428571428572,22.298836185731652,7.142857142857143,5.367450401216932,,,1.14,,94.0,3.2659863237109046,,,,,,,20.52,,,,64.38571428571429,3.2261579685587702
GG,2014-01-01T00:00:00,,,,,,,150.71428571428572,25.772816982978313,29.714285714285715,13.199927849730667,,,,,100.57142857142857,5.126959555693249,,,,,,,,,,,65.52857142857142,3.243308128909064
GG,2015-01-01T00:00:00,,,,,,,150.0,17.25439902501057,34.375,14.312207576551065,,,,,100.0,4.780914437337574,,,,,,,,,,,65.9375,3.3750925913224936
GG,2016-01-01T00:00:00,,,,,,,151.5,19.949937343259997,25.0,13.255726525328054,,,,,95.875,3.181980515339466,,,,,,,,,,,64.475,3.191842280385601
GG,2017-01-01T00:00:00,106.0,,20.0,,,,164.4,18.63598669241852,46.6,11.414902540100814,,,3.23,,102.4,1.6733200530681527,,,,,,,71.17,,,,67.67999999999999,2.3941595602632644
GG,2018-01-01T00:00:00,94.0,,12.0,,,,180.0,15.811388300841893,30.4,5.594640292279745,,,4.06,,102.8,3.563705936241092,,,,,,,53.75,,,,69.14,2.5783715791173307
GG,2019-01-01T00:00:00,,,,,,,179.75,18.997806890972093,32.0,15.599145275730121,,,,,100.0,1.1547005383792495,,,,,,,,,,,68.7,2.431734634645266
GG,2020-01-01T00:00:00,61.5,27.577164466275352,7.0,9.899494936611665,,,182.0,25.45584412271571,26.0,7.0710678118654755,,,2.265,1.8031222920256962,101.5,4.949747468305833,,,,,,,34.715,28.588327163372117,,,68.6,4.384062043356591
GG,2022-01-01T00:00:00,43.0,,2.0,,,,159.0,6.633249580710803,43.25,13.225606476327153,,,1.15,,99.75,2.9860788111948193,,,,,,,15.86,,,,66.25,1.905255888325764
GG,2023-01-01T00:00:00,,,,,,,173.66666666666666,8.32666399786453,32.666666666666664,13.868429375143146,,,,,99.66666666666667,1.1547005383792526,,,,,,,,,,,67.46666666666665,2.103172207246312
GI,2006-01-01T00:00:00,50.0,,7.0,,,,,,,,,,1.9,,,,,,,,,,26.33,,,,,
GI,2007-01-01T00:00:00,34.0,,10.0,,,,,,,,,,2.91,,,,,,,,,,29.61,,,,,
GI,2008-01-01T00:00:00,41.0,,13.0,,,,,,,,,,2.34,,,,,,,,,,31.74,,,,,
GI,2009-01-01T00:00:00,46.0,,13.0,,,,,,,,,,4.25,,,,,,,,,,36.24,,,,,
GI,2010-01-01T00:00:00,68.0,,26.0,,,,,,,,,,4.54,,,,,,,,,,74.28,,,,,
GI,2012-01-01T00:00:00,34.0,,5.0,,,,,,,,,,2.85,,,,,,,,,,23.96,,,,,
GI,2013-01-01T00:00:00,37.0,,5.0,,,,,,,,,,2.91,,,,,,,,,,23.66,,,,,
GI,2014-01-01T00:00:00,42.0,,6.0,,,,,,,,,,2.31,,,,,,,,,,22.47,,,,,
GI,2017-01-01T00:00:00,34.0,,4.0,,,,,,,,,,5.95,,,,,,,,,,21.36,,,,,
GI,2022-01-01T00:00:00,39.0,,7.0,,,,,,,,,,2.43,,,,,,,,,,24.02,,,,,
GI,2023-01-01T00:00:00,27.0,,1.0,,,,,,,,,,1.57,,,,,,,,,,12.03,,,,,
GL,1995-01-01T00:00:00,56.0,33.10085598087558,9.285714285714286,13.877010793806733,224.28571428571428,43.411650839048136,1.75,3.453776401067595,0.0,0.0,-20.714285714285715,18.39125050773044,2.4442857142857144,2.151874044818122,66.875,6.0812945050493035,13944.25,2985.1740198138245,,,,,34.739999999999995,35.11512542101101,27.585714285714285,8.088145352186448,33.3125,7.368356571952022
GL,1996-01-01T00:00:00,66.25,36.61674090202068,10.875,12.017100910191038,259.6666666666667,47.26873526268006,0.0,0.0,0.0,0.0,-25.0,16.09347693943108,2.10875,1.1507815667126904,62.0,4.301162633521313,12415.5,854.8920984545359,,,,,39.98625,29.170630013030962,23.8,10.520456263869928,30.96,7.7351793773641715
GL,1997-01-01T00:00:00,61.111111111111114,37.8663585668217,10.0,12.30853362509117,238.2,47.283189401731356,0.14285714285714285,0.37796447300922725,0.0,0.0,-20.2,20.632498636859278,2.5811111111111114,1.6321415720185277,63.857142857142854,4.8452234702013985,13640.6,3409.938899745859,,,,,37.40222222222222,31.618573172179108,26.380000000000003,9.061567193372237,31.757142857142856,7.239902656541073
GL,1998-01-01T00:00:00,58.0,27.914154115788644,6.833333333333333,8.565434412022933,239.0,46.2997480194727,0.75,2.1213203435596424,0.0,0.0,-16.0,18.59211302317912,1.6900000000000002,1.1631680875952537,64.625,5.95069023607466,13714.833333333334,3015.133258525511,,,,,30.101666666666663,23.896359067160557,27.942857142857143,7.6354124845697635,33.1625,7.225735256705715
GL,1999-01-01T00:00:00,65.625,36.2331241506206,8.5,10.212037714663722,237.57142857142858,43.76016888624152,0.25,0.7071067811865476,0.0,0.0,-15.428571428571429,19.543602046510795,2.5412500000000002,2.1862978329325844,63.125,5.111262075065218,13269.142857142857,3012.4782393997707,,,,,37.1975,29.429133645808488,27.0,7.998749902328488,32.2875,7.401242656280286
GL,2000-01-01T00:00:00,61.833333333333336,28.54061433583143,8.5,9.246621004453464,226.71428571428572,43.01439404708725,0.42857142857142855,0.5345224838248488,0.0,0.0,-13.714285714285714,19.336617126704503,1.945,1.0768426068836616,65.71428571428571,5.707138387268052,12962.5,3215.5293032407585,,,,,33.00333333333334,25.018698340774378,29.214285714285715,8.608799484912433,35.471428571428575,8.202177411255764
GL,2001-01-01T00:00:00,74.8,40.10860256852637,10.0,12.668859459319927,208.33333333333334,52.36283669423064,0.14285714285714285,0.37796447300922725,0.0,0.0,-13.5,20.588831924128186,3.498,2.9136351864981314,63.857142857142854,5.490251100164467,13396.4,3892.5730950105485,,,,,46.826,42.38581696747156,29.28333333333333,9.489028752547158,35.08571428571428,8.268903307256766
GL,2002-01-01T00:00:00,62.0,35.78826623350173,8.0,9.09945053286186,232.75,38.238910624052636,0.75,1.0350983390135313,0.0,0.0,-25.125,13.695019949915057,2.348333333333333,1.9171793517213425,68.25,4.652188425123938,12780.857142857143,3193.150869625561,,,,,33.55166666666667,27.32116206654956,25.925,6.92567686222798,32.2875,7.063677209094829
GL,2003-01-01T00:00:00,60.0,22.135943621178654,8.5,8.18535277187245,208.375,40.41547617294288,0.8,1.1352924243950935,0.0,0.0,-11.25,16.351059380270833,2.9274999999999998,1.905139977359494,68.0,5.537749241945384,12917.714285714286,2970.0247874546835,,,,,34.3825,21.76485297446321,30.6375,8.276116670447387,36.17,7.697192850499317
GL,2004-01-01T00:00:00,61.4,26.08256122392891,5.6,7.402702209328699,225.625,43.22015898694893,0.125,0.3535533905932738,0.0,0.0,-15.75,13.70870422135409,1.9100000000000001,1.1708970919769166,65.0,4.659858980085742,12196.25,3134.043474491061,,,,,30.419999999999998,20.49543973668289,27.5875,7.396801915113623,33.85,7.539230729988306
GL,2005-01-01T00:00:00,44.25,25.552234083669997,4.75,8.180260794538684,239.0,55.3052137385497,2.5,2.6457513110645907,0.0,0.0,-17.5,14.52583904633395,2.2824999999999998,1.764055460201483,71.25,5.737304826019502,13257.166666666666,2929.51835062808,,,,,22.275,19.514885771294352,28.625,10.005123687391375,35.55,10.254917519577296
GL,2006-01-01T00:00:00,54.666666666666664,20.033305601755625,2.3333333333333335,1.5275252316519468,232.83333333333334,57.50970932517975,0.3333333333333333,0.5163977794943223,0.0,0.0,-19.333333333333332,22.888133752376287,1.47,0.5402777063696038,67.16666666666667,5.528712930390459,13491.0,3089.8992863845906,,,,,21.573333333333334,10.09911547281906,27.166666666666668,8.645846787138126,33.61666666666667,8.570278097393729
GL,2007-01-01T00:00:00,73.0,26.578186544608343,12.0,13.549907748763458,251.66666666666666,34.413175771304026,1.0,2.0,0.0,0.0,-18.5,15.9968746947646,3.311666666666667,2.0456628917460145,67.5,4.636809247747853,14055.0,3003.3016498513766,,,,,46.23666666666667,36.93268019879774,25.833333333333332,7.33203018724464,32.18333333333334,7.103074451719248
GL,2008-01-01T00:00:00,64.66666666666667,28.571547618799606,8.333333333333334,6.658328118479393,231.28571428571428,34.30604555912503,1.1111111111111112,2.2607766610417563,0.0,0.0,-30.0,15.95827893811443,2.8466666666666662,1.2395698178534897,68.11111111111111,5.418589402336284,15038.666666666666,2203.2855163747313,,,,,36.32,22.148094726183555,25.9,7.571877794400365,32.77777777777778,6.928343557044819
GL,2009-01-01T00:00:00,40.5,30.405591591021544,2.5,3.5355339059327378,248.2,54.089740247111564,1.3333333333333333,1.9663841605003503,0.0,0.0,-24.6,13.831124321616086,1.23,0.7353910524340095,69.16666666666667,4.355073669487884,13104.0,1719.2341318156757,,,,,17.715,16.836212460051698,29.275,5.374244132899061,35.81666666666666,4.64905008218525
GL,2010-01-01T00:00:00,34.5,14.849242404917497,0.5,0.7071067811865476,188.33333333333334,45.95650117230423,1.6666666666666667,2.7386127875258306,0.0,0.0,-6.111111111111111,13.383239933256487,1.1400000000000001,0.22627416997969516,68.11111111111111,4.013864859597431,11958.285714285714,1766.20890745175,,,,,13.309999999999999,5.557859300126261,33.5,7.060554409635873,39.27777777777778,6.678281548755221
GL,2011-01-01T00:00:00,42.4,22.36738697300156,1.8,2.4899799195977463,227.33333333333334,28.67635495200416,0.0,0.0,0.0,0.0,-4.0,11.532562594670797,1.7160000000000004,1.7304276927973616,66.33333333333333,3.0550504633038935,12189.5,2039.3473745994609,,,,,16.372,13.020144776460821,30.2,4.911211663123469,35.43333333333333,4.176521678781679
GL,2012-01-01T00:00:00,66.75,46.999113466816226,7.75,11.84271928232701,217.85714285714286,38.68000590929191,4.428571428571429,5.472876844254852,0.0,0.0,-21.571428571428573,14.269514624507998,2.2675,2.136513905095557,72.0,3.829708431025352,10701.0,,,,,,35.495,36.34228528862763,29.599999999999998,5.016771870436208,35.41428571428572,4.561954468364251
GL,2013-01-01T00:00:00,53.75,15.370426148939398,2.0,1.4142135623730951,,,0.0,,0.0,,,,1.455,0.22869193252058545,64.0,,,,,,,,19.5375,6.419861758636239,,,31.6,
GL,2014-01-01T00:00:00,50.8,20.364184245876388,1.6,1.6733200530681511,242.3,26.136606937822332,1.5,2.41522945769824,0.0,0.0,-14.6,13.23463469671738,1.236,0.5274751178965695,66.6,5.358275012642699,,,,,,,19.636000000000003,10.792176796179723,27.27,5.539965904427773,33.239999999999995,5.823744499890085
GL,2015-01-01T00:00:00,59.75,16.3783393541592,2.75,2.217355782608345,246.84615384615384,29.57151262574099,1.9230769230769231,4.112208215819867,0.0,0.0,-16.615384615384617,15.063966175050876,1.4025,0.8537515251328494,66.61538461538461,5.545846216440757,14143.181818181818,2048.4294382859184,,,,,23.072499999999998,7.904565663800469,25.615384615384617,5.803137966342888,31.53076923076923,5.616995729537368
GL,2016-01-01T00:00:00,49.42857142857143,21.854497194377352,1.7142857142857142,1.4960264830861913,233.1,43.05668098887533,1.9166666666666667,4.273774855458756,0.0,0.0,-16.3,15.42760872951836,1.375714285714286,0.40652417488004916,66.33333333333333,5.193235693640043,13740.25,2617.814325140171,,,,,18.505714285714284,8.234184552103216,28.32,6.787864989163464,33.98333333333333,7.14089799972134
GL,2017-01-01T00:00:00,43.75,21.975364995072702,2.25,2.8722813232690143,240.88888888888889,42.55715111601235,1.4444444444444444,2.650995620097811,0.0,0.0,-19.11111111111111,18.182714624365392,1.8475,1.3570894099751374,67.77777777777777,4.711098008367524,13824.545454545454,2663.771775645818,,,,,18.04,11.171475581438052,26.177777777777777,8.122927085998278,32.3,8.04207684618843
GL,2018-01-01T00:00:00,49.42857142857143,17.831219278343838,2.4285714285714284,2.29906813420444,254.1,33.444647470775415,0.5,1.2692955176439846,0.0,0.0,-18.7,11.595497210363838,1.352857142857143,0.6960535009541121,64.5,5.400617248673217,13855.714285714286,1964.001248666076,,,,,19.53857142857143,9.209309472071235,26.589999999999996,5.7914592288990505,32.71,5.8125247908670845
GL,2019-01-01T00:00:00,34.0,10.16530045465127,0.75,0.9574271077563381,241.08333333333334,37.55833846003824,1.5,2.9154759474226504,0.0,0.0,-23.5,13.426567963285603,0.9875,0.4663600182977381,69.3,3.400980250849256,14576.6,2867.510038730854,,,,,11.2125,2.8833588630854345,26.02,8.075449763876245,32.74,8.334826532887972
GL,2020-01-01T00:00:00,52.2,13.863621460498695,2.8,1.6431676725154984,250.41666666666666,35.81380722401331,0.7692307692307693,2.24179415327122,0.0,0.0,-20.666666666666668,14.865049511175433,1.314,0.2094755355644186,63.07692307692308,4.9406736797987785,13808.76923076923,2485.4998207552458,,,,,21.146,7.336707708502501,25.099999999999998,6.396021490668314,30.161538461538463,6.761353225198151
GL,2021-01-01T00:00:00,72.0,,13.0,,254.25,45.72654225574755,0.25,0.5,0.0,0.0,-19.25,12.175795661885921,5.73,,68.25,2.8722813232690143,14388.6,3800.8350135200553,,,,,47.12,,24.425,9.22184905536845,30.425,9.676905497110116
GL,2022-01-01T00:00:00,60.0,,3.0,,288.0,17.757627469156276,0.0,0.0,0.0,0.0,-30.5,4.654746681256313,1.19,,57.0,3.605551275463989,15449.5,3299.432122855892,,,,,20.86,,16.766666666666666,5.478442601080468,22.866666666666664,5.255790457517625
GL,2023-01-01T00:00:00,,,,,263.6666666666667,69.17610377387075,0.0,0.0,0.0,0.0,-17.0,24.269322199023193,,,61.666666666666664,4.72581562625261,17394.0,1714.9370250828454,,,,,,,21.333333333333332,12.150034293504413,26.733333333333334,10.55667245552941
GM,1995-01-01T00:00:00,96.01851851851852,25.551642668267345,5.555555555555555,6.586626435341704,99.9622641509434,42.49749416329923,73.79245283018868,25.55940177054081,3.811320754716981,3.351558786443114,6.90566037735849,5.897405397367545,1.9064814814814814,0.6971374283383562,91.05660377358491,7.069476899208811,6222.538461538462,1705.2995994786072,,,,,39.446296296296296,17.72368805015568,47.72641509433962,4.939174290358362,54.867924528301884,5.675852141542801
GM,2000-01-01T00:00:00,96.96428571428571,26.535029530938765,3.9285714285714284,4.972130119182111,73.0377358490566,46.58943519402347,80.11320754716981,31.965522518776442,1.6037735849056605,1.6093431847222335,6.981132075471698,7.902021567143765,1.568909090909091,0.8126173367747799,89.50943396226415,7.135023695474194,6075.62962962963,1715.7687896342206,,,,,36.620909090909095,16.268943519243134,49.15471698113207,4.926832577354646,56.37735849056604,5.731043719865786
GM,2001-01-01T00:00:00,116.0,,3.0,,151.0,,23.0,,0.0,,0.0,,1.56,,78.0,,8518.0,,,,,,41.46,,40.9,,46.0,
GM,2002-01-01T00:00:00,98.0,,4.0,,139.0,,25.0,,0.0,,5.0,,2.67,,78.0,,8205.0,,,,,,41.57,,42.4,,47.9,
GM,2003-01-01T00:00:00,69.0,,2.0,,149.0,,46.0,,0.0,,2.0,,1.5,,88.0,,8638.0,,,,,,24.69,,42.0,,48.2,
GM,2004-01-01T00:00:00,112.0,,6.0,,145.0,,22.0,,0.0,,4.0,,2.94,,78.0,,8776.0,,,,,,43.56,,40.9,,46.5,
GM,2005-01-01T00:00:00,85.84210526315789,23.861796628625108,3.2857142857142856,4.258528494100391,105.18518518518519,37.76944660879837,74.12962962962963,28.675179127137902,2.4444444444444446,2.859388156394794,3.8333333333333335,7.218294368125041,1.6024999999999998,0.758005157094474,89.5,6.4479044423838365,6607.830188679245,1610.6736972680458,,,,,32.94982142857143,14.613257802553687,47.2074074074074,4.9400119109111555,54.7462962962963,5.890277020841226
GM,2006-01-01T00:00:00,88.0,,5.0,,134.0,,39.0,,0.0,,-2.0,,1.99,,86.0,,8941.0,,,,,,36.78,,42.7,,48.5,
GM,2007-01-01T00:00:00,118.0,,5.0,,137.0,,27.0,,0.0,,8.0,,3.06,,85.0,,7057.0,,,,,,48.73,,43.2,,48.9,
GM,2008-01-01T00:00:00,109.0,,2.0,,143.0,,29.0,,0.0,,8.0,,1.44,,78.0,,8466.0,,,,,,38.19,,42.5,,47.8,
GM,2009-01-01T00:00:00,112.0,,3.0,,137.0,,18.0,,0.0,,-4.0,,1.58,,78.0,,8628.0,,,,,,43.68,,41.7,,47.1,
GM,2010-01-01T00:00:00,115.0,,8.0,,155.0,,28.0,,0.0,,0.0,,2.13,,83.0,,8943.0,,,,,,51.28,,39.3,,44.6,
GM,2011-01-01T00:00:00,93.0,,5.0,,130.0,,21.0,,0.0,,1.0,,2.15,,80.0,,8660.0,,,,,,38.7,,42.9,,48.7,
GM,2012-01-01T00:00:00,114.0,,5.0,,137.0,,29.0,,0.0,,-6.0,,1.61,,88.0,,8318.0,,,,,,42.93,,41.7,,47.5,
GM,2013-01-01T00:00:00,99.0,,11.0,,142.0,,25.0,,0.0,,4.0,,2.46,,86.0,,9045.0,,,,,,47.26,,41.0,,46.2,
GM,2014-01-01T00:00:00,87.0,,3.0,,108.0,,27.0,,0.0,,5.0,,1.26,,81.0,,7707.0,,,,,,33.09,,44.5,,49.7,
GM,2015-01-01T00:00:00,76.11320754716981,20.657146628261135,2.830188679245283,3.036545665571349,87.98076923076923,38.03790183313571,81.90384615384616,26.64528035711392,12.923076923076923,7.555925226812565,16.615384615384617,5.506338045625227,1.620188679245283,0.6832515320313757,96.82692307692308,7.5191811033220235,6051.78431372549,1573.7699363468028,,,,,28.569615384615386,12.57151167248885,49.50588235294118,4.439387875133504,57.63725490196079,5.472365513534846
GM,2016-01-01T00:00:00,108.0,,5.0,,140.0,,37.0,,0.0,,8.0,,2.07,,79.0,,7729.0,,,,,,43.91,,43.0,,48.2,
GM,2017-01-01T00:00:00,108.0,,4.0,,138.0,,35.0,,0.0,,2.0,,1.6,,82.0,,8019.0,,,,,,43.81,,42.9,,48.5,
GM,2018-01-01T00:00:00,69.0,,3.0,,135.0,,60.0,,0.0,,-2.0,,1.63,,85.0,,7979.0,,,,,,26.85,,44.4,,50.3,
GM,2019-01-01T00:00:00,,,,,,,,,,,,,,,,,7466.0,,,,,,,,,,,
GM,2020-01-01T00:00:00,75.55102040816327,18.84151137834776,3.5510204081632653,4.291761606505519,80.74509803921569,42.24871270808374,99.29411764705883,35.072664066276495,6.0,4.363484845854286,18.19607843137255,4.322127290319605,1.6667346938775511,0.7025085638715908,92.98039215686275,7.137198879331948,5652.56,1527.5864270950096,,,,,30.26530612244898,12.803380592321576,50.09803921568628,4.479709374326796,58.549019607843135,5.598941776765306
GM,2021-01-01T00:00:00,110.0,,3.0,,147.0,,25.0,,0.0,,-1.0,,1.24,,81.0,,8142.0,,,,,,39.32,,41.9,,47.4,
GM,2022-01-01T00:00:00,91.0,,4.0,,127.0,,43.0,,0.0,,11.0,,2.37,,88.0,,7923.0,,,,,,32.58,,44.2,,50.1,
GM,2023-01-01T00:00:00,117.0,,4.0,,117.0,,50.0,,0.0,,13.0,,1.92,,84.0,,7762.0,,,,,,45.52,,44.6,,50.4,
GQ,1995-01-01T00:00:00,141.8,37.06345909382987,21.8,4.764451699828638,0.0,0.0,365.0,0.0,19.0,22.627416997969522,70.0,0.0,3.122,0.6385687120427996,91.0,0.0,0.0,0.0,,,,,79.042,20.43789543959945,80.85,0.6363961030678917,85.5,2.1213203435596424
GQ,2005-01-01T00:00:00,137.5,21.920310216782973,19.0,4.242640687119285,0.0,,365.0,,10.0,,69.0,,5.515000000000001,1.675843071412118,94.0,,0.0,,,,,,84.6625,7.2497787322556695,81.6,,86.7,
GQ,2010-01-01T00:00:00,140.0,14.142135623730951,14.5,2.1213203435596424,0.0,,365.0,,44.0,,70.0,,2.6799999999999997,0.6929646455628167,92.0,,0.0,,,,,,72.97,6.87455210662241,82.2,,87.4,
GQ,2015-01-01T00:00:00,152.0,,26.0,,0.0,,365.0,,44.0,,70.0,,12.1,,91.0,,0.0,,,,,,115.8,,82.0,,87.4,
GQ,2020-01-01T00:00:00,166.0,28.284271247461902,27.5,6.363961030678928,0.0,,366.0,,63.0,,71.0,,3.715,0.12020815280171303,91.0,,0.0,,,,,,99.745,14.898739879600566,82.4,,87.6,
GR,1995-01-01T00:00:00,,,,,23.5,34.47221103052912,170.0,25.45584412271571,25.75,24.088378940891808,23.5,15.35143858622594,,,95.5,3.872983346207417,2866.0,1206.8871805875917,,,,,,,60.25,5.15525621736366,68.875,4.629164791478764
GR,1996-01-01T00:00:00,45.0,,11.0,,29.333333333333332,39.31072796748151,164.75,23.386249521175188,28.25,18.20942979154848,23.333333333333332,11.239810200058244,3.07,,99.5,2.64575131106459,3301.25,1307.232031176307,,,,,29.78,,59.333333333333336,5.937451754189955,68.15,4.6335731352812335
GR,1997-01-01T00:00:00,40.0,,4.0,,27.5,40.336088060197405,162.5,12.233832869001711,28.5,22.037846234754127,23.0,6.0553007081949835,2.1,,101.75,4.272001872658765,3255.0,1443.243222745217,,,,,20.65,,59.725,4.789832982474442,68.275,4.2397916615481614
GR,1998-01-01T00:00:00,48.2,1.9235384061671343,5.4,4.774934554525329,38.375,31.12159333049276,178.375,27.77428152600377,42.375,19.537052709439788,21.75,10.68710838881527,2.5420000000000003,1.373797656134265,104.25,4.13175853256559,2969.5,1294.9791504113107,,,,,26.625999999999998,8.996214759553045,59.6125,4.1484721800406765,69.225,4.20739145518252
GR,1999-01-01T00:00:00,53.8,13.845576911057192,4.4,3.7815340802378077,34.875,31.620235383600257,180.375,21.626290217497512,37.75,20.66570658292207,20.875,8.609587678861281,1.762,0.7421724866902573,102.0,3.0237157840738194,3278.75,1192.4004301048728,,,,,26.129999999999995,9.844005790327431,60.2125,4.584270466964805,69.8375,4.061645514531555
GR,2007-01-01T00:00:00,34.5,4.949747468305833,3.5,2.1213203435596424,,,,,,,,,3.505,2.0011121907579295,,,,,,,,,19.085,2.5809397513308974,,,,
GR,2008-01-01T00:00:00,30.5,2.1213203435596424,3.5,2.1213203435596424,,,,,,,,,1.615,0.7283199846221438,,,,,,,,,15.075000000000001,3.6981684656056437,,,,
GR,2009-01-01T00:00:00,53.0,7.0710678118654755,5.5,6.363961030678928,,,,,,,,,2.14,1.4566399692442877,,,,,,,,,27.230000000000004,14.09970921685976,,,,
GR,2010-01-01T00:00:00,34.0,4.242640687119285,2.5,2.1213203435596424,,,,,,,,,3.0,1.0182337649086288,,,,,,,,,17.884999999999998,2.962777413171634,,,,
GR,2011-01-01T00:00:00,33.0,8.48528137423857,7.0,7.0710678118654755,,,,,,,,,2.535,1.053589103967956,,,,,,,,,19.22,11.62483548270684,,,,
GR,2012-01-01T00:00:00,37.5,9.192388155425117,5.0,5.656854249492381,,,,,,,,,1.5950000000000002,0.7141778489984131,,,,,,,,,20.439999999999998,13.12390185882232,,,,
GR,2013-01-01T00:00:00,36.5,2.1213203435596424,3.0,4.242640687119285,,,,,,,,,1.8649999999999998,1.6475588001646557,,,,,,,,,16.43,8.117585848021566,,,,
GR,2014-01-01T00:00:00,64.0,,7.0,,,,,,,,,,1.87,,,,,,,,,,29.7,,,,,
GR,2015-01-01T00:00:00,42.0,1.0,6.0,2.0,,,197.0,,64.0,,,,1.8433333333333335,0.7072717535242966,104.0,,,,,,,,22.146666666666665,2.8441929142259905,,,74.3,
GR,2016-01-01T00:00:00,36.666666666666664,14.84362938547488,7.0,3.4641016151377544,0.0,,201.0,,44.0,,33.0,,2.793333333333333,1.4762903960038936,98.0,,,,,,,,23.043333333333333,10.981777330347457,64.9,,73.3,
GR,2017-01-01T00:00:00,42.0,2.6457513110645907,5.333333333333333,3.2145502536643185,,,188.0,,48.0,,,,2.1966666666666668,0.8150051124584023,102.0,,1785.0,,,,,,22.883333333333336,5.883505191068786,,,73.3,
GR,2018-01-01T00:00:00,44.5,3.5355339059327378,6.5,3.5355339059327378,,,,,,,,,2.12,1.0040916292848976,,,,,,,,,22.560000000000002,5.925554826343269,,,,
GR,2019-01-01T00:00:00,51.666666666666664,12.583057392117917,6.333333333333333,4.509249752822894,,,192.0,,70.0,,,,3.2133333333333334,1.5067957171870825,101.0,,,,,,,,28.073333333333334,8.825601018249882,,,74.2,
GY,2015-01-01T00:00:00,123.0,,21.0,,,,,,,,,,2.73,,,,,,,,,,73.57,,,,,
GY,2017-01-01T00:00:00,146.0,,29.0,,,,,,,,,,3.48,,,,,,,,,,93.41,,,,,
GY,2019-01-01T00:00:00,129.0,,25.0,,,,,,,,,,3.48,,,,,,,,,,85.61,,,,,
HO,2013-01-01T00:00:00,37.0,,5.0,,,,,,,,,,15.04,,,,,,,,,,34.56,,,,,
HO,2015-01-01T00:00:00,52.0,18.734993995195193,12.333333333333334,8.082903768654761,,,,,,,,,2.6933333333333334,0.7914754154952214,,,,,,,,,37.01333333333333,22.053449465635374,,,,
HO,2016-01-01T00:00:00,50.0,11.313708498984761,9.5,3.5355339059327378,,,,,,,,,1.975,0.7707463914933369,,,,,,,,,30.22,8.414570696119917,,,,
HO,2017-01-01T00:00:00,61.0,4.242640687119285,9.5,4.949747468305833,,,,,,,,,2.9850000000000003,0.7000357133746817,,,,,,,,,34.010000000000005,1.3293607486307086,,,,
HO,2018-01-01T00:00:00,52.666666666666664,15.88500340992514,9.666666666666666,8.020806277010642,,,,,,,,,3.7433333333333336,2.2232708636901024,,,,,,,,,35.97,23.200405168875818,,,,
HO,2019-01-01T00:00:00,39.666666666666664,6.806859285554045,6.0,2.6457513110645907,,,,,,,,,4.976666666666667,3.909377614574132,,,,,,,,,27.66333333333333,11.70816951249568,,,,
HR,1995-01-01T00:00:00,83.84615384615384,18.586940549061836,12.76923076923077,8.247765820247386,53.5,58.261947662728765,124.5,41.35764192328361,4.75,4.535215741084631,19.75,12.955342878168416,2.8184615384615386,0.9550030205348933,90.33333333333333,5.548682617331683,4211.307692307692,1855.561612406308,,,,,49.70384615384615,18.904688809244096,54.65,6.729514368538314,61.75,6.288156255287323
HR,1996-01-01T00:00:00,86.0,17.165857586111645,11.538461538461538,8.884587634544296,64.61538461538461,55.0356527800214,117.76923076923077,39.843765397181535,4.0,5.0,10.153846153846153,14.999145274793461,2.9130769230769236,0.7708154190572543,90.84615384615384,6.216190605268281,4677.916666666667,2143.5024209895073,,,,,49.22692307692308,17.248011182266485,53.8,6.973162840490676,60.83846153846154,6.642607226777056
HR,1997-01-01T00:00:00,69.38461538461539,17.124730954278093,9.923076923076923,7.0173776970881185,55.76923076923077,59.6715368303206,130.23076923076923,41.10383973579161,2.0,4.06201920231798,20.615384615384617,12.770659481394983,2.4076923076923076,0.7457116717846767,88.07692307692308,6.343783551130172,4481.7692307692305,2054.089950718085,,,,,38.82153846153846,16.20029724323695,55.00769230769231,6.710993659469207,62.53076923076924,6.2743372313183565
HR,1998-01-01T00:00:00,69.15384615384616,17.75221185207707,11.0,7.0710678118654755,55.07692307692308,54.14711678760243,129.76923076923077,36.4626609153205,18.76923076923077,12.696153263579788,16.846153846153847,13.801244834229953,3.1284615384615386,1.5562607223397487,96.23076923076923,5.599908424159662,4136.923076923077,1940.1068467801142,,,,,42.160000000000004,17.395843373250592,55.54615384615385,6.650265080508118,63.176923076923075,6.2279148257601475
