Year,country,Gallons,DP10_mean,DP10_std,DP1X_mean,DP1X_std,DT32_mean,DT32_std,DX70_mean,DX70_std,DX90_mean,DX90_std,EMNT_mean,EMNT_std,EMXP_mean,EMXP_std,EMXT_mean,EMXT_std,HTDD_mean,HTDD_std,MNPN_mean,MNPN_std,MXPN_mean,MXPN_std,PRCP_mean,PRCP_std,TAVG_mean,TAVG_std,TMAX_mean,TMAX_std
2006-01-01,CY,4834347.600000001,29.75,7.365459931328117,4.75,4.924428900898052,0.3333333333333333,0.5773502691896258,232.0,12.489995996796797,76.0,34.655446902326915,33.0,1.0,1.675,0.7400225221797869,103.33333333333331,2.516611478423585,1422.0,221.33232931499185,,,,,16.4525,8.587472949981658,67.16666666666667,0.4041451884327417,77.10000000000001,1.6093476939431108
2007-01-01,CY,4464506.8,35.0,15.427248620541514,4.0,3.366501646120693,0.0,0.0,235.0,16.3707055437449,89.0,25.11971337416094,36.0,2.6457513110645907,2.37,0.8388484169781012,106.0,4.358898943540674,1544.0,208.62646045025065,,,,,19.3875,10.89350379813584,67.96666666666667,0.4932882862316188,78.03333333333335,1.7616280348965112
2008-01-01,CY,3883328.4,24.25,12.338962679253068,2.25,2.5,0.0,0.0,263.0,16.522711641858304,87.66666666666667,30.74627348693388,33.666666666666664,1.5275252316519456,1.8975,0.7902478514154068,102.0,3.605551275463989,1395.0,209.5805334471692,,,,,12.34,8.426304053379512,68.33333333333333,0.7234178138070226,78.63333333333333,2.281081614790078
2009-01-01,CY,3830494.0,46.75,20.35313243704762,5.75,6.946221994724903,1.0,1.7320508075688772,226.0,37.8021163428716,81.33333333333333,36.50114153466071,31.33333333333333,6.658328118479393,2.6875,0.9376344348056624,101.0,5.5677643628300215,1248.6666666666667,223.43306231024388,,,,,27.125,18.029184673744957,66.39999999999999,4.085339643163099,76.39999999999999,4.714870093650513
2010-01-01,CY,3011560.8000000003,27.666666666666668,10.03327796219494,5.333333333333333,3.07679486912382,5.0,7.14142842854285,247.4,49.67192365914572,58.8,43.82579149313792,30.8,5.310367218940701,2.6283333333333334,0.6147330043739857,102.6,7.635443667528429,1986.75,1205.120291367906,,,,,17.701666666666668,7.096067690394918,66.62,4.861789793892782,76.1,5.551126011900647
2011-01-01,CY,2245462.0,45.16666666666666,15.038838607640772,5.166666666666667,2.786873995477131,5.5,10.80277742064512,197.66666666666663,42.41069047618379,48.333333333333336,40.67759416025814,32.166666666666664,7.704976746666188,2.3183333333333334,0.6428815339288154,98.33333333333331,5.046450898073483,1869.8,1298.750437921004,,,,,23.936666666666667,9.531469281630544,64.13333333333334,5.461379557096052,73.26666666666667,6.0954627934773455
2012-01-01,CY,2958726.4,58.16666666666666,11.68617416722285,8.833333333333334,7.359800721939872,4.0,7.3824115301167,230.6,16.861198059449986,73.4,34.092521174005306,31.4,5.224940191045253,2.4633333333333334,0.9566120774204488,101.6,5.412947441089741,1864.2,762.2635371051143,,,,,33.348333333333336,16.44863206065072,67.03999999999999,2.762788446479389,76.32000000000001,3.0400657887618148
2013-01-01,CY,2483216.8000000003,28.5,10.290772565750348,1.3333333333333333,1.0327955589886444,2.0,3.9370039370059056,242.6,20.911719202399404,62.2,40.9658394275035,33.0,5.656854249492381,1.2016666666666669,0.2421913843774519,99.2,2.7748873851023226,1329.6,633.8933664268778,,,,,12.176666666666668,4.077939021940699,67.1,2.4667792767088077,76.78,2.844644090215858
2014-01-01,CY,2271879.2,19.0,,0.0,,,,,,,,,,0.71,,,,,,,,,,8.23,,,,,
2015-01-01,CY,2403965.2,22.0,,2.0,,,,,,,,,,2.01,,,,,,,,,,12.06,,,,,
2016-01-01,CY,1822786.8,22.0,,0.0,,,,,,,,,,0.94,,,,,,,,,,8.96,,,,,
2017-01-01,CY,2615302.8000000003,19.0,,0.0,,,,,,,,,,0.94,,,,,,,,,,8.04,,,,,
2018-01-01,CY,2879474.8000000003,28.0,,1.0,,,,,,,,,,1.63,,,,,,,,,,13.43,,,,,
2019-01-01,CY,2641720.0,47.0,,6.0,,,,,,,,,,2.88,,,,,,,,,,26.09,,,,,
2000-01-01,EZ,13869030.0,49.0,,0.0,,74.0,55.15432893255071,98.0,26.87005768508881,6.0,2.8284271247461903,10.5,3.5355339059327378,0.89,,95.0,1.4142135623730951,5952.5,1636.9521984468574,,,,,15.19,,50.0,5.091168824543144,56.95,4.596194077712559
2001-01-01,EZ,13684109.6,72.0,,2.0,,107.0,50.91168824543142,79.0,28.284271247461906,1.0,1.4142135623730951,7.5,9.192388155425116,1.23,,89.5,2.1213203435596424,6290.0,1784.737515714846,,,,,21.73,,47.45,5.5861435713737215,53.900000000000006,5.37401153701776
2002-01-01,EZ,13076514.0,75.0,,1.0,,86.0,50.91168824543142,96.0,28.284271247461906,3.0,4.242640687119285,7.5,2.1213203435596424,1.71,,91.5,3.5355339059327378,6117.5,1651.0943340705885,,,,,26.04,,48.85,5.444722215136418,55.7,5.2325901807804485
2003-01-01,EZ,13472772.0,44.42857142857143,14.512720200536068,1.2857142857142858,1.889822365046136,111.0,49.49747468305833,107.5,26.16295090390226,8.5,6.363961030678928,8.0,7.071067811865476,1.0328571428571427,0.4010284397942488,96.0,2.8284271247461903,6625.5,1642.60905269635,,,,,15.525714285714283,5.044541132560545,48.650000000000006,5.0204581464244855,56.1,4.666904755831217
2004-01-01,EZ,14265288.0,61.625,18.3298156798464,0.625,1.0606601717798212,98.5,48.79036790187178,85.0,35.35533905932738,0.5,0.7071067811865476,5.0,0.0,1.15125,0.4202868918114998,90.0,0.0,6598.0,1706.9557697843256,,,,,20.995,5.169443186373447,47.85,5.444722215136418,54.55,5.161879502661803
2005-01-01,EZ,11517899.2,67.83333333333333,15.144856112445131,3.1666666666666665,2.6394443859772205,,,94.0,,3.0,,,,1.65,0.6897825744392214,98.0,,,,,,,,25.631666666666664,5.150139480311836,,,56.7,
2006-01-01,EZ,11412230.4,66.28571428571429,14.488090347066516,2.142857142857143,1.6761634196950514,,,,,,,,,1.6357142857142857,0.6985427007434154,,,,,,,,,24.02857142857143,5.930498654052145,,,,
2007-01-01,EZ,21662104.0,69.71428571428571,17.754945655734776,1.2857142857142858,1.3801311186847085,,,,,,,,,1.3642857142857143,0.5708139551802948,,,,,,,,,24.17142857142857,5.308610705170198,,,,
2008-01-01,EZ,22190448.0,64.33333333333333,13.500617269838692,1.3333333333333333,1.0327955589886446,,,,,,,,,1.2516666666666667,0.3539726919787269,,,,,,,,,22.32333333333333,5.685640391958205,,,,
2009-01-01,EZ,15057804.0,71.85714285714286,16.994396835708052,1.7142857142857142,1.4960264830861911,,,,,,,,,1.14,0.324499614791759,,,,,,,,,24.912857142857145,6.375253496360527,,,,
2010-01-01,EZ,14899300.8,84.14285714285714,22.57896197369409,4.714285714285714,2.9277002188456,,,,,,,,,2.4614285714285717,0.7825264334497712,,,,,,,,,37.47428571428571,13.029364089295706,,,,
2011-01-01,EZ,17171180.0,63.0,17.62573875520305,3.0,2.0,,,,,,,,,1.5014285714285711,0.3404618711607596,,,,,,,,,26.345714285714283,8.978267941986097,,,,
2012-01-01,EZ,12416084.0,76.42857142857143,23.41550158091247,1.7142857142857142,0.951189731211342,,,,,,,,,1.4285714285714286,0.4388024829551663,,,,,,,,,29.764285714285712,10.529149787048109,,,,
2013-01-01,EZ,13235017.2,66.71428571428571,13.199927849730663,4.142857142857143,2.5448360411214077,,,,,,,,,1.9542857142857144,0.4479158084155675,,,,,,,,,28.185714285714287,6.302237320039228,,,,
2014-01-01,EZ,14159619.2,61.57142857142857,6.996597812678742,3.2857142857142856,0.9511897312113418,,,,,,,,,1.615714285714286,0.338863647251474,,,,,,,,,25.035714285714285,1.8531761666830016,,,,
2015-01-01,EZ,21635686.8,52.142857142857146,12.91547613561048,1.0,0.816496580927726,,,,,,,,,1.2185714285714284,0.2677952309401452,,,,,,,,,18.94,4.015947376813263,,,,
2016-01-01,EZ,16669253.2,65.28571428571429,9.322272357358043,2.2857142857142856,1.799470821684875,,,,,,,,,1.6442857142857144,0.5908710277451173,,,,,,,,,24.674285714285716,5.477149067239443,,,,
2017-01-01,EZ,17039094.0,76.0,,1.0,,,,,,,,,,1.93,,,,,,,,,,26.45,,,,,
2018-01-01,EZ,18254285.2,48.25,7.88986691902975,1.75,1.2583057392117916,,,,,,,,,2.1725,1.1129053568625382,,,,,,,,,19.91,3.936377353184864,,,,
2019-01-01,EZ,12997262.4,55.0,16.268579122549905,1.5,2.380476142847617,,,,,,,,,1.2575,0.6139150321230672,,,,,,,,,20.9575,4.429141188387053,,,,
2020-01-01,EZ,15929571.6,67.71428571428571,12.175306782093632,3.2857142857142856,2.0586634591635518,,,,,,,,,1.6985714285714286,0.6235764740972987,,,,,,,,,27.127142857142854,4.131419103591865,,,,
2021-01-01,EZ,15638982.4,68.0,,1.0,,,,,,,,,,1.61,,,,,,,,,,22.25,,,,,
2022-01-01,EZ,15480479.2,63.16666666666666,13.151679233720182,3.333333333333333,1.0327955589886444,,,,,,,,,2.1,0.6835202996254025,,,,,,,,,24.68166666666667,4.701346261090184,,,,
2023-01-01,EZ,12601004.4,70.42857142857143,20.156530313665453,1.7142857142857142,1.3801311186847085,,,,,,,,,1.19,0.1992485884517126,,,,,,,,,24.881428571428568,5.6647254378049325,,,,
1995-01-01,FR,1435880488.8,76.71929824561404,22.511706784601863,5.0701754385964914,4.275593731212774,40.74285714285714,29.668108107114996,116.4,35.67434405184505,7.457142857142857,5.002016400135739,19.685714285714287,6.574332569888429,1.9926315789473683,0.8990163797883883,94.45714285714286,4.603980740127199,3813.5882352941176,948.0468316538548,,,,,33.7640350877193,12.222112258941802,54.91428571428571,4.124114368895593,63.05428571428572,4.422824680140568
1996-01-01,FR,1507022008.4,72.73913043478261,14.854498526783509,7.045454545454546,8.369316253162774,44.31578947368421,33.831367154000326,106.52631578947368,34.34525427519893,2.421052631578948,3.436984942806125,15.578947368421051,7.755398044614431,2.1113636363636363,1.279874604923859,90.84210526315788,5.304747956047768,3829.3125,1117.2603229179251,,,,,36.76363636363636,24.342725234892495,53.60526315789474,5.103100765897198,61.45789473684211,5.325130753686677
2000-01-01,FR,1520072105.2,80.23333333333333,26.269378104338525,5.583333333333333,3.646645389789095,27.78787878787879,22.54683677336687,125.3125,31.15312644397096,3.9583333333333335,4.438508151387026,21.0,7.101936355670896,2.2376666666666667,1.1837206018638164,93.1875,3.193452410459931,3811.83870967742,865.1246190298905,,,,,35.28633333333333,9.98720689592044,55.9,3.478505426185217,64.00833333333334,3.525459579718217
2001-01-01,FR,1410387890.8,67.0625,23.25071683482755,2.3125,1.8518009252256755,41.0,24.687378691685083,132.8125,30.58587637020286,7.75,5.247221486971304,16.4375,7.50083328704218,1.446875,0.3665463817854433,95.1875,2.4281337140555737,3627.875,936.2737402419588,,,,,26.08625,7.794597167269134,55.14666666666667,3.3333523808979617,63.39333333333333,3.205010957562432
2005-01-01,FR,1376468206.0,56.6530612244898,17.230727180930977,3.4489795918367347,2.9087599340168127,58.83870967741935,28.27259777498765,134.8421052631579,27.409335868374782,9.473684210526317,6.224349926352944,14.193548387096774,8.051581024199367,1.880816326530612,1.218508030227085,94.92105263157896,2.329384316606501,4152.766666666666,937.4451959460343,,,,,24.239591836734693,7.101384242756149,54.670967741935485,3.292536362582004,62.88947368421053,3.199475419306767
2006-01-01,FR,1377049384.4,61.92,20.08091963365556,4.36,2.855987861785597,51.16666666666666,24.773173896930047,145.66666666666666,29.24360452812036,14.833333333333334,8.98630197514004,20.041666666666668,5.311833930964421,2.40375,1.4351058512694548,97.21739130434784,2.891311777457837,4299.636363636364,952.7873667475689,,,,,29.0625,7.362832778336008,55.9,3.3918351160611357,64.51304347826087,3.4009763768961325
2010-01-01,FR,1172421753.2,72.76923076923077,12.711914103745174,4.538461538461538,3.7545347141903394,58.96774193548387,28.53942754736301,119.89473684210526,24.416199179260243,6.7105263157894735,5.917942916601479,16.35483870967742,7.512426980662436,2.0828846153846152,1.1270286050590808,95.47368421052632,4.310495313015402,4051.714285714286,929.3721041307988,,,,,31.485961538461535,9.075231161019683,53.68064516129032,3.742585501569622,61.48421052631579,3.542142145864253
2011-01-01,FR,1340857820.4,57.26086956521739,13.36623082556236,4.391304347826087,3.2992992428803944,31.19047619047619,22.76975855739153,145.1904761904762,26.84700923309532,6.2,4.12438193136735,21.6,5.344943503221673,2.501818181818182,1.5404255329326448,96.8,3.2863353450309942,3965.4736842105262,909.5245625185509,,,,,27.44363636363636,9.828054375808716,56.625,3.299421799425821,65.41,2.895713710769219
2015-01-01,FR,1262081730.0,53.61818181818182,14.40870481378442,4.072727272727272,2.8922280624084893,33.84375,24.295372418790823,129.91666666666666,30.846509411230684,15.63888888888889,8.032621979964942,23.25,5.814331570602354,2.252545454545454,1.4014942002255997,98.66666666666669,2.3784749015162747,3531.344827586207,934.306667147282,,,,,24.30090909090909,6.592098039748541,56.528125,3.4385137801278374,65.08611111111111,3.224650836272513
2016-01-01,FR,1198469112.4,67.35,18.663995736232508,3.3,4.7250730988497605,32.1578947368421,24.615404295988533,126.47368421052632,23.90808422329297,12.36842105263158,8.434127276960943,23.57894736842105,5.824429294633693,1.7594999999999998,0.9480865772147272,96.52631578947368,2.3420888362654098,3636.1111111111113,935.1518208850237,,,,,29.547000000000004,14.679901082414474,55.96315789473684,3.725767710048461,64.36315789473684,3.516818405307053
2006-01-01,GG,25096340.0,,,,,,,146.0,7.071067811865476,42.5,13.435028842544405,,,,,103.5,0.7071067811865476,,,,,,,,,,,65.1,2.12132034355964
2007-01-01,GG,38965370.0,,,,,,,145.2,16.558985476169727,31.6,19.56527536223296,,,,,97.6,5.224940191045252,,,,,,,,,,,64.32000000000001,4.178755795688473
2009-01-01,GG,27553139.6,,,,,,,149.66666666666666,18.82374387132733,13.666666666666666,9.71253485622231,,,,,97.66666666666669,3.5118845842842448,,,,,,,,,,,64.76666666666667,2.3094010767585007
2010-01-01,GG,27315384.8,,,,,,,147.33333333333334,12.290918056299406,43.5,21.04043725781382,,,,,98.33333333333331,3.1411250638372668,,,,,,,,,,,66.60000000000001,2.2847319317591768
2011-01-01,GG,29270257.6,,,,,,,141.625,15.999441954554012,18.5,10.810048235652925,,,,,101.0,4.27617987059879,,,,,,,,,,,62.025000000000006,2.6772854055660824
2012-01-01,GG,21926276.0,55.0,,4.0,,,,177.5,22.721921447925883,24.25,13.729530217745982,,,3.54,,96.375,3.067688753070344,,,,,,,25.92,,,,64.95,2.4442352002795698
2013-01-01,GG,26337948.4,58.0,,1.0,,,,151.71428571428572,22.29883618573165,7.142857142857143,5.367450401216932,,,1.14,,94.0,3.2659863237109046,,,,,,,20.52,,,,64.38571428571429,3.2261579685587702
2014-01-01,GG,24303824.0,,,,,,,150.71428571428572,25.772816982978316,29.714285714285715,13.199927849730669,,,,,100.57142857142856,5.126959555693249,,,,,,,,,,,65.52857142857142,3.243308128909064
2015-01-01,GG,31594971.2,,,,,,,150.0,17.25439902501057,34.375,14.312207576551064,,,,,100.0,4.780914437337574,,,,,,,,,,,65.9375,3.3750925913224936
2016-01-01,GG,23352804.8,,,,,,,151.5,19.94993734326,25.0,13.255726525328054,,,,,95.875,3.181980515339466,,,,,,,,,,,64.475,3.191842280385601
2017-01-01,GG,26470034.4,106.0,,20.0,,,,164.4,18.63598669241852,46.6,11.414902540100814,,,3.23,,102.4,1.673320053068153,,,,,,,71.17,,,,67.67999999999999,2.3941595602632644
2018-01-01,GG,49928508.0,94.0,,12.0,,,,180.0,15.811388300841893,30.4,5.594640292279745,,,4.06,,102.8,3.563705936241092,,,,,,,53.75,,,,69.14,2.5783715791173307
2019-01-01,GG,54604352.4,,,,,,,179.75,18.997806890972093,32.0,15.59914527573012,,,,,100.0,1.1547005383792497,,,,,,,,,,,68.7,2.431734634645266
2020-01-01,GG,56110132.8,61.5,27.577164466275352,7.0,9.899494936611664,,,182.0,25.45584412271571,26.0,7.071067811865476,,,2.265,1.803122292025696,101.5,4.949747468305833,,,,,,,34.715,28.58832716337212,,,68.6,4.384062043356591
2022-01-01,GG,50773858.4,43.0,,2.0,,,,159.0,6.633249580710803,43.25,13.225606476327153,,,1.15,,99.75,2.9860788111948198,,,,,,,15.86,,,,66.25,1.905255888325764
2023-01-01,GG,49268078.0,,,,,,,173.66666666666666,8.32666399786453,32.666666666666664,13.868429375143146,,,,,99.66666666666669,1.1547005383792526,,,,,,,,,,,67.46666666666665,2.103172207246312
1995-01-01,GM,224810372.0,96.01851851851852,25.551642668267345,5.555555555555555,6.586626435341704,99.9622641509434,42.49749416329923,73.79245283018868,25.55940177054081,3.811320754716981,3.351558786443114,6.90566037735849,5.897405397367545,1.9064814814814812,0.6971374283383562,91.05660377358492,7.069476899208811,6222.538461538462,1705.2995994786072,,,,,39.446296296296296,17.72368805015568,47.72641509433962,4.939174290358362,54.86792452830189,5.675852141542801
2000-01-01,GM,260262254.4,96.96428571428572,26.535029530938765,3.928571428571429,4.972130119182111,73.0377358490566,46.58943519402347,80.11320754716981,31.96552251877644,1.6037735849056605,1.6093431847222337,6.981132075471698,7.902021567143765,1.568909090909091,0.8126173367747799,89.50943396226415,7.135023695474194,6075.62962962963,1715.7687896342206,,,,,36.620909090909095,16.268943519243134,49.15471698113207,4.926832577354646,56.37735849056604,5.731043719865786
2001-01-01,GM,234875325.2,116.0,,3.0,,151.0,,23.0,,0.0,,0.0,,1.56,,78.0,,8518.0,,,,,,41.46,,40.9,,46.0,
2002-01-01,GM,261134022.0,98.0,,4.0,,139.0,,25.0,,0.0,,5.0,,2.67,,78.0,,8205.0,,,,,,41.57,,42.4,,47.9,
2003-01-01,GM,216383285.2,69.0,,2.0,,149.0,,46.0,,0.0,,2.0,,1.5,,88.0,,8638.0,,,,,,24.69,,42.0,,48.2,
2004-01-01,GM,264356920.4,112.0,,6.0,,145.0,,22.0,,0.0,,4.0,,2.94,,78.0,,8776.0,,,,,,43.56,,40.9,,46.5,
2005-01-01,GM,241796631.6,85.84210526315789,23.861796628625108,3.2857142857142856,4.258528494100391,105.1851851851852,37.76944660879837,74.12962962962963,28.675179127137906,2.4444444444444446,2.859388156394794,3.8333333333333335,7.218294368125041,1.6024999999999998,0.758005157094474,89.5,6.4479044423838365,6607.830188679245,1610.6736972680458,,,,,32.94982142857143,14.613257802553688,47.2074074074074,4.940011910911156,54.7462962962963,5.890277020841226
2006-01-01,GM,235535755.2,88.0,,5.0,,134.0,,39.0,,0.0,,-2.0,,1.99,,86.0,,8941.0,,,,,,36.78,,42.7,,48.5,
2007-01-01,GM,271066889.2,118.0,,5.0,,137.0,,27.0,,0.0,,8.0,,3.06,,85.0,,7057.0,,,,,,48.73,,43.2,,48.9,
2008-01-01,GM,263934245.2,109.0,,2.0,,143.0,,29.0,,0.0,,8.0,,1.44,,78.0,,8466.0,,,,,,38.19,,42.5,,47.8,
2009-01-01,GM,243777921.6,112.0,,3.0,,137.0,,18.0,,0.0,,-4.0,,1.58,,78.0,,8628.0,,,,,,43.68,,41.7,,47.1,
2010-01-01,GM,182437183.2,115.0,,8.0,,155.0,,28.0,,0.0,,0.0,,2.13,,83.0,,8943.0,,,,,,51.28,,39.3,,44.6,
2011-01-01,GM,241241870.4,93.0,,5.0,,130.0,,21.0,,0.0,,1.0,,2.15,,80.0,,8660.0,,,,,,38.7,,42.9,,48.7,
2012-01-01,GM,238071806.4,114.0,,5.0,,137.0,,29.0,,0.0,,-6.0,,1.61,,88.0,,8318.0,,,,,,42.93,,41.7,,47.5,
2013-01-01,GM,222142234.8,99.0,,11.0,,142.0,,25.0,,0.0,,4.0,,2.46,,86.0,,9045.0,,,,,,47.26,,41.0,,46.2,
2014-01-01,GM,243091074.4,87.0,,3.0,,108.0,,27.0,,0.0,,5.0,,1.26,,81.0,,7707.0,,,,,,33.09,,44.5,,49.7,
2015-01-01,GM,232973286.8,76.11320754716981,20.65714662826113,2.830188679245283,3.036545665571349,87.98076923076923,38.03790183313571,81.90384615384616,26.64528035711392,12.923076923076923,7.555925226812565,16.615384615384617,5.506338045625227,1.620188679245283,0.6832515320313757,96.82692307692308,7.519181103322023,6051.78431372549,1573.7699363468028,,,,,28.569615384615386,12.57151167248885,49.50588235294118,4.439387875133504,57.63725490196079,5.472365513534846
2016-01-01,GM,238098223.6,108.0,,5.0,,140.0,,37.0,,0.0,,8.0,,2.07,,79.0,,7729.0,,,,,,43.91,,43.0,,48.2,
2017-01-01,GM,197125146.4,108.0,,4.0,,138.0,,35.0,,0.0,,2.0,,1.6,,82.0,,8019.0,,,,,,43.81,,42.9,,48.5,
2018-01-01,GM,271251809.6,69.0,,3.0,,135.0,,60.0,,0.0,,-2.0,,1.63,,85.0,,7979.0,,,,,,26.85,,44.4,,50.3,
2019-01-01,GM,217096549.6,,,,,,,,,,,,,,,,,7466.0,,,,,,,,,,,
2020-01-01,GM,222036566.0,75.55102040816327,18.84151137834776,3.5510204081632653,4.291761606505519,80.74509803921569,42.24871270808374,99.29411764705884,35.072664066276495,6.0,4.363484845854286,18.19607843137255,4.322127290319605,1.6667346938775511,0.7025085638715908,92.98039215686276,7.137198879331948,5652.56,1527.5864270950096,,,,,30.26530612244898,12.803380592321576,50.09803921568628,4.479709374326796,58.549019607843135,5.598941776765306
2021-01-01,GM,223172505.6,110.0,,3.0,,147.0,,25.0,,0.0,,-1.0,,1.24,,81.0,,8142.0,,,,,,39.32,,41.9,,47.4,
2022-01-01,GM,236169768.0,91.0,,4.0,,127.0,,43.0,,0.0,,11.0,,2.37,,88.0,,7923.0,,,,,,32.58,,44.2,,50.1,
2023-01-01,GM,227082251.2,117.0,,4.0,,117.0,,50.0,,0.0,,13.0,,1.92,,84.0,,7762.0,,,,,,45.52,,44.6,,50.4,
1995-01-01,GR,101468465.2,,,,,23.5,34.47221103052912,170.0,25.45584412271571,25.75,24.088378940891808,23.5,15.35143858622594,,,95.5,3.872983346207417,2866.0,1206.8871805875915,,,,,,,60.25,5.15525621736366,68.875,4.629164791478764
1996-01-01,GR,108548274.8,45.0,,11.0,,29.33333333333333,39.31072796748151,164.75,23.386249521175188,28.25,18.20942979154848,23.33333333333333,11.239810200058244,3.07,,99.5,2.64575131106459,3301.25,1307.232031176307,,,,,29.78,,59.333333333333336,5.937451754189955,68.15,4.6335731352812335
1997-01-01,GR,105325376.4,40.0,,4.0,,27.5,40.336088060197405,162.5,12.233832869001713,28.5,22.037846234754127,23.0,6.055300708194984,2.1,,101.75,4.272001872658765,3255.0,1443.243222745217,,,,,20.65,,59.725,4.789832982474442,68.275,4.2397916615481614
1998-01-01,GR,101072207.2,48.2,1.9235384061671343,5.4,4.774934554525329,38.375,31.12159333049276,178.375,27.77428152600377,42.375,19.537052709439788,21.75,10.68710838881527,2.5420000000000003,1.373797656134265,104.25,4.13175853256559,2969.5,1294.979150411311,,,,,26.626,8.996214759553045,59.6125,4.1484721800406765,69.225,4.20739145518252
1999-01-01,GR,97215296.0,53.8,13.845576911057192,4.4,3.781534080237808,34.875,31.620235383600257,180.375,21.626290217497512,37.75,20.66570658292207,20.875,8.609587678861281,1.762,0.7421724866902573,102.0,3.02371578407382,3278.75,1192.4004301048728,,,,,26.129999999999995,9.844005790327431,60.2125,4.584270466964805,69.8375,4.061645514531555
2007-01-01,GR,92750789.2,34.5,4.949747468305833,3.5,2.1213203435596424,,,,,,,,,3.505,2.001112190757929,,,,,,,,,19.085,2.5809397513308974,,,,
2008-01-01,GR,102208146.8,30.5,2.1213203435596424,3.5,2.1213203435596424,,,,,,,,,1.615,0.7283199846221438,,,,,,,,,15.075,3.698168465605644,,,,
2009-01-01,GR,88920295.2,53.0,7.071067811865476,5.5,6.363961030678928,,,,,,,,,2.14,1.4566399692442875,,,,,,,,,27.230000000000004,14.09970921685976,,,,
2010-01-01,GR,77930740.0,34.0,4.242640687119285,2.5,2.1213203435596424,,,,,,,,,3.0,1.0182337649086288,,,,,,,,,17.884999999999998,2.962777413171634,,,,
2011-01-01,GR,72647300.0,33.0,8.48528137423857,7.0,7.071067811865476,,,,,,,,,2.535,1.053589103967956,,,,,,,,,19.22,11.62483548270684,,,,
2012-01-01,GR,82289578.0,37.5,9.192388155425116,5.0,5.656854249492381,,,,,,,,,1.5950000000000002,0.7141778489984131,,,,,,,,,20.44,13.12390185882232,,,,
2013-01-01,GR,88312699.60000001,36.5,2.1213203435596424,3.0,4.242640687119285,,,,,,,,,1.865,1.6475588001646555,,,,,,,,,16.43,8.117585848021566,,,,
2014-01-01,GR,73968160.0,64.0,,7.0,,,,,,,,,,1.87,,,,,,,,,,29.7,,,,,
2015-01-01,GR,66069417.2,42.0,1.0,6.0,2.0,,,197.0,,64.0,,,,1.8433333333333333,0.7072717535242966,104.0,,,,,,,,22.146666666666665,2.8441929142259905,,,74.3,
2016-01-01,GR,65778828.0,36.66666666666666,14.84362938547488,7.0,3.4641016151377544,0.0,,201.0,,44.0,,33.0,,2.793333333333333,1.4762903960038936,98.0,,,,,,,,23.043333333333333,10.981777330347455,64.9,,73.3,
2017-01-01,GR,67363860.0,42.0,2.6457513110645907,5.333333333333333,3.2145502536643185,,,188.0,,48.0,,,,2.1966666666666668,0.8150051124584023,102.0,,1785.0,,,,,,22.883333333333336,5.883505191068786,,,73.3,
2018-01-01,GR,59042442.0,44.5,3.5355339059327378,6.5,3.5355339059327378,,,,,,,,,2.12,1.0040916292848976,,,,,,,,,22.56,5.925554826343269,,,,
2019-01-01,GR,63057856.4,51.66666666666666,12.583057392117915,6.333333333333333,4.509249752822894,,,192.0,,70.0,,,,3.2133333333333334,1.5067957171870825,101.0,,,,,,,,28.07333333333333,8.825601018249882,,,74.2,
1995-01-01,HU,86886170.8,64.5,10.014988766843429,2.1666666666666665,1.940790217067952,92.0,16.015617378046965,132.0,9.924716620639604,7.0,4.301162633521313,6.8,7.362064927722384,1.5416666666666667,0.439609675356067,93.2,2.588435821108958,5136.4,247.84934940402823,,,,,24.055000000000003,4.415978940167176,51.64,0.9710818709048172,60.56,0.9016651263079888
1996-01-01,HU,110635233.6,55.8,5.974947698515862,2.8,2.04939015319192,103.6,12.759310326189269,125.2,10.80277742064512,4.4,1.949358868961793,-0.4,7.503332592921628,1.512,0.2768934813244977,93.0,1.999999999999999,5960.6,278.02841581392346,,,,,24.244,3.2839275266059085,49.92,1.2255610959882814,57.96,0.8961026726887946
1997-01-01,HU,118137718.4,50.0,6.670832032063167,1.8,1.4832396974191326,102.0,19.7484176581315,127.33333333333331,3.0767948691238187,1.1666666666666667,1.3291601358251257,6.6,2.9664793948382653,1.58,0.6257395624379204,90.5,2.8106938645110384,5652.8,301.46923557802705,,,,,18.408,3.678711731027589,51.08,1.25578660607605,59.76666666666667,0.5428320796219276
1998-01-01,HU,114492144.8,59.8,4.868264577855233,3.6,0.8944271909999159,92.0,20.346989949375807,119.2,6.3796551630946325,12.4,6.18869937870632,7.4,4.505552130427524,1.736,0.2825420322713065,95.6,2.4083189157584584,5005.2,321.4478184713656,,,,,25.884,2.4034308810531684,51.94,1.213672113875899,60.58,0.6300793600809327
1999-01-01,HU,88207030.8,65.2,11.278297743897348,3.6,2.073644135332772,92.4,18.63598669241852,139.4,7.5365774725667105,3.2,2.7748873851023217,7.4,4.277849927241487,2.108,0.7114211129844263,93.0,1.2247448713915887,5602.4,355.8051433017798,,,,,29.402,3.3204472590300225,51.96,1.0237187113655797,59.92,0.6610597552415372
2000-01-01,HU,113567542.8,44.0,13.674794331177344,1.2,0.8366600265340756,76.2,18.07484439767048,153.16666666666666,12.480651692386363,19.0,5.0990195135927845,9.6,3.2093613071762426,1.15,0.3143246729100342,99.0,0.6324555320336748,5102.0,255.90037123849584,,,,,16.106,5.057022839576661,54.1,1.181101181101771,63.583333333333336,1.2089940722214765
