date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2010-01-01,GHCND:AM000037682,,,,,,,,,,55.5
2012-01-01,GHCND:AM000037682,,,,,,,,,,52.3
2013-01-01,GHCND:AM000037682,,,,,,,,,,51.9
2014-01-01,GHCND:AM000037682,,,,,,,,,,53.3
