date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
1995-01-01,GHCND:AG000060390,,,,,,,,,,81.3
1996-01-01,GHCND:AG000060390,,,,,,,,,,84.8
1997-01-01,GHCND:AG000060390,,,,,,,,,,89.4
1998-01-01,GHCND:AG000060390,,,,,,,,,,85.3
