date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2006-01-01,GHCND:AEM00041218,,,,,,,,,,97.2
2007-01-01,GHCND:MUM00041242,,,,,,,,,,91.0
2008-01-01,GHCND:AEM00041218,,,,,,,,,,90.6
2009-01-01,GHCND:AEM00041218,,,,,,,,,,91.5
