date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2000-01-01,GHCND:AM000037781,,,,,,,,,,53.3
2001-01-01,GHCND:AM000037781,,,,,,,,,,55.0
2002-01-01,GHCND:AM000037781,,,,,,,,,,52.9
2003-01-01,GHCND:AM000037781,,,,,,,,,,52.3
2004-01-01,GHCND:AM000037781,,,,,,,,,,53.8
