date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2020-01-01,GHCND:AM000037682,,,,,,,,,,53.6
2022-01-01,GHCND:AM000037682,,,,,,,,,,54.0
2023-01-01,GHCND:AM000037618,,,,,,,,,,54.8
