date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2015-01-01,GHCND:AM000037682,,,,,,,,,,53.5
2016-01-01,GHCND:AM000037682,,,,,,,,,,52.3
2017-01-01,GHCND:AM000037682,,,,,,,,,,53.4
2018-01-01,GHCND:AM000037682,,,,,,,,,,55.1
2019-01-01,GHCND:AM000037682,,,,,,,,,,54.5
