date,station,date,DP10,DP1X,DT32,DX70,DX90,PRCP,RHAV,TAVG,TMAX
2015-01-01,GHCND:AJ000037661,,,,,,,,,,62.6
2016-01-01,GHCND:AJ000037575,,,,,,,,,,68.7
2017-01-01,GHCND:AJ000037575,,,,,,,,,,62.7
2018-01-01,GHCND:AJ000037675,,,,,,,,,,64.0
2019-01-01,GHCND:AJ000037575,,,,,,,,,,63.8
