Year,country,Gallons
2017,IZ,0.0
2018,IZ,0.0
2019,IZ,0.0
2020,IZ,0.0
2021,IZ,0.0
2022,IZ,0.0
1995,EI,0.0
1996,EI,0.0
1997,EI,0.0
1998,EI,0.0
1999,EI,0.0
2000,EI,0.0
2001,EI,0.0
2002,EI,0.0
2003,EI,0.0
2004,EI,0.0
2005,EI,0.0
2006,EI,0.0
2007,EI,0.0
2008,EI,0.0
2009,EI,0.0
2010,EI,0.0
2011,EI,0.0
2012,EI,0.0
2013,EI,0.0
2014,EI,0.0
2015,EI,0.0
2016,EI,0.0
2017,EI,0.0
2018,EI,0.0
2019,EI,0.0
2020,EI,0.0
2021,EI,0.0
2022,EI,0.0
1995,IS,3222898.4
1996,IS,2377548.0
1997,IS,2377548.0
1998,IS,2377548.0
1999,IS,2113376.0
2000,IS,1981290.0
2001,IS,1320860.0
2002,IS,1505780.4000000001
2003,IS,6181624.8
2004,IS,6340128.0
2005,IS,6340128.0
2006,IS,6181624.8
2007,IS,5758949.600000001
2008,IS,6023121.600000001
2009,IS,6075956.0
2010,IS,6472214.0
2011,IS,6842054.8
2012,IS,7396816.0
2013,IS,7925160.0
2014,IS,8453504.0
2015,IS,9008265.200000001
2016,IS,9536609.200000001
2017,IS,10064953.200000001
2018,IS,10619714.4
2019,IS,11148058.4
2020,IS,13102931.200000001
2021,IS,10170622.0
2022,IS,11359396.0
1995,IT,1471490874.4
1996,IT,1552591678.4
1997,IT,1344476976.8
1998,IT,1431495233.6000001
1999,IT,1491356608.8
2000,IT,1363655864.0
2001,IT,1317293678.0
2002,IT,1122915920.4
2003,IT,1104423880.4
2004,IT,1319142882.0
2005,IT,1335812135.2
2006,IT,1374645419.2
2007,IT,1214689273.2
2008,IT,1240815884.0
2009,IT,1249903400.8
2010,IT,1281894630.0
2011,IT,1129916478.4
2012,IT,1205046995.2
2013,IT,1427294898.8
2014,IT,1168406338.8
2015,IT,1320754331.2
2016,IT,1345163824.0
2017,IT,1122731000.0
2018,IT,1447213467.6000001
2019,IT,1255688767.6000001
2020,IT,1296186335.2
2021,IT,1326988790.4
2022,IT,1316712499.6000001
2023,IT,1011541005.2
1995,JM,0.0
1996,JM,0.0
1997,JM,0.0
1998,JM,0.0
1999,JM,0.0
2000,JM,0.0
2001,JM,0.0
2002,JM,0.0
2003,JM,0.0
2004,JM,0.0
2005,JM,0.0
2006,JM,0.0
2007,JM,0.0
2008,JM,0.0
2009,JM,0.0
2010,JM,0.0
2011,JM,0.0
2012,JM,0.0
2013,JM,0.0
2014,JM,0.0
2015,JM,0.0
2016,JM,0.0
2017,JM,0.0
2018,JM,0.0
2019,JM,0.0
2020,JM,0.0
2021,JM,0.0
2022,JM,0.0
1995,JA,17224014.400000002
1996,JA,17831610.0
1997,JA,24673664.8
1998,JA,30617534.8
1999,JA,26496451.6
2000,JA,25730352.8
2001,JA,29191006.0
2002,JA,29323092.0
2003,JA,24779333.6
2004,JA,24779333.6
2005,JA,25228426.0
2006,JA,23775480.0
2007,JA,16642836.0
2008,JA,17435352.0
2009,JA,19284556.0
2010,JA,19812900.0
2011,JA,20869588.0
2012,JA,21133760.0
2013,JA,21133760.0
2014,JA,22454620.0
2015,JA,20050654.8
2016,JA,21292263.2
2017,JA,20763919.2
2018,JA,21080925.6
2019,JA,22745209.2
2020,JA,21265846.0
2021,JA,13076514.0
2022,JA,19786482.8
2023,JA,19601562.400000002
1995,JO,0.0
1996,JO,0.0
1997,JO,0.0
1998,JO,0.0
1999,JO,0.0
2000,JO,0.0
2001,JO,0.0
2002,JO,0.0
2003,JO,0.0
2004,JO,0.0
2005,JO,0.0
2006,JO,0.0
2007,JO,0.0
2008,JO,0.0
2009,JO,0.0
2010,JO,0.0
2011,JO,0.0
2012,JO,0.0
2013,JO,0.0
2014,JO,0.0
2015,JO,0.0
2016,JO,0.0
2017,JO,0.0
2018,JO,0.0
2019,JO,0.0
2020,JO,0.0
2021,JO,0.0
2022,JO,0.0
1995,KZ,3222898.4
1996,KZ,3011560.8000000003
1997,KZ,2932309.2
1998,KZ,4464506.8
1999,KZ,5996704.4
2000,KZ,7211895.600000001
2001,KZ,3407818.8000000003
2002,KZ,6234459.2
2003,KZ,5732532.4
2004,KZ,4781513.2
2005,KZ,6525048.4
2006,KZ,5177771.2
2007,KZ,2958726.4
2008,KZ,3513487.6
2009,KZ,4543758.4
2010,KZ,4543758.4
2011,KZ,4173917.6
2012,KZ,4094666.0
2013,KZ,5521194.8
2014,KZ,5811784.0
2015,KZ,6392962.4
2016,KZ,7898742.8
2017,KZ,8638424.4
2018,KZ,13235017.200000001
2019,KZ,11755654.0
2020,KZ,11570733.6
2021,KZ,6155207.600000001
2022,KZ,6155207.600000001
1995,KE,0.0
1996,KE,0.0
1997,KE,0.0
1998,KE,0.0
1999,KE,0.0
2000,KE,0.0
2001,KE,0.0
2002,KE,0.0
2003,KE,0.0
2004,KE,0.0
2005,KE,0.0
2006,KE,0.0
2007,KE,0.0
2008,KE,0.0
2009,KE,0.0
2010,KE,0.0
2011,KE,0.0
2012,KE,0.0
2013,KE,0.0
2014,KE,0.0
2015,KE,0.0
2016,KE,0.0
2017,KE,0.0
2018,KE,0.0
2019,KE,0.0
2020,KE,0.0
2021,KE,0.0
2022,KE,0.0
1995,KR,0.0
1996,KR,0.0
1997,KR,0.0
1998,KR,0.0
1999,KR,0.0
2000,KR,0.0
2001,KR,0.0
2002,KR,0.0
2003,KR,0.0
2004,KR,0.0
2005,KR,0.0
2006,KR,0.0
2007,KR,0.0
2008,KR,0.0
2009,KR,0.0
2010,KR,0.0
2011,KR,0.0
2012,KR,0.0
2013,KR,0.0
2014,KR,0.0
2015,KR,0.0
2016,KR,0.0
2017,KR,0.0
2018,KR,0.0
2019,KR,0.0
2020,KR,0.0
2021,KR,0.0
2022,KR,0.0
1995,KN,0.0
1996,KN,0.0
1997,KN,0.0
1998,KN,0.0
1999,KN,0.0
2000,KN,0.0
2001,KN,0.0
2002,KN,0.0
2003,KN,0.0
2004,KN,0.0
2005,KN,0.0
2006,KN,0.0
2007,KN,0.0
2008,KN,0.0
2009,KN,0.0
2010,KN,0.0
2011,KN,0.0
2012,KN,0.0
2013,KN,0.0
2014,KN,0.0
2015,KN,0.0
2016,KN,0.0
2017,KN,0.0
2018,KN,0.0
2019,KN,0.0
2020,KN,0.0
2021,KN,0.0
2022,KN,0.0
1995,KS,0.0
1996,KS,0.0
1997,KS,0.0
1998,KS,0.0
1999,KS,0.0
2000,KS,0.0
2001,KS,0.0
2002,KS,0.0
2003,KS,0.0
2004,KS,0.0
2005,KS,0.0
2006,KS,0.0
2007,KS,0.0
2008,KS,0.0
2009,KS,0.0
2010,KS,0.0
2011,KS,0.0
2012,KS,0.0
2013,KS,0.0
2014,KS,0.0
2015,KS,0.0
2016,KS,0.0
2017,KS,0.0
2018,KS,0.0
2019,KS,0.0
2020,KS,0.0
2021,KS,0.0
2022,KS,0.0
1995,KU,0.0
1996,KU,0.0
1997,KU,0.0
1998,KU,0.0
1999,KU,0.0
2000,KU,0.0
2001,KU,0.0
2002,KU,0.0
2003,KU,0.0
2004,KU,0.0
2005,KU,0.0
2006,KU,0.0
2007,KU,0.0
2008,KU,0.0
2009,KU,0.0
2010,KU,0.0
2011,KU,0.0
2012,KU,0.0
2013,KU,0.0
2014,KU,0.0
2015,KU,0.0
2016,KU,0.0
2017,KU,0.0
2018,KU,0.0
2019,KU,0.0
2020,KU,0.0
2021,KU,0.0
2022,KU,0.0
1995,KG,686847.2000000001
1996,KG,607595.6
1997,KG,554761.2000000001
1998,KG,528344.0
1999,KG,554761.2000000001
2000,KG,581178.4
2001,KG,1056688.0
2002,KG,1162356.8
2003,KG,475509.60000000003
2004,KG,449092.4
2005,KG,317006.4
2006,KG,475509.60000000003
2007,KG,290589.2
2008,KG,343423.60000000003
2009,KG,369840.8
2010,KG,422675.2
2011,KG,369840.8
2012,KG,343423.60000000003
2013,KG,475509.60000000003
2014,KG,449092.4
2015,KG,686847.2000000001
2016,KG,634012.8
2017,KG,739681.6
2018,KG,1479363.2
2019,KG,1003853.6
2020,KG,369840.8
2021,KG,369840.8
2022,KG,369840.8
1995,LG,1241608.4000000001
1996,LG,924602.0
1997,LG,396258.0
1998,LG,264172.0
1999,LG,0.0
2000,LG,0.0
2001,LG,0.0
2002,LG,0.0
2003,LG,0.0
2004,LG,0.0
2005,LG,1981290.0
2006,LG,1400111.6
2007,LG,686847.2000000001
2008,LG,660430.0
2009,LG,475509.60000000003
2010,LG,660430.0
2011,LG,581178.4
2012,LG,581178.4
2013,LG,581178.4
2014,LG,634012.8
2015,LG,554761.2000000001
2016,LG,660430.0
2017,LG,845350.4
2018,LG,713264.4
2019,LG,528344.0
2020,LG,528344.0
2021,LG,528344.0
2022,LG,528344.0
1995,LE,7925160.0
1996,LE,4173917.6
1997,LE,6551465.600000001
1998,LE,4913599.2
1999,LE,4755096.0
2000,LE,4490924.0
2001,LE,4226752.0
2002,LE,3962580.0
2003,LE,3962580.0
2004,LE,3962580.0
2005,LE,3962580.0
2006,LE,3434236.0
2007,LE,2905892.0
2008,LE,2377548.0
2009,LE,1849204.0
2010,LE,1717118.0
2011,LE,2113376.0
2012,LE,2377548.0
2013,LE,2509634.0
2014,LE,2403965.2
2015,LE,2879474.8000000003
2016,LE,2641720.0
2017,LE,2641720.0
2018,LE,2641720.0
2019,LE,2641720.0
2020,LE,2641720.0
2021,LE,2641720.0
2022,LE,2641720.0
1995,LT,0.0
1996,LT,0.0
1997,LT,0.0
1998,LT,0.0
1999,LT,0.0
2000,LT,0.0
2001,LT,0.0
2002,LT,0.0
2003,LT,0.0
2004,LT,0.0
2005,LT,0.0
2006,LT,0.0
2007,LT,0.0
2008,LT,0.0
2009,LT,0.0
2010,LT,0.0
2011,LT,0.0
2012,LT,0.0
2013,LT,0.0
2014,LT,0.0
2015,LT,0.0
2016,LT,0.0
2017,LT,0.0
2018,LT,0.0
2019,LT,0.0
2020,LT,0.0
2021,LT,0.0
2022,LT,0.0
1995,LI,0.0
1996,LI,0.0
1997,LI,0.0
1998,LI,0.0
1999,LI,0.0
2000,LI,0.0
2001,LI,0.0
2002,LI,0.0
2003,LI,0.0
2004,LI,0.0
2005,LI,0.0
2006,LI,0.0
2007,LI,0.0
2008,LI,0.0
2009,LI,0.0
2010,LI,0.0
2011,LI,0.0
2012,LI,0.0
2013,LI,0.0
2014,LI,0.0
2015,LI,0.0
2016,LI,0.0
2017,LI,0.0
2018,LI,0.0
2019,LI,0.0
2020,LI,0.0
2021,LI,0.0
2022,LI,0.0
1995,LY,0.0
1996,LY,0.0
1997,LY,0.0
1998,LY,0.0
1999,LY,0.0
2000,LY,0.0
2001,LY,0.0
2002,LY,0.0
2003,LY,0.0
2004,LY,0.0
2005,LY,0.0
2006,LY,0.0
2007,LY,0.0
2008,LY,0.0
2009,LY,0.0
2010,LY,0.0
2011,LY,0.0
2012,LY,0.0
2013,LY,0.0
2014,LY,0.0
2015,LY,0.0
2016,LY,0.0
2017,LY,0.0
2018,LY,0.0
2019,LY,0.0
2020,LY,0.0
2021,LY,0.0
2022,LY,0.0
1995,LS,0.0
1996,LS,0.0
1997,LS,0.0
1998,LS,0.0
1999,LS,0.0
2000,LS,0.0
2001,LS,0.0
2002,LS,0.0
2003,LS,0.0
2004,LS,0.0
2005,LS,0.0
2006,LS,0.0
2007,LS,0.0
2008,LS,0.0
2009,LS,0.0
2010,LS,0.0
2011,LS,0.0
2012,LS,0.0
2013,LS,0.0
2014,LS,0.0
2015,LS,0.0
2016,LS,0.0
2017,LS,0.0
2018,LS,0.0
2019,LS,0.0
2020,LS,0.0
2021,LS,0.0
2022,LS,0.0
1995,LH,290589.2
1996,LH,792516.0
1997,LH,581178.4
1998,LH,1188774.0
1999,LH,1717118.0
2000,LH,1056688.0
2001,LH,1135939.6
2002,LH,1241608.4000000001
2003,LH,951019.2000000001
2004,LH,1373694.4000000001
2005,LH,2060541.6
2006,LH,1902038.4000000001
2007,LH,2351130.8000000003
2008,LH,2192627.6
2009,LH,1426528.8
2010,LH,1902038.4000000001
2011,LH,1611449.2
2012,LH,1717118.0
2013,LH,1505780.4000000001
2014,LH,1585032.0
2015,LH,1162356.8
2016,LH,1268025.6
2017,LH,1083105.2
2018,LH,1241608.4000000001
2019,LH,1083105.2
2020,LH,845350.4
2021,LH,845350.4
2022,LH,845350.4
1995,LU,3962580.0
1996,LU,3381401.6
1997,LU,1981290.0
1998,LU,4226752.0
1999,LU,4860764.8
2000,LU,3487070.4
2001,LU,3566322.0
2002,LU,4068248.8000000003
2003,LU,3249315.6
2004,LU,4121083.2
2005,LU,3566322.0
2006,LU,3275732.8000000003
2007,LU,3751242.4
2008,LU,3434236.0
2009,LU,3566322.0
2010,LU,2905892.0
2011,LU,3487070.4
2012,LU,2245462.0
2013,LU,2668137.2
2014,LU,3302150.0
2015,LU,2932309.2
2016,LU,2192627.6
2017,LU,2139793.2
2018,LU,3592739.2
2019,LU,2007707.2
2020,LU,2562468.4
2021,LU,2641720.0
2022,LU,2324713.6
2023,LU,2139793.2
1995,MA,2324713.6
1996,MA,2324713.6
1997,MA,2351130.8000000003
1998,MA,2377548.0
1999,MA,2403965.2
2000,MA,2351130.8000000003
2001,MA,2351130.8000000003
2002,MA,2351130.8000000003
2003,MA,1690700.8
2004,MA,1690700.8
2005,MA,1717118.0
2006,MA,1769952.4000000001
2007,MA,1954872.8
2008,MA,1981290.0
2009,MA,2192627.6
2010,MA,2192627.6
2011,MA,2166210.4
2012,MA,2219044.8000000003
2013,MA,2219044.8000000003
2014,MA,1981290.0
2015,MA,2034124.4000000001
2016,MA,2060541.6
2017,MA,2060541.6
2018,MA,2060541.6
2019,MA,2060541.6
2020,MA,2060541.6
2021,MA,2060541.6
2022,MA,2060541.6
1995,MI,0.0
1996,MI,0.0
1997,MI,0.0
1998,MI,0.0
1999,MI,0.0
2000,MI,0.0
2001,MI,0.0
2002,MI,0.0
2003,MI,0.0
2004,MI,0.0
2005,MI,0.0
2006,MI,0.0
2007,MI,0.0
2008,MI,0.0
2009,MI,0.0
2010,MI,0.0
2011,MI,0.0
2012,MI,0.0
2013,MI,0.0
2014,MI,0.0
2015,MI,0.0
2016,MI,0.0
2017,MI,0.0
2018,MI,0.0
2019,MI,0.0
2020,MI,0.0
2021,MI,0.0
2022,MI,0.0
1995,MY,0.0
1996,MY,0.0
1997,MY,0.0
1998,MY,0.0
1999,MY,0.0
2000,MY,0.0
2001,MY,0.0
2002,MY,0.0
2003,MY,0.0
2004,MY,0.0
2005,MY,0.0
2006,MY,0.0
2007,MY,0.0
2008,MY,0.0
2009,MY,0.0
2010,MY,0.0
2011,MY,0.0
2012,MY,0.0
2013,MY,0.0
2014,MY,0.0
2015,MY,0.0
2016,MY,0.0
2017,MY,0.0
2018,MY,0.0
2019,MY,0.0
2020,MY,0.0
2021,MY,0.0
2022,MY,0.0
1995,MV,0.0
1996,MV,0.0
1997,MV,0.0
1998,MV,0.0
1999,MV,0.0
2000,MV,0.0
2001,MV,0.0
2002,MV,0.0
2003,MV,0.0
2004,MV,0.0
2005,MV,0.0
2006,MV,0.0
2007,MV,0.0
2008,MV,0.0
2009,MV,0.0
2010,MV,0.0
2011,MV,0.0
2012,MV,0.0
2013,MV,0.0
2014,MV,0.0
2015,MV,0.0
2016,MV,0.0
2017,MV,0.0
2018,MV,0.0
2019,MV,0.0
2020,MV,0.0
2021,MV,0.0
2022,MV,0.0
1995,ML,0.0
1996,ML,0.0
1997,ML,0.0
1998,ML,0.0
1999,ML,0.0
2000,ML,0.0
2001,ML,0.0
2002,ML,0.0
2003,ML,0.0
2004,ML,0.0
2005,ML,0.0
2006,ML,0.0
2007,ML,0.0
2008,ML,0.0
2009,ML,0.0
2010,ML,0.0
2011,ML,0.0
2012,ML,0.0
2013,ML,0.0
2014,ML,0.0
2015,ML,0.0
2016,ML,0.0
2017,ML,0.0
2018,ML,0.0
2019,ML,0.0
2020,ML,0.0
2021,ML,0.0
2022,ML,0.0
1995,MT,845350.4
1996,MT,845350.4
1997,MT,845350.4
1998,MT,554761.2000000001
1999,MT,924602.0
2000,MT,1320860.0
2001,MT,1769952.4000000001
2002,MT,1637866.4000000001
2003,MT,2641720.0
2004,MT,1849204.0
2005,MT,1585032.0
2006,MT,1717118.0
2007,MT,1268025.6
2008,MT,845350.4
2009,MT,977436.4
2010,MT,396258.0
2011,MT,396258.0
2012,MT,581178.4
2013,MT,554761.2000000001
2014,MT,554761.2000000001
2015,MT,528344.0
2016,MT,396258.0
2017,MT,396258.0
2018,MT,449092.4
2019,MT,343423.60000000003
2020,MT,317006.4
2021,MT,290589.2
2022,MT,343423.60000000003
2023,MT,317006.4
1995,RM,0.0
1996,RM,0.0
1997,RM,0.0
1998,RM,0.0
1999,RM,0.0
2000,RM,0.0
2001,RM,0.0
2002,RM,0.0
2003,RM,0.0
2004,RM,0.0
2005,RM,0.0
2006,RM,0.0
2007,RM,0.0
2008,RM,0.0
2009,RM,0.0
2010,RM,0.0
2011,RM,0.0
2012,RM,0.0
2013,RM,0.0
2014,RM,0.0
2015,RM,0.0
2016,RM,0.0
2017,RM,0.0
2018,RM,0.0
2019,RM,0.0
2020,RM,0.0
2021,RM,0.0
2022,RM,0.0
1995,MB,0.0
1996,MB,0.0
1997,MB,0.0
1998,MB,0.0
1999,MB,0.0
2000,MB,0.0
2001,MB,0.0
2002,MB,0.0
2003,MB,0.0
2004,MB,0.0
2005,MB,0.0
2006,MB,0.0
2007,MB,0.0
2008,MB,0.0
2009,MB,0.0
2010,MB,0.0
2011,MB,0.0
2012,MB,0.0
2013,MB,0.0
2014,MB,0.0
2015,MB,0.0
2016,MB,0.0
2017,MB,0.0
2018,MB,0.0
2019,MB,0.0
2020,MB,0.0
2021,MB,0.0
2022,MB,0.0
1995,MR,0.0
1996,MR,0.0
1997,MR,0.0
1998,MR,0.0
1999,MR,0.0
2000,MR,0.0
2001,MR,0.0
2002,MR,0.0
2003,MR,0.0
2004,MR,0.0
2005,MR,0.0
2006,MR,0.0
2007,MR,0.0
2008,MR,0.0
2009,MR,0.0
2010,MR,0.0
2011,MR,0.0
2012,MR,0.0
2013,MR,0.0
2014,MR,0.0
2015,MR,0.0
2016,MR,0.0
2017,MR,0.0
2018,MR,0.0
2019,MR,0.0
2020,MR,0.0
2021,MR,0.0
2022,MR,0.0
1995,MP,0.0
1996,MP,0.0
1997,MP,0.0
1998,MP,0.0
1999,MP,0.0
2000,MP,0.0
2001,MP,0.0
2002,MP,0.0
2003,MP,0.0
2004,MP,0.0
2005,MP,0.0
2006,MP,0.0
2007,MP,0.0
2008,MP,0.0
2009,MP,0.0
2010,MP,0.0
2011,MP,0.0
2012,MP,0.0
2013,MP,0.0
2014,MP,0.0
2015,MP,0.0
2016,MP,0.0
2017,MP,0.0
2018,MP,0.0
2019,MP,0.0
2020,MP,0.0
2021,MP,0.0
2022,MP,0.0
1995,MX,38727615.2
1996,MX,35187710.4
1997,MX,40259812.800000004
1998,MX,35953809.2
1999,MX,38120019.6
2000,MX,27500305.2
2001,MX,37274669.2
2002,MX,26734206.400000002
2003,MX,28953251.2
2004,MX,19284556.0
2005,MX,10963138.0
2006,MX,15004969.6
2007,MX,16642836.0
2008,MX,14714380.4
2009,MX,9325271.6
2010,MX,9140351.200000001
2011,MX,10170622.0
2012,MX,10408376.8
2013,MX,11042389.6
2014,MX,10487628.4
2015,MX,11227310.0
2016,MX,10672548.8
2017,MX,10223456.4
2018,MX,10725383.200000001
2019,MX,10725383.200000001
2020,MX,10514045.6
2021,MX,10461211.200000001
2022,MX,10672548.8
2023,MX,10593297.200000001
1995,FM,0.0
1996,FM,0.0
1997,FM,0.0
1998,FM,0.0
1999,FM,0.0
2000,FM,0.0
2001,FM,0.0
2002,FM,0.0
2003,FM,0.0
2004,FM,0.0
2005,FM,0.0
2006,FM,0.0
2007,FM,0.0
2008,FM,0.0
2009,FM,0.0
2010,FM,0.0
2011,FM,0.0
2012,FM,0.0
2013,FM,0.0
2014,FM,0.0
2015,FM,0.0
2016,FM,0.0
2017,FM,0.0
2018,FM,0.0
2019,FM,0.0
2020,FM,0.0
2021,FM,0.0
2022,FM,0.0
1995,MD,78300580.8
1996,MD,60521805.2
1997,MD,82500915.60000001
1998,MD,39916389.2
1999,MD,35187710.4
2000,MD,29375926.400000002
2001,MD,42373188.800000004
2002,MD,59465117.2
2003,MD,84931298.0
2004,MD,79938447.2
2005,MD,66571344.0
2006,MD,51196533.6
2007,MD,39889972.0
2008,MD,45173412.0
2009,MD,42003348.0
2010,MD,22190448.0
2011,MD,40154144.0
2012,MD,38833284.0
2013,MD,67892204.0
2014,MD,43060036.0
2015,MD,41210832.0
2016,MD,39493714.0
2017,MD,47577377.2
2018,MD,50192680.0
2019,MD,38569112.0
2020,MD,24303824.0
2021,MD,37776596.0
2022,MD,36984080.0
2023,MD,46969781.6
1995,MN,0.0
1996,MN,0.0
1997,MN,0.0
1998,MN,0.0
1999,MN,0.0
2000,MN,0.0
2001,MN,0.0
2002,MN,0.0
2003,MN,0.0
2004,MN,0.0
2005,MN,0.0
2006,MN,0.0
2007,MN,0.0
2008,MN,0.0
2009,MN,0.0
2010,MN,0.0
2011,MN,0.0
2012,MN,0.0
2013,MN,0.0
2014,MN,0.0
2015,MN,0.0
2016,MN,0.0
2017,MN,0.0
2018,MN,0.0
2019,MN,0.0
2020,MN,0.0
2021,MN,0.0
2022,MN,0.0
1995,MG,0.0
1996,MG,0.0
1997,MG,0.0
1998,MG,0.0
1999,MG,0.0
2000,MG,0.0
2001,MG,0.0
2002,MG,0.0
2003,MG,0.0
2004,MG,0.0
2005,MG,0.0
2006,MG,0.0
2007,MG,0.0
2008,MG,0.0
2009,MG,0.0
2010,MG,0.0
2011,MG,0.0
2012,MG,0.0
2013,MG,0.0
2014,MG,0.0
2015,MG,0.0
2016,MG,0.0
2017,MG,0.0
2018,MG,0.0
2019,MG,0.0
2020,MG,0.0
2021,MG,0.0
2022,MG,0.0
2006,MJ,4385255.2
2007,MJ,3434236.0
2008,MJ,4490924.0
2009,MJ,4517341.2
2010,MJ,4755096.0
2011,MJ,3117229.6
2012,MJ,4596592.8
2013,MJ,4226752.0
2014,MJ,2562468.4
2015,MJ,2985143.6
2016,MJ,2668137.2
2017,MJ,2905892.0
2018,MJ,2324713.6
2019,MJ,2694554.4
2020,MJ,1849204.0
2021,MJ,1849204.0
2022,MJ,1849204.0
1995,MW,0.0
1996,MW,0.0
1997,MW,0.0
1998,MW,0.0
1999,MW,0.0
2000,MW,0.0
2001,MW,0.0
2002,MW,0.0
2003,MW,0.0
2004,MW,0.0
2005,MW,0.0
2006,MW,0.0
2007,MW,0.0
2008,MW,0.0
2009,MW,0.0
2010,MW,0.0
2011,MW,0.0
2012,MW,0.0
2013,MW,0.0
2014,MW,0.0
2015,MW,0.0
2016,MW,0.0
2017,MW,0.0
2018,MW,0.0
2019,MW,0.0
2020,MW,0.0
2021,MW,0.0
2022,MW,0.0
1995,MO,4570175.600000001
1996,MO,7502484.8
1997,MO,9932867.200000001
1998,MO,7872325.600000001
1999,MO,13023679.6
2000,MO,7898742.8
2001,MO,7555319.2
2002,MO,9034682.4
2003,MO,9061099.6
2004,MO,8612007.200000001
2005,MO,9906450.0
2006,MO,11068806.8
2007,MO,9774364.0
2008,MO,9246020.0
2009,MO,7793074.0
2010,MO,8902596.4
2011,MO,8981848.0
2012,MO,9113934.0
2013,MO,9774364.0
2014,MO,8638424.4
2015,MO,10197039.200000001
2016,MO,8585590.0
2017,MO,9087516.8
2018,MO,10778217.6
2019,MO,12521752.8
2020,MO,10804634.8
2021,MO,10804634.8
2022,MO,10804634.8
1995,MZ,0.0
1996,MZ,0.0
1997,MZ,0.0
1998,MZ,0.0
1999,MZ,0.0
2000,MZ,0.0
2001,MZ,0.0
2002,MZ,0.0
2003,MZ,0.0
2004,MZ,0.0
2005,MZ,0.0
2006,MZ,0.0
2007,MZ,0.0
2008,MZ,0.0
2009,MZ,0.0
2010,MZ,0.0
2011,MZ,0.0
2012,MZ,0.0
2013,MZ,0.0
2014,MZ,0.0
2015,MZ,0.0
2016,MZ,0.0
2017,MZ,0.0
2018,MZ,0.0
2019,MZ,0.0
2020,MZ,0.0
2021,MZ,0.0
2022,MZ,0.0
1995,BM,0.0
1996,BM,0.0
1997,BM,0.0
1998,BM,0.0
1999,BM,0.0
2000,BM,0.0
2001,BM,0.0
2002,BM,0.0
2003,BM,0.0
2004,BM,0.0
2005,BM,0.0
2006,BM,0.0
2007,BM,0.0
2008,BM,0.0
2009,BM,0.0
2010,BM,0.0
2011,BM,0.0
2012,BM,0.0
2013,BM,0.0
2014,BM,0.0
2015,BM,0.0
2016,BM,0.0
2017,BM,0.0
2018,BM,0.0
2019,BM,0.0
2020,BM,0.0
2021,BM,0.0
2022,BM,0.0
1995,WA,0.0
1996,WA,0.0
1997,WA,0.0
1998,WA,0.0
1999,WA,0.0
2000,WA,0.0
2001,WA,0.0
2002,WA,0.0
2003,WA,0.0
2004,WA,0.0
2005,WA,0.0
2006,WA,0.0
2007,WA,0.0
2008,WA,0.0
2009,WA,0.0
2010,WA,0.0
2011,WA,0.0
2012,WA,0.0
2013,WA,0.0
2014,WA,0.0
2015,WA,0.0
2016,WA,0.0
2017,WA,0.0
2018,WA,0.0
2019,WA,0.0
2020,WA,0.0
2021,WA,0.0
2022,WA,0.0
1995,NR,0.0
1996,NR,0.0
1997,NR,0.0
1998,NR,0.0
1999,NR,0.0
2000,NR,0.0
2001,NR,0.0
2002,NR,0.0
2003,NR,0.0
2004,NR,0.0
2005,NR,0.0
2006,NR,0.0
2007,NR,0.0
2008,NR,0.0
2009,NR,0.0
2010,NR,0.0
2011,NR,0.0
2012,NR,0.0
2013,NR,0.0
2014,NR,0.0
2015,NR,0.0
2016,NR,0.0
2017,NR,0.0
2018,NR,0.0
2019,NR,0.0
2020,NR,0.0
2021,NR,0.0
2022,NR,0.0
1995,NP,0.0
1996,NP,0.0
1997,NP,0.0
1998,NP,0.0
1999,NP,0.0
2000,NP,0.0
2001,NP,0.0
2002,NP,0.0
2003,NP,0.0
2004,NP,0.0
2005,NP,0.0
2006,NP,0.0
2007,NP,0.0
2008,NP,0.0
2009,NP,0.0
2010,NP,0.0
2011,NP,0.0
2012,NP,0.0
2013,NP,0.0
2014,NP,0.0
2015,NP,0.0
2016,NP,0.0
2017,NP,0.0
2018,NP,0.0
2019,NP,0.0
2020,NP,0.0
2021,NP,0.0
2022,NP,0.0
2010,NL,26417.2
2011,NL,26417.2
2012,NL,26417.2
2013,NL,211337.6
2014,NL,184920.4
2015,NL,211337.6
2016,NL,211337.6
2017,NL,158503.2
2018,NL,158503.2
2019,NL,211337.6
2020,NL,211337.6
2021,NL,211337.6
2022,NL,264172.0
2023,NL,343423.60000000003
1995,NT,0.0
1996,NT,0.0
1997,NT,0.0
1998,NT,0.0
1999,NT,0.0
2000,NT,0.0
2001,NT,0.0
2002,NT,0.0
2003,NT,0.0
2004,NT,0.0
2005,NT,0.0
2006,NT,0.0
2007,NT,0.0
2008,NT,0.0
2009,NT,0.0
2010,NT,0.0
2011,NT,0.0
2012,NT,0.0
2013,NT,0.0
2014,NT,0.0
2015,NT,0.0
2016,NT,0.0
2017,NT,0.0
2018,NT,0.0
2019,NT,0.0
2020,NT,0.0
2021,NT,0.0
2022,NT,0.0
1995,NC,0.0
1996,NC,0.0
1997,NC,0.0
1998,NC,0.0
1999,NC,0.0
2000,NC,0.0
2001,NC,0.0
2002,NC,0.0
2003,NC,0.0
2004,NC,0.0
2005,NC,0.0
2006,NC,0.0
2007,NC,0.0
2008,NC,0.0
2009,NC,0.0
2010,NC,0.0
2011,NC,0.0
