Year,country,Gallons
1997,CF,0.0
1998,CF,0.0
1999,CF,0.0
2000,CF,0.0
2001,CF,0.0
2002,CF,0.0
2003,CF,0.0
2004,CF,0.0
2005,CF,0.0
2006,CF,0.0
2007,CF,0.0
2008,CF,0.0
2009,CF,0.0
2010,CF,0.0
2011,CF,0.0
2012,CF,0.0
2013,CF,0.0
2014,CF,0.0
2015,CF,0.0
2016,CF,0.0
2017,CF,0.0
2018,CF,0.0
2019,CF,0.0
2020,CF,0.0
2021,CF,0.0
2022,CF,0.0
1995,CG,0.0
1996,CG,0.0
1997,CG,0.0
1998,CG,0.0
1999,CG,0.0
2000,CG,0.0
2001,CG,0.0
2002,CG,0.0
2003,CG,0.0
2004,CG,0.0
2005,CG,0.0
2006,CG,0.0
2007,CG,0.0
2008,CG,0.0
2009,CG,0.0
2010,CG,0.0
2011,CG,0.0
2012,CG,0.0
2013,CG,0.0
2014,CG,0.0
2015,CG,0.0
2016,CG,0.0
2017,CG,0.0
2018,CG,0.0
2019,CG,0.0
2020,CG,0.0
2021,CG,0.0
2022,CG,0.0
1995,CW,0.0
1996,CW,0.0
1997,CW,0.0
1998,CW,0.0
1999,CW,0.0
2000,CW,0.0
2001,CW,0.0
2002,CW,0.0
2003,CW,0.0
2004,CW,0.0
2005,CW,0.0
2006,CW,0.0
2007,CW,0.0
2008,CW,0.0
2009,CW,0.0
2010,CW,0.0
2011,CW,0.0
2012,CW,0.0
2013,CW,0.0
2014,CW,0.0
2015,CW,0.0
2016,CW,0.0
2017,CW,0.0
2018,CW,0.0
2019,CW,0.0
2020,CW,0.0
2021,CW,0.0
2022,CW,0.0
1995,CS,0.0
1996,CS,0.0
1997,CS,0.0
1998,CS,0.0
1999,CS,0.0
2000,CS,0.0
2001,CS,0.0
2002,CS,0.0
2003,CS,0.0
2004,CS,0.0
2005,CS,0.0
2006,CS,0.0
2007,CS,0.0
2008,CS,0.0
2009,CS,0.0
2010,CS,0.0
2011,CS,0.0
2012,CS,0.0
2013,CS,0.0
2014,CS,0.0
2015,CS,0.0
2016,CS,0.0
2017,CS,0.0
2018,CS,0.0
2019,CS,0.0
2020,CS,0.0
2021,CS,0.0
2022,CS,0.0
1995,IV,0.0
1996,IV,0.0
1997,IV,0.0
1998,IV,0.0
1999,IV,0.0
2000,IV,0.0
2001,IV,0.0
2002,IV,0.0
2003,IV,0.0
2004,IV,0.0
2005,IV,0.0
2006,IV,0.0
2007,IV,0.0
2008,IV,0.0
2009,IV,0.0
2010,IV,0.0
2011,IV,0.0
2012,IV,0.0
2013,IV,0.0
2014,IV,0.0
2015,IV,0.0
2016,IV,0.0
2017,IV,0.0
2018,IV,0.0
2019,IV,0.0
2020,IV,0.0
2021,IV,0.0
2022,IV,0.0
1995,HR,47154702.0
1996,HR,51724877.6
1997,HR,59702872.0
1998,HR,60151964.4
1999,HR,55317616.800000004
2000,HR,49954925.2
2001,HR,51539957.2
2002,HR,55344034.0
2003,HR,46705609.6
2004,HR,31806308.8
2005,HR,32968665.6
2006,HR,32678076.400000002
2007,HR,36059478.0
2008,HR,33708347.2
2009,HR,37618092.800000004
2010,HR,37855847.6
2011,HR,37221834.800000004
2012,HR,34157439.6
2013,HR,32968665.6
2014,HR,22243282.400000002
2015,HR,26205862.400000002
2016,HR,20077072.0
2017,HR,19178887.2
2018,HR,25149174.400000002
2019,HR,18597708.8
2020,HR,21133760.0
2021,HR,20209158.0
2022,HR,19178887.2
2023,HR,11253727.200000001
1995,CU,0.0
1996,CU,0.0
1997,CU,0.0
1998,CU,0.0
1999,CU,3909745.6
2000,CU,4121083.2
2001,CU,3724825.2
2002,CU,2853057.6
2003,CU,2905892.0
2004,CU,2615302.8000000003
2005,CU,2509634.0
2006,CU,2483216.8000000003
2007,CU,2694554.4
2008,CU,2800223.2
2009,CU,2747388.8000000003
2010,CU,2853057.6
2011,CU,3011560.8000000003
2012,CU,3275732.8000000003
2013,CU,3064395.2
2014,CU,3302150.0
2015,CU,3037978.0
2016,CU,3090812.4
2017,CU,3170064.0
2018,CU,3011560.8000000003
2019,CU,2800223.2
2020,CU,3804076.8000000003
2021,CU,3460653.2
2022,CU,3460653.2
1995,CY,14661546.0
1996,CY,14767214.8
1997,CY,14106784.8
1998,CY,18756212.0
1999,CY,14661546.0
2000,CY,15057804.0
2001,CY,13287851.6
2002,CY,6340128.0
2003,CY,10170622.0
2004,CY,10672548.8
2005,CY,5204188.4
2006,CY,4834347.600000001
2007,CY,4464506.8
2008,CY,3883328.4
2009,CY,3830494.0
2010,CY,3011560.8000000003
2011,CY,2245462.0
2012,CY,2958726.4
2013,CY,2483216.8000000003
2014,CY,2271879.2
2015,CY,2403965.2
2016,CY,1822786.8
2017,CY,2615302.8000000003
2018,CY,2879474.8000000003
2019,CY,2641720.0
2020,CY,2351130.8000000003
2021,CY,1796369.6
2022,CY,2853057.6
2023,CY,2562468.4
1995,EZ,12125494.8
1996,EZ,13631275.200000001
1997,EZ,10698966.0
1998,EZ,14793632.0
1999,EZ,14872883.6
2000,EZ,13869030.0
2001,EZ,13684109.6
2002,EZ,13076514.0
2003,EZ,13472772.0
2004,EZ,14265288.0
2005,EZ,11517899.200000001
2006,EZ,11412230.4
2007,EZ,21662104.0
2008,EZ,22190448.0
2009,EZ,15057804.0
2010,EZ,14899300.8
2011,EZ,17171180.0
2012,EZ,12416084.0
2013,EZ,13235017.200000001
2014,EZ,14159619.200000001
2015,EZ,21635686.8
2016,EZ,16669253.200000001
2017,EZ,17039094.0
2018,EZ,18254285.2
2019,EZ,12997262.4
2020,EZ,15929571.6
2021,EZ,15638982.4
2022,EZ,15480479.200000001
2023,EZ,12601004.4
2010,DA,0.0
2011,DA,0.0
2012,DA,0.0
2013,DA,0.0
2014,DA,0.0
2015,DA,290589.2
2016,DA,26417.2
2017,DA,26417.2
2018,DA,26417.2
2019,DA,26417.2
2020,DA,26417.2
2021,DA,26417.2
2022,DA,26417.2
1995,DJ,0.0
1996,DJ,0.0
1997,DJ,0.0
1998,DJ,0.0
1999,DJ,0.0
2000,DJ,0.0
2001,DJ,0.0
2002,DJ,0.0
2003,DJ,0.0
2004,DJ,0.0
2005,DJ,0.0
2006,DJ,0.0
2007,DJ,0.0
2008,DJ,0.0
2009,DJ,0.0
2010,DJ,0.0
2011,DJ,0.0
2012,DJ,0.0
2013,DJ,0.0
2014,DJ,0.0
2015,DJ,0.0
2016,DJ,0.0
2017,DJ,0.0
2018,DJ,0.0
2019,DJ,0.0
2020,DJ,0.0
2021,DJ,0.0
2022,DJ,0.0
1995,DO,0.0
1996,DO,0.0
1997,DO,0.0
1998,DO,0.0
1999,DO,0.0
2000,DO,0.0
2001,DO,0.0
2002,DO,0.0
2003,DO,0.0
2004,DO,0.0
2005,DO,0.0
2006,DO,0.0
2007,DO,0.0
2008,DO,0.0
2009,DO,0.0
2010,DO,0.0
2011,DO,0.0
2012,DO,0.0
2013,DO,0.0
2014,DO,0.0
2015,DO,0.0
2016,DO,0.0
2017,DO,0.0
2018,DO,0.0
2019,DO,0.0
2020,DO,0.0
2021,DO,0.0
2022,DO,0.0
1995,DR,0.0
1996,DR,0.0
1997,DR,0.0
1998,DR,0.0
1999,DR,0.0
2000,DR,0.0
2001,DR,0.0
2002,DR,0.0
2003,DR,0.0
2004,DR,0.0
2005,DR,0.0
2006,DR,0.0
2007,DR,0.0
2008,DR,0.0
2009,DR,0.0
2010,DR,0.0
2011,DR,0.0
2012,DR,0.0
2013,DR,0.0
2014,DR,0.0
2015,DR,0.0
2016,DR,0.0
2017,DR,0.0
2018,DR,0.0
2019,DR,0.0
2020,DR,0.0
2021,DR,0.0
2022,DR,0.0
1995,EC,0.0
1996,EC,0.0
1997,EC,0.0
1998,EC,0.0
1999,EC,0.0
2000,EC,0.0
2001,EC,0.0
2002,EC,0.0
2003,EC,0.0
2004,EC,0.0
2005,EC,0.0
2006,EC,0.0
2007,EC,0.0
2008,EC,0.0
2009,EC,0.0
2010,EC,0.0
2011,EC,0.0
2012,EC,0.0
2013,EC,0.0
2014,EC,0.0
2015,EC,0.0
2016,EC,0.0
2017,EC,0.0
2018,EC,0.0
2019,EC,0.0
2020,EC,0.0
2021,EC,0.0
2022,EC,0.0
1995,EG,686847.2000000001
1996,EG,686847.2000000001
1997,EG,713264.4
1998,EG,713264.4
1999,EG,713264.4
2000,EG,792516.0
2001,EG,1109522.4000000001
2002,EG,1056688.0
2003,EG,1479363.2
2004,EG,1796369.6
2005,EG,1690700.8
2006,EG,1796369.6
2007,EG,2773806.0
2008,EG,3777659.6
2009,EG,3117229.6
2010,EG,1162356.8
2011,EG,1135939.6
2012,EG,1188774.0
2013,EG,1188774.0
2014,EG,1320860.0
2015,EG,1558614.8
2016,EG,1532197.6
2017,EG,1585032.0
2018,EG,1505780.4000000001
2019,EG,1426528.8
2020,EG,1400111.6
2021,EG,1400111.6
2022,EG,1400111.6
1995,ES,0.0
1996,ES,0.0
1997,ES,0.0
1998,ES,0.0
1999,ES,0.0
2000,ES,0.0
2001,ES,0.0
2002,ES,0.0
2003,ES,0.0
2004,ES,0.0
2005,ES,0.0
2006,ES,0.0
2007,ES,0.0
2008,ES,0.0
2009,ES,0.0
2010,ES,0.0
2011,ES,0.0
2012,ES,0.0
2013,ES,0.0
2014,ES,0.0
2015,ES,0.0
2016,ES,0.0
2017,ES,0.0
2018,ES,0.0
2019,ES,0.0
2020,ES,0.0
2021,ES,0.0
2022,ES,0.0
1995,EK,0.0
1996,EK,0.0
1997,EK,0.0
1998,EK,0.0
1999,EK,0.0
2000,EK,0.0
2001,EK,0.0
2002,EK,0.0
2003,EK,0.0
2004,EK,0.0
2005,EK,0.0
2006,EK,0.0
2007,EK,0.0
2008,EK,0.0
2009,EK,0.0
2010,EK,0.0
2011,EK,0.0
2012,EK,0.0
2013,EK,0.0
2014,EK,0.0
2015,EK,0.0
2016,EK,0.0
2017,EK,0.0
2018,EK,0.0
2019,EK,0.0
2020,EK,0.0
2021,EK,0.0
2022,EK,0.0
1995,ER,0.0
1996,ER,0.0
1997,ER,0.0
1998,ER,0.0
1999,ER,0.0
2000,ER,0.0
2001,ER,0.0
2002,ER,0.0
2003,ER,0.0
2004,ER,0.0
2005,ER,0.0
2006,ER,0.0
2007,ER,0.0
2008,ER,0.0
2009,ER,0.0
2010,ER,0.0
2011,ER,0.0
2012,ER,0.0
2013,ER,0.0
2014,ER,0.0
2015,ER,0.0
2016,ER,0.0
2017,ER,0.0
2018,ER,0.0
2019,ER,0.0
2020,ER,0.0
2021,ER,0.0
2022,ER,0.0
1995,EN,369840.8
1996,EN,581178.4
1997,EN,581178.4
1998,EN,818933.2000000001
1999,EN,634012.8
2000,EN,871767.6
2001,EN,792516.0
2002,EN,528344.0
2003,EN,528344.0
2004,EN,528344.0
2005,EN,528344.0
2006,EN,264172.0
2007,EN,264172.0
2008,EN,264172.0
2009,EN,264172.0
2010,EN,739681.6
2011,EN,1690700.8
2012,EN,2536051.2
2013,EN,2826640.4
2014,EN,2932309.2
2015,EN,3037978.0
2016,EN,2905892.0
2017,EN,2905892.0
2018,EN,2905892.0
2019,EN,2905892.0
2020,EN,2905892.0
2021,EN,2905892.0
2022,EN,2905892.0
1995,WZ,0.0
1996,WZ,0.0
1997,WZ,0.0
1998,WZ,0.0
1999,WZ,0.0
2000,WZ,0.0
2001,WZ,0.0
2002,WZ,0.0
2003,WZ,0.0
2004,WZ,0.0
2005,WZ,0.0
2006,WZ,0.0
2007,WZ,0.0
2008,WZ,0.0
2009,WZ,0.0
2010,WZ,0.0
2011,WZ,0.0
2012,WZ,0.0
2013,WZ,0.0
2014,WZ,0.0
2015,WZ,0.0
2016,WZ,0.0
2017,WZ,0.0
2018,WZ,0.0
2019,WZ,0.0
2020,WZ,0.0
2021,WZ,0.0
2022,WZ,0.0
1995,ET,264172.0
1996,ET,264172.0
1997,ET,264172.0
1998,ET,396258.0
1999,ET,475509.60000000003
2000,ET,607595.6
2001,ET,660430.0
2002,ET,686847.2000000001
2003,ET,686847.2000000001
2004,ET,739681.6
2005,ET,845350.4
2006,ET,686847.2000000001
2007,ET,792516.0
2008,ET,369840.8
2009,ET,422675.2
2010,ET,237754.80000000002
2011,ET,237754.80000000002
2012,ET,237754.80000000002
2013,ET,237754.80000000002
2014,ET,237754.80000000002
2015,ET,211337.6
2016,ET,211337.6
2017,ET,211337.6
2018,ET,211337.6
2019,ET,211337.6
2020,ET,211337.6
2021,ET,211337.6
2022,ET,211337.6
1995,FO,0.0
1996,FO,0.0
1997,FO,0.0
1998,FO,0.0
1999,FO,0.0
2000,FO,0.0
2001,FO,0.0
2002,FO,0.0
2003,FO,0.0
2004,FO,0.0
2005,FO,0.0
2006,FO,0.0
2007,FO,0.0
2008,FO,0.0
2009,FO,0.0
2010,FO,0.0
2011,FO,0.0
2012,FO,0.0
2013,FO,0.0
2014,FO,0.0
2015,FO,0.0
2016,FO,0.0
2017,FO,0.0
2018,FO,0.0
2019,FO,0.0
2020,FO,0.0
2021,FO,0.0
2022,FO,0.0
1995,FJ,0.0
1996,FJ,0.0
1997,FJ,0.0
1998,FJ,0.0
1999,FJ,0.0
2000,FJ,0.0
2001,FJ,0.0
2002,FJ,0.0
2003,FJ,0.0
2004,FJ,0.0
2005,FJ,0.0
2006,FJ,0.0
2007,FJ,0.0
2008,FJ,0.0
2009,FJ,0.0
2010,FJ,0.0
2011,FJ,0.0
2012,FJ,0.0
2013,FJ,0.0
2014,FJ,0.0
2015,FJ,0.0
2016,FJ,0.0
2017,FJ,0.0
2018,FJ,0.0
2019,FJ,0.0
2020,FJ,0.0
2021,FJ,0.0
2022,FJ,0.0
1995,FI,0.0
1996,FI,0.0
1997,FI,0.0
1998,FI,0.0
1999,FI,0.0
2000,FI,0.0
2001,FI,0.0
2002,FI,0.0
2003,FI,0.0
2004,FI,0.0
2005,FI,0.0
2006,FI,0.0
2007,FI,0.0
2008,FI,0.0
2009,FI,0.0
2010,FI,0.0
2011,FI,0.0
2012,FI,0.0
2013,FI,0.0
2014,FI,0.0
2015,FI,0.0
2016,FI,0.0
2017,FI,0.0
2018,FI,0.0
2019,FI,0.0
2020,FI,0.0
2021,FI,0.0
2022,FI,0.0
1995,FR,1435880488.8
1996,FR,1507022008.4
1997,FR,1414931649.2
1998,FR,1391420341.2
1999,FR,1599165202.0
2000,FR,1520072105.2
2001,FR,1410387890.8
2002,FR,1330185271.6000001
2003,FR,1224701392.0
2004,FR,1515977439.2
2005,FR,1376468206.0
2006,FR,1377049384.4
2007,FR,1206526358.4
2008,FR,1126799248.8
2009,FR,1222297426.8
2010,FR,1172421753.2
2011,FR,1340857820.4
2012,FR,1097581825.6000001
2013,FR,1113062304.8
2014,FR,1229297984.8
2015,FR,1262081730.0
2016,FR,1198469112.4
2017,FR,967001606.0
2018,FR,1299356399.2
2019,FR,1114620919.6000001
2020,FR,1232969975.6000001
2021,FR,994422659.6
2022,FR,1215138365.6000001
2023,FR,1268791698.8
1995,FG,0.0
1996,FG,0.0
1997,FG,0.0
1998,FG,0.0
1999,FG,0.0
2000,FG,0.0
2001,FG,0.0
2002,FG,0.0
2003,FG,0.0
2004,FG,0.0
2005,FG,0.0
2006,FG,0.0
2007,FG,0.0
2008,FG,0.0
2009,FG,0.0
2010,FG,0.0
2011,FG,0.0
2012,FG,0.0
2013,FG,0.0
2014,FG,0.0
2015,FG,0.0
2016,FG,0.0
2017,FG,0.0
2018,FG,0.0
2019,FG,0.0
2020,FG,0.0
2021,FG,0.0
2022,FG,0.0
1995,FP,0.0
1996,FP,0.0
1997,FP,0.0
1998,FP,0.0
1999,FP,0.0
2000,FP,0.0
2001,FP,0.0
2002,FP,0.0
2003,FP,0.0
2004,FP,0.0
2005,FP,0.0
2006,FP,0.0
2007,FP,0.0
2008,FP,0.0
2009,FP,0.0
2010,FP,0.0
2011,FP,0.0
2012,FP,0.0
2013,FP,0.0
2014,FP,0.0
2015,FP,0.0
2016,FP,0.0
2017,FP,0.0
2018,FP,0.0
2019,FP,0.0
2020,FP,0.0
2021,FP,0.0
2022,FP,0.0
1995,GA,0.0
1996,GA,0.0
1997,GA,0.0
1998,GA,0.0
1999,GA,0.0
2000,GA,0.0
2001,GA,0.0
2002,GA,0.0
2003,GA,0.0
2004,GA,0.0
2005,GA,0.0
2006,GA,0.0
2007,GA,0.0
2008,GA,0.0
2009,GA,0.0
2010,GA,0.0
2011,GA,0.0
2012,GA,0.0
2013,GA,0.0
2014,GA,0.0
2015,GA,0.0
2016,GA,0.0
2017,GA,0.0
2018,GA,0.0
2019,GA,0.0
2020,GA,0.0
2021,GA,0.0
2022,GA,0.0
1995,GB,0.0
1996,GB,0.0
1997,GB,0.0
1998,GB,0.0
1999,GB,0.0
2000,GB,0.0
2001,GB,0.0
2002,GB,0.0
2003,GB,0.0
2004,GB,0.0
2005,GB,0.0
2006,GB,0.0
2007,GB,0.0
2008,GB,0.0
2009,GB,0.0
2010,GB,0.0
2011,GB,0.0
2012,GB,0.0
2013,GB,0.0
2014,GB,0.0
2015,GB,0.0
2016,GB,0.0
2017,GB,0.0
2018,GB,0.0
2019,GB,0.0
2020,GB,0.0
2021,GB,0.0
2022,GB,0.0
1995,GG,54155260.0
1996,GG,53494830.0
1997,GG,47550960.0
1998,GG,33021500.0
1999,GG,34342360.0
2000,GG,30062773.6
2001,GG,35029207.2
2002,GG,30009939.2
2003,GG,21133760.0
2004,GG,25096340.0
2005,GG,34342360.0
2006,GG,25096340.0
2007,GG,38965370.0
2008,GG,29191006.0
2009,GG,27553139.6
2010,GG,27315384.8
2011,GG,29270257.6
2012,GG,21926276.0
2013,GG,26337948.400000002
2014,GG,24303824.0
2015,GG,31594971.2
2016,GG,23352804.8
2017,GG,26470034.400000002
2018,GG,49928508.0
2019,GG,54604352.4
2020,GG,56110132.800000004
2021,GG,49954925.2
2022,GG,50773858.4
2023,GG,49268078.0
1995,GM,224810372.0
1996,GM,228297442.4
1997,GM,224414114.0
1998,GM,286203944.8
1999,GM,320255715.6
2000,GM,260262254.4
2001,GM,234875325.20000002
2002,GM,261134022.0
2003,GM,216383285.20000002
2004,GM,264356920.4
2005,GM,241796631.6
2006,GM,235535755.20000002
2007,GM,271066889.2
2008,GM,263934245.20000002
2009,GM,243777921.6
2010,GM,182437183.20000002
2011,GM,241241870.4
2012,GM,238071806.4
2013,GM,222142234.8
2014,GM,243091074.4
2015,GM,232973286.8
2016,GM,238098223.6
2017,GM,197125146.4
2018,GM,271251809.6
2019,GM,217096549.6
2020,GM,222036566.0
2021,GM,223172505.6
2022,GM,236169768.0
2023,GM,227082251.20000002
1995,GH,0.0
1996,GH,0.0
1997,GH,0.0
1998,GH,0.0
1999,GH,0.0
2000,GH,0.0
2001,GH,0.0
2002,GH,0.0
2003,GH,0.0
2004,GH,0.0
2005,GH,0.0
2006,GH,0.0
2007,GH,0.0
2008,GH,0.0
2009,GH,0.0
2010,GH,0.0
2011,GH,0.0
2012,GH,0.0
2013,GH,0.0
2014,GH,0.0
2015,GH,0.0
2016,GH,0.0
2017,GH,0.0
2018,GH,0.0
2019,GH,0.0
2020,GH,0.0
2021,GH,0.0
2022,GH,0.0
1995,GR,101468465.2
1996,GR,108548274.8
1997,GR,105325376.4
1998,GR,101072207.2
1999,GR,97215296.0
2000,GR,93992397.60000001
2001,GR,91852604.4
2002,GR,81497062.0
2003,GR,100358942.8
2004,GR,112220265.60000001
2005,GR,106382064.4
2006,GR,104030933.60000001
2007,GR,92750789.2
2008,GR,102208146.8
2009,GR,88920295.2
2010,GR,77930740.0
2011,GR,72647300.0
2012,GR,82289578.0
2013,GR,88312699.60000001
2014,GR,73968160.0
2015,GR,66069417.2
2016,GR,65778828.0
2017,GR,67363860.0
2018,GR,59042442.0
2019,GR,63057856.4
2020,GR,58672601.2
2021,GR,63823955.2
2022,GR,55053444.800000004
2023,GR,36112312.4
1995,GL,0.0
1996,GL,0.0
1997,GL,0.0
1998,GL,0.0
1999,GL,0.0
2000,GL,0.0
2001,GL,0.0
2002,GL,0.0
2003,GL,0.0
2004,GL,0.0
2005,GL,0.0
2006,GL,0.0
2007,GL,0.0
2008,GL,0.0
2009,GL,0.0
2010,GL,0.0
2011,GL,0.0
2012,GL,0.0
2013,GL,0.0
2014,GL,0.0
2015,GL,0.0
2016,GL,0.0
2017,GL,0.0
2018,GL,0.0
2019,GL,0.0
2020,GL,0.0
2021,GL,0.0
2022,GL,0.0
1995,GJ,0.0
1996,GJ,0.0
1997,GJ,0.0
1998,GJ,0.0
1999,GJ,0.0
2000,GJ,0.0
2001,GJ,0.0
2002,GJ,0.0
2003,GJ,0.0
2004,GJ,0.0
2005,GJ,0.0
2006,GJ,0.0
2007,GJ,0.0
2008,GJ,0.0
2009,GJ,0.0
2010,GJ,0.0
2011,GJ,0.0
2012,GJ,0.0
2013,GJ,0.0
2014,GJ,0.0
2015,GJ,0.0
2016,GJ,0.0
2017,GJ,0.0
2018,GJ,0.0
2019,GJ,0.0
2020,GJ,0.0
2021,GJ,0.0
2022,GJ,0.0
1995,GP,0.0
1996,GP,0.0
1997,GP,0.0
1998,GP,0.0
1999,GP,0.0
2000,GP,0.0
2001,GP,0.0
2002,GP,0.0
2003,GP,0.0
2004,GP,0.0
2005,GP,0.0
2006,GP,0.0
2007,GP,0.0
2008,GP,0.0
2009,GP,0.0
2010,GP,0.0
2011,GP,0.0
2012,GP,0.0
2013,GP,0.0
2014,GP,0.0
2015,GP,0.0
2016,GP,0.0
2017,GP,0.0
2018,GP,0.0
2019,GP,0.0
2020,GP,0.0
2021,GP,0.0
2022,GP,0.0
1995,GQ,0.0
1996,GQ,0.0
1997,GQ,0.0
1998,GQ,0.0
1999,GQ,0.0
2000,GQ,0.0
2001,GQ,0.0
2002,GQ,0.0
2003,GQ,0.0
2004,GQ,0.0
2005,GQ,0.0
2006,GQ,0.0
2007,GQ,0.0
2008,GQ,0.0
2009,GQ,0.0
2010,GQ,0.0
2011,GQ,0.0
2012,GQ,0.0
2013,GQ,0.0
2014,GQ,0.0
2015,GQ,0.0
2016,GQ,0.0
2017,GQ,0.0
2018,GQ,0.0
2019,GQ,0.0
2020,GQ,0.0
2021,GQ,0.0
2022,GQ,0.0
1995,GV,0.0
1996,GV,0.0
1997,GV,0.0
1998,GV,0.0
1999,GV,0.0
2000,GV,0.0
2001,GV,0.0
2002,GV,0.0
2003,GV,0.0
2004,GV,0.0
2005,GV,0.0
2006,GV,0.0
2007,GV,0.0
2008,GV,0.0
2009,GV,0.0
2010,GV,0.0
2011,GV,0.0
2012,GV,0.0
2013,GV,0.0
2014,GV,0.0
2015,GV,0.0
2016,GV,0.0
2017,GV,0.0
2018,GV,0.0
2019,GV,0.0
2020,GV,0.0
2021,GV,0.0
2022,GV,0.0
1995,PU,0.0
1996,PU,0.0
1997,PU,0.0
1998,PU,0.0
1999,PU,0.0
2000,PU,0.0
2001,PU,0.0
2002,PU,0.0
2003,PU,0.0
2004,PU,0.0
2005,PU,0.0
2006,PU,0.0
2007,PU,0.0
2008,PU,0.0
2009,PU,0.0
2010,PU,0.0
2011,PU,0.0
2012,PU,0.0
2013,PU,0.0
2014,PU,0.0
2015,PU,0.0
2016,PU,0.0
2017,PU,0.0
2018,PU,0.0
2019,PU,0.0
2020,PU,0.0
2021,PU,0.0
2022,PU,0.0
1995,GY,0.0
1996,GY,0.0
1997,GY,0.0
1998,GY,0.0
1999,GY,0.0
2000,GY,0.0
2001,GY,0.0
2002,GY,0.0
2003,GY,0.0
2004,GY,0.0
2005,GY,0.0
2006,GY,0.0
2007,GY,0.0
2008,GY,0.0
2009,GY,0.0
2010,GY,0.0
2011,GY,0.0
2012,GY,0.0
2013,GY,0.0
2014,GY,0.0
2015,GY,0.0
2016,GY,0.0
2017,GY,0.0
2018,GY,0.0
2019,GY,0.0
2020,GY,0.0
2021,GY,0.0
2022,GY,0.0
1995,HA,0.0
1996,HA,0.0
1997,HA,0.0
1998,HA,0.0
1999,HA,0.0
2000,HA,0.0
2001,HA,0.0
2002,HA,0.0
2003,HA,0.0
2004,HA,0.0
2005,HA,0.0
2006,HA,0.0
2007,HA,0.0
2008,HA,0.0
2009,HA,0.0
2010,HA,0.0
2011,HA,0.0
2012,HA,0.0
2013,HA,0.0
2014,HA,0.0
2015,HA,0.0
2016,HA,0.0
2017,HA,0.0
2018,HA,0.0
2019,HA,0.0
2020,HA,0.0
2021,HA,0.0
2022,HA,0.0
1995,HO,0.0
1996,HO,0.0
1997,HO,0.0
1998,HO,0.0
1999,HO,0.0
2000,HO,0.0
2001,HO,0.0
2002,HO,0.0
2003,HO,0.0
2004,HO,0.0
2005,HO,0.0
2006,HO,0.0
2007,HO,0.0
2008,HO,0.0
2009,HO,0.0
2010,HO,0.0
2011,HO,0.0
2012,HO,0.0
2013,HO,0.0
2014,HO,0.0
2015,HO,0.0
2016,HO,0.0
2017,HO,0.0
2018,HO,0.0
2019,HO,0.0
2020,HO,0.0
2021,HO,0.0
2022,HO,0.0
1995,HU,86886170.8
1996,HU,110635233.60000001
1997,HU,118137718.4
1998,HU,114492144.8
1999,HU,88207030.8
2000,HU,113567542.8
2001,HU,142811383.20000002
2002,HU,88048527.60000001
2003,HU,102498736.0
2004,HU,139271478.4
2005,HU,76609880.0
2006,HU,81893320.0
2007,HU,85116218.4
2008,HU,91403512.0
2009,HU,80968718.0
2010,HU,43482711.2
2011,HU,66254337.6
2012,HU,46626358.0
2013,HU,67971455.60000001
2014,HU,64114544.4
2015,HU,73439816.0
2016,HU,74522921.2
2017,HU,67311025.60000001
2018,HU,96290694.0
2019,HU,63242776.800000004
2020,HU,68314879.2
2021,HU,68367713.60000001
2022,HU,65620324.800000004
2023,HU,64246630.4
2004,IN,1241608.4000000001
2005,IN,1532197.6
2006,IN,2271879.2
2007,IN,2958726.4
2008,IN,3090812.4
2009,IN,3936162.8000000003
2010,IN,4226752.0
2011,IN,3751242.4
2012,IN,3856911.2
2013,IN,4490924.0
2014,IN,4570175.600000001
2015,IN,4834347.600000001
2016,IN,5124936.8
2017,IN,5389108.8
2018,IN,5547612.0
2019,IN,4755096.0
2020,IN,4755096.0
2021,IN,4755096.0
2022,IN,4755096.0
1995,ID,0.0
1996,ID,0.0
1997,ID,0.0
1998,ID,0.0
1999,ID,0.0
2000,ID,0.0
2001,ID,0.0
2002,ID,0.0
2003,ID,0.0
2004,ID,0.0
2005,ID,0.0
2006,ID,0.0
2007,ID,0.0
2008,ID,0.0
2009,ID,0.0
2010,ID,0.0
2011,ID,0.0
2012,ID,0.0
2013,ID,0.0
2014,ID,0.0
2015,ID,0.0
2016,ID,0.0
2017,ID,0.0
2018,ID,0.0
2019,ID,0.0
2020,ID,0.0
2021,ID,0.0
2022,ID,0.0
1995,IR,0.0
1996,IR,0.0
1997,IR,0.0
1998,IR,0.0
1999,IR,0.0
2000,IR,0.0
2001,IR,0.0
2002,IR,0.0
2003,IR,0.0
2004,IR,0.0
2005,IR,0.0
2006,IR,0.0
2007,IR,0.0
2008,IR,0.0
2009,IR,0.0
2010,IR,0.0
2011,IR,0.0
2012,IR,0.0
2013,IR,0.0
2014,IR,0.0
2015,IR,0.0
2016,IR,0.0
2017,IR,0.0
2018,IR,0.0
2019,IR,0.0
2020,IR,0.0
2021,IR,0.0
2022,IR,0.0
1995,IZ,0.0
1996,IZ,0.0
1997,IZ,0.0
1998,IZ,0.0
1999,IZ,0.0
2000,IZ,0.0
2001,IZ,0.0
2002,IZ,0.0
2003,IZ,0.0
2004,IZ,0.0
2005,IZ,0.0
2006,IZ,0.0
2007,IZ,0.0
2008,IZ,0.0
2009,IZ,0.0
2010,IZ,0.0
2011,IZ,0.0
2012,IZ,0.0
2013,IZ,0.0
2014,IZ,0.0
2015,IZ,0.0
2016,IZ,0.0
