station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,code,latitude,longitude,elevation,location,geometry
MXN00001024,2005,19.0,3.0,8.0,352.0,33.0,28.0,1.81,96.0,1110.0,,,10.25,63.8,80.5,MX,21.7667,-102.1,2004.4,SAN ISIDRO,POINT (-11365720.00999323 2467699.3627169183)
MXN00001024,2010,38.0,4.0,33.0,317.0,1.0,21.0,1.49,91.0,1953.0,,,17.6,60.9,77.3,MX,21.7667,-102.1,2004.4,SAN ISIDRO,POINT (-11365720.00999323 2467699.3627169183)
MXN00001026,1995,27.0,3.0,7.0,323.0,35.0,28.0,3.07,96.0,883.0,,,16.32,64.3,79.3,MX,22.2167,-102.1667,2110.1,TEPEZALA,POINT (-11373145.020029144 2521413.020072458)
MXN00001026,2000,27.0,0.0,19.0,307.0,14.0,26.0,0.66,93.0,1301.0,,,10.39,63.6,78.9,MX,22.2167,-102.1667,2110.1,TEPEZALA,POINT (-11373145.020029144 2521413.020072458)
MXN00001026,2005,25.0,3.0,3.0,321.0,16.0,30.0,2.67,95.0,1122.0,,,14.24,64.1,78.5,MX,22.2167,-102.1667,2110.1,TEPEZALA,POINT (-11373145.020029144 2521413.020072458)
MXN00001026,2010,32.0,7.0,10.0,314.0,42.0,28.0,2.12,98.0,966.0,,,20.75,63.8,79.6,MX,22.2167,-102.1667,2110.1,TEPEZALA,POINT (-11373145.020029144 2521413.020072458)
MXN00001027,1995,46.0,7.0,1.0,299.0,8.0,26.0,2.75,95.0,684.0,,,29.74,63.7,76.4,MX,21.8667,-102.45,2025.4,VENADERO (DGE),POINT (-11404681.831770876 2479620.87312297)
MXN00001027,2000,38.0,4.0,0.0,358.0,5.0,33.0,2.4,93.0,1131.0,,,18.98,64.6,81.1,MX,21.8667,-102.45,2025.4,VENADERO (DGE),POINT (-11404681.831770876 2479620.87312297)
MXN00001027,2005,29.0,2.0,1.0,300.0,16.0,32.0,1.65,96.0,1396.0,,,16.58,62.8,77.4,MX,21.8667,-102.45,2025.4,VENADERO (DGE),POINT (-11404681.831770876 2479620.87312297)
MXN00001027,2010,,,10.0,,,28.0,,,1306.0,,,,,,MX,21.8667,-102.45,2025.4,VENADERO (DGE),POINT (-11404681.831770876 2479620.87312297)
MXN00001028,1995,37.0,5.0,49.0,355.0,3.0,24.0,1.63,94.0,1348.0,,,19.86,61.2,79.8,MX,22.1,-102.0667,1999.2,VILLA JUAREZ,POINT (-11362013.070949815 2507466.692767118)
MXN00001028,2000,33.0,1.0,37.0,359.0,1.0,27.0,1.67,91.0,1785.0,,,14.28,61.4,80.9,MX,22.1,-102.0667,1999.2,VILLA JUAREZ,POINT (-11362013.070949815 2507466.692767118)
MXN00001028,2005,31.0,3.0,30.0,351.0,5.0,28.0,1.88,93.0,,,,15.3,61.2,80.0,MX,22.1,-102.0667,1999.2,VILLA JUAREZ,POINT (-11362013.070949815 2507466.692767118)
MXN00001028,2010,29.0,5.0,49.0,354.0,9.0,24.0,2.57,93.0,1422.0,,,18.8,60.8,79.8,MX,22.1,-102.0667,1999.2,VILLA JUAREZ,POINT (-11362013.070949815 2507466.692767118)
MXN00001029,1995,31.0,0.0,3.0,199.0,0.0,29.0,0.78,87.0,1687.0,,,13.61,60.5,71.4,MX,22.2333,-102.0833,2162.6,ASIENTOS,POINT (-11363860.974496983 2523397.768361694)
MXN00001029,2000,,,3.0,309.0,4.0,28.0,,91.0,1677.0,,,,62.4,78.7,MX,22.2333,-102.0833,2162.6,ASIENTOS,POINT (-11363860.974496983 2523397.768361694)
MXN00001029,2005,42.0,3.0,0.0,357.0,0.0,33.0,1.2,89.0,918.0,,,18.31,63.2,81.2,MX,22.2333,-102.0833,2162.6,ASIENTOS,POINT (-11363860.974496983 2523397.768361694)
MXN00001031,1995,37.0,2.0,11.0,350.0,27.0,28.0,1.25,96.0,946.0,,,14.83,63.9,81.0,MX,22.0167,-101.9833,2042.5,EL NOVILLO,POINT (-11352729.025417656 2497518.9970659534)
MXN00001031,2000,32.0,2.0,14.0,362.0,8.0,26.0,1.35,93.0,1345.0,,,16.89,64.1,81.6,MX,22.0167,-101.9833,2042.5,EL NOVILLO,POINT (-11352729.025417656 2497518.9970659534)
MXN00001031,2005,27.0,1.0,21.0,347.0,56.0,28.0,1.14,100.0,1304.0,,,11.58,63.4,82.4,MX,22.0167,-101.9833,2042.5,EL NOVILLO,POINT (-11352729.025417656 2497518.9970659534)
MXN00001031,2010,36.0,6.0,72.0,319.0,32.0,23.0,1.57,96.0,1992.0,,,19.67,60.2,79.0,MX,22.0167,-101.9833,2042.5,EL NOVILLO,POINT (-11352729.025417656 2497518.9970659534)
MXN00001032,1995,33.0,3.0,2.0,327.0,4.0,32.0,1.81,91.0,1021.0,,,16.72,63.1,77.1,MX,22.0333,-101.8833,2085.7,LAS FRAGUAS,POINT (-11341597.07633833 2499500.898279195)
MXN00001032,2000,23.0,0.0,22.0,342.0,0.0,24.0,0.82,89.0,1666.0,,,10.43,62.4,78.5,MX,22.0333,-101.8833,2085.7,LAS FRAGUAS,POINT (-11341597.07633833 2499500.898279195)
MXN00001032,2005,,,,,,,,,1037.0,,,,,,MX,22.0333,-101.8833,2085.7,LAS FRAGUAS,POINT (-11341597.07633833 2499500.898279195)
MXN00001032,2010,,,,,,,,,1349.0,,,,,,MX,22.0333,-101.8833,2085.7,LAS FRAGUAS,POINT (-11341597.07633833 2499500.898279195)
MXN00001033,1995,38.0,3.0,23.0,338.0,13.0,24.0,1.83,95.0,1163.0,,,18.67,63.2,79.6,MX,21.8833,-101.9833,2025.7,LOS CONOS,POINT (-11352729.025417656 2481600.6602881965)
MXN00001033,2000,35.0,4.0,46.0,355.0,29.0,23.0,1.87,95.0,1599.0,,,17.06,62.5,80.7,MX,21.8833,-101.9833,2025.7,LOS CONOS,POINT (-11352729.025417656 2481600.6602881965)
MXN00001033,2005,26.0,1.0,45.0,344.0,26.0,24.0,1.25,102.0,1476.0,,,11.8,62.4,80.6,MX,21.8833,-101.9833,2025.7,LOS CONOS,POINT (-11352729.025417656 2481600.6602881965)
MXN00001033,2010,29.0,7.0,75.0,333.0,41.0,21.0,1.68,100.0,1634.0,,,18.26,62.0,80.8,MX,21.8833,-101.9833,2025.7,LOS CONOS,POINT (-11352729.025417656 2481600.6602881965)
MXN00001034,1995,31.0,1.0,43.0,325.0,18.0,23.0,1.96,95.0,1407.0,,,14.16,61.6,78.9,MX,21.8833,-102.1,2006.8,SANDOVALES,POINT (-11365720.00999323 2481600.6602881965)
MXN00001034,2000,25.0,0.0,20.0,349.0,3.0,24.0,0.67,91.0,2020.0,,,9.28,60.7,78.0,MX,21.8833,-102.1,2006.8,SANDOVALES,POINT (-11365720.00999323 2481600.6602881965)
MXN00001034,2005,29.0,6.0,0.0,324.0,8.0,33.0,1.33,95.0,1993.0,,,15.29,60.3,77.9,MX,21.8833,-102.1,2006.8,SANDOVALES,POINT (-11365720.00999323 2481600.6602881965)
MXN00001034,2010,35.0,3.0,1.0,317.0,16.0,32.0,1.69,95.0,1963.0,,,18.72,60.3,77.9,MX,21.8833,-102.1,2006.8,SANDOVALES,POINT (-11365720.00999323 2481600.6602881965)
MXN00001045,1995,35.0,5.0,11.0,339.0,70.0,28.0,2.67,100.0,965.0,,,21.34,65.3,82.7,MX,22.0667,-102.0833,1981.5,EL TULE (DGE),POINT (-11363860.974496983 2503489.2915762626)
MXN00001045,2000,,,,,,,,,1364.0,,,,,,MX,22.0667,-102.0833,1981.5,EL TULE (DGE),POINT (-11363860.974496983 2503489.2915762626)
MXN00001045,2005,31.0,1.0,28.0,348.0,81.0,26.0,1.96,102.0,1138.0,,,12.28,64.8,83.4,MX,22.0667,-102.0833,1981.5,EL TULE (DGE),POINT (-11363860.974496983 2503489.2915762626)
MXN00001045,2010,40.0,9.0,54.0,340.0,55.0,23.0,3.14,100.0,1345.0,,,27.27,64.0,82.2,MX,22.0667,-102.0833,1981.5,EL TULE (DGE),POINT (-11363860.974496983 2503489.2915762626)
MXN00001046,1995,38.0,2.0,15.0,342.0,54.0,26.0,1.51,98.0,496.0,,,20.54,67.2,82.7,MX,21.95,-102.6833,1784.3,LA LABOR (DGE),POINT (-11430652.668972949 2489557.9400912845)
MXN00001046,2000,38.0,0.0,0.0,351.0,21.0,35.0,0.88,95.0,927.0,,,16.02,66.7,82.9,MX,21.95,-102.6833,1784.3,LA LABOR (DGE),POINT (-11430652.668972949 2489557.9400912845)
MXN00001046,2005,33.0,0.0,0.0,356.0,65.0,33.0,0.78,100.0,,,,13.89,67.3,83.9,MX,21.95,-102.6833,1784.3,LA LABOR (DGE),POINT (-11430652.668972949 2489557.9400912845)
MXN00001046,2010,36.0,4.0,4.0,344.0,58.0,30.0,1.85,100.0,919.0,,,18.65,66.6,83.7,MX,21.95,-102.6833,1784.3,LA LABOR (DGE),POINT (-11430652.668972949 2489557.9400912845)
MXN00001047,2000,46.0,6.0,9.0,303.0,0.0,28.0,1.88,89.0,1291.0,,,23.62,63.3,76.4,MX,21.9667,-102.5833,2416.8,AGUA ZARCA,POINT (-11419520.719893621 2491550.833211182)
MXN00001047,2010,,,,,,,,,2709.0,,,,,,MX,21.9667,-102.5833,2416.8,AGUA ZARCA,POINT (-11419520.719893621 2491550.833211182)
MXN00001062,1995,48.0,5.0,4.0,328.0,19.0,23.0,1.59,95.0,1197.0,,,23.8,62.1,78.9,MX,21.8,-102.2667,1910.5,ARELLANO,POINT (-11384276.96910847 2471668.290290938)
MXN00001062,2000,34.0,3.0,26.0,275.0,0.0,24.0,1.37,89.0,2713.0,,,17.86,56.9,74.5,MX,21.8,-102.2667,1910.5,ARELLANO,POINT (-11384276.96910847 2471668.290290938)
MXN00001062,2005,21.0,1.0,6.0,358.0,62.0,30.0,1.04,102.0,738.0,,,13.08,67.3,83.5,MX,21.8,-102.2667,1910.5,ARELLANO,POINT (-11384276.96910847 2471668.290290938)
MXN00001062,2010,28.0,6.0,0.0,346.0,20.0,33.0,1.77,95.0,1003.0,,,22.54,62.9,80.1,MX,21.8,-102.2667,1910.5,ARELLANO,POINT (-11384276.96910847 2471668.290290938)
MXN00001073,1995,38.0,4.0,15.0,294.0,45.0,21.0,1.57,98.0,1290.0,,,18.3,62.9,79.5,MX,21.8,-102.1167,2026.9,LA TINAJA,POINT (-11367579.045489479 2471668.290290938)
MXN00001073,2000,,,36.0,339.0,56.0,24.0,,98.0,1550.0,,,,64.1,82.7,MX,21.8,-102.1167,2026.9,LA TINAJA,POINT (-11367579.045489479 2471668.290290938)
MXN00001073,2005,24.0,4.0,9.0,349.0,51.0,28.0,1.22,100.0,989.0,,,15.01,65.3,82.5,MX,21.8,-102.1167,2026.9,LA TINAJA,POINT (-11367579.045489479 2471668.290290938)
MXN00001073,2010,31.0,5.0,28.0,334.0,44.0,26.0,1.88,98.0,1264.0,,,18.32,63.9,81.3,MX,21.8,-102.1167,2026.9,LA TINAJA,POINT (-11367579.045489479 2471668.290290938)
MXN00001074,2000,28.0,1.0,4.0,289.0,4.0,30.0,1.85,91.0,1518.0,,,13.03,62.6,77.8,MX,21.7167,-102.45,1838.6,CIENEGUILLA,POINT (-11404681.831770876 2461741.7610006044)
MXN00001074,2005,28.0,3.0,8.0,295.0,29.0,28.0,1.67,95.0,1105.0,,,15.87,61.6,77.7,MX,21.7167,-102.45,1838.6,CIENEGUILLA,POINT (-11404681.831770876 2461741.7610006044)
MXN00001074,2010,43.0,5.0,21.0,342.0,45.0,26.0,1.81,96.0,,,,21.28,63.9,81.6,MX,21.7167,-102.45,1838.6,CIENEGUILLA,POINT (-11404681.831770876 2461741.7610006044)
MXN00001075,1995,35.0,6.0,5.0,348.0,77.0,26.0,2.11,98.0,751.0,,,21.89,65.8,83.2,MX,21.75,-102.3,1870.3,MONTORO,POINT (-11387983.908151885 2465709.2904422176)
MXN00001075,2000,37.0,5.0,11.0,361.0,68.0,26.0,2.46,96.0,1066.0,,,19.36,66.1,84.3,MX,21.75,-102.3,1870.3,MONTORO,POINT (-11387983.908151885 2465709.2904422176)
MXN00001075,2005,27.0,3.0,3.0,356.0,69.0,31.0,1.4,100.0,825.0,,,12.69,66.2,84.0,MX,21.75,-102.3,1870.3,MONTORO,POINT (-11387983.908151885 2465709.2904422176)
MXN00001075,2010,34.0,5.0,26.0,341.0,43.0,28.0,1.73,96.0,1122.0,,,20.96,64.1,80.8,MX,21.75,-102.3,1870.3,MONTORO,POINT (-11387983.908151885 2465709.2904422176)
MXN00001076,2000,35.0,4.0,47.0,327.0,48.0,23.0,2.46,96.0,1366.0,,,18.8,63.6,82.8,MX,21.8667,-102.3333,1887.0,LOS NEGRITOS,POINT (-11391690.847195301 2479620.87312297)
MXN00001076,2005,41.0,4.0,58.0,354.0,86.0,24.0,1.62,102.0,1351.0,,,16.68,63.8,84.6,MX,21.8667,-102.3333,1887.0,LOS NEGRITOS,POINT (-11391690.847195301 2479620.87312297)
MXN00001077,1995,35.0,6.0,13.0,323.0,21.0,26.0,2.36,102.0,1160.0,,,22.98,63.6,78.3,MX,21.7667,-102.5167,2044.6,EL OCOTE,POINT (-11412106.841806788 2467699.3627169183)
MXN00001077,2000,41.0,6.0,17.0,356.0,26.0,28.0,1.69,95.0,1188.0,,,22.58,64.1,81.1,MX,21.7667,-102.5167,2044.6,EL OCOTE,POINT (-11412106.841806788 2467699.3627169183)
MXN00001077,2005,25.0,3.0,6.0,360.0,39.0,17.0,1.9,96.0,,,,13.31,64.5,82.4,MX,21.7667,-102.5167,2044.6,EL OCOTE,POINT (-11412106.841806788 2467699.3627169183)
MXN00001077,2010,58.0,3.0,30.0,349.0,55.0,15.0,1.6,100.0,1025.0,,,26.75,63.3,83.2,MX,21.7667,-102.5167,2044.6,EL OCOTE,POINT (-11412106.841806788 2467699.3627169183)
MXN00001078,1995,46.0,4.0,0.0,268.0,5.0,35.0,2.84,91.0,1525.0,,,26.19,61.3,74.1,MX,21.8833,-102.8167,2328.7,EL OCOTE,POINT (-11445502.68904477 2481600.6602881965)
MXN00001078,2000,35.0,4.0,0.0,303.0,1.0,33.0,3.05,91.0,1682.0,,,20.99,62.1,76.7,MX,21.8833,-102.8167,2328.7,EL OCOTE,POINT (-11445502.68904477 2481600.6602881965)
MXN00001078,2005,37.0,6.0,0.0,255.0,4.0,33.0,1.9,91.0,2044.0,,,19.56,60.4,73.9,MX,21.8833,-102.8167,2328.7,EL OCOTE,POINT (-11445502.68904477 2481600.6602881965)
MXN00001078,2010,44.0,8.0,4.0,244.0,2.0,24.0,2.18,91.0,2254.0,,,26.2,59.5,72.7,MX,21.8833,-102.8167,2328.7,EL OCOTE,POINT (-11445502.68904477 2481600.6602881965)
MXN00001079,1995,42.0,0.0,5.0,328.0,34.0,29.0,0.78,96.0,824.0,,,18.99,64.7,79.6,MX,21.7167,-102.2667,1900.1,PEUELAS (DGE),POINT (-11384276.96910847 2461741.7610006044)
MXN00001079,2000,32.0,4.0,13.0,346.0,14.0,28.0,2.36,95.0,1448.0,,,18.19,63.8,79.8,MX,21.7167,-102.2667,1900.1,PEUELAS (DGE),POINT (-11384276.96910847 2461741.7610006044)
MXN00001079,2005,33.0,3.0,11.0,342.0,37.0,26.0,1.67,98.0,1247.0,,,17.26,64.1,80.8,MX,21.7167,-102.2667,1900.1,PEUELAS (DGE),POINT (-11384276.96910847 2461741.7610006044)
MXN00001079,2010,42.0,5.0,30.0,332.0,31.0,27.0,1.92,96.0,1277.0,,,22.08,63.2,79.7,MX,21.7167,-102.2667,1900.1,PEUELAS (DGE),POINT (-11384276.96910847 2461741.7610006044)
MXN00001080,1995,45.0,7.0,35.0,348.0,36.0,23.0,2.4,98.0,1167.0,,,27.75,64.0,81.0,MX,21.8333,-102.5167,1949.5,PRESA CANUTILLO,POINT (-11412106.841806788 2475638.1512557208)
MXN00001080,2000,30.0,6.0,45.0,334.0,19.0,23.0,1.45,95.0,1508.0,,,17.71,63.2,80.6,MX,21.8333,-102.5167,1949.5,PRESA CANUTILLO,POINT (-11412106.841806788 2475638.1512557208)
MXN00001080,2005,34.0,5.0,60.0,346.0,25.0,23.0,2.87,98.0,1394.0,,,20.36,62.9,81.1,MX,21.8333,-102.5167,1949.5,PRESA CANUTILLO,POINT (-11412106.841806788 2475638.1512557208)
MXN00001080,2010,40.0,5.0,78.0,335.0,23.0,19.0,2.24,96.0,1734.0,,,21.89,61.6,79.1,MX,21.8333,-102.5167,1949.5,PRESA CANUTILLO,POINT (-11412106.841806788 2475638.1512557208)
MXN00001081,2000,33.0,3.0,14.0,287.0,5.0,26.0,2.49,93.0,1931.0,,,17.76,62.1,77.4,MX,22.0833,-101.9667,2067.2,RANCHO SECO,POINT (-11350881.12187049 2505471.9015150876)
MXN00001081,2005,31.0,2.0,2.0,326.0,13.0,32.0,1.19,94.0,1146.0,,,13.94,63.7,78.1,MX,22.0833,-101.9667,2067.2,RANCHO SECO,POINT (-11350881.12187049 2505471.9015150876)
MXN00001081,2010,33.0,4.0,19.0,306.0,11.0,28.0,2.1,95.0,1456.0,,,18.32,62.5,76.6,MX,22.0833,-101.9667,2067.2,RANCHO SECO,POINT (-11350881.12187049 2505471.9015150876)
MXN00001082,1995,37.0,3.0,33.0,318.0,2.0,26.0,1.37,90.0,1450.0,,,18.31,60.5,76.0,MX,22.2167,-102.3,1965.0,RINCON DE ROMOS,POINT (-11387983.908151885 2521413.020072458)
MXN00001082,2000,28.0,1.0,14.0,341.0,0.0,24.0,1.18,89.0,2072.0,,,11.43,64.2,79.6,MX,22.2167,-102.3,1965.0,RINCON DE ROMOS,POINT (-11387983.908151885 2521413.020072458)
MXN00001082,2005,25.0,2.0,48.0,282.0,56.0,24.0,1.18,96.0,2752.0,,,12.81,60.8,78.2,MX,22.2167,-102.3,1965.0,RINCON DE ROMOS,POINT (-11387983.908151885 2521413.020072458)
MXN00001082,2010,40.0,4.0,48.0,294.0,19.0,24.0,1.77,96.0,2104.0,,,16.81,61.2,77.3,MX,22.2167,-102.3,1965.0,RINCON DE ROMOS,POINT (-11387983.908151885 2521413.020072458)
MXN00001083,1995,29.0,2.0,6.0,356.0,48.0,32.0,1.45,96.0,355.0,,,14.57,67.0,84.3,MX,22.0667,-102.2667,1909.0,SAN FRANCISCO DE LOS ROMO (DG,POINT (-11384276.96910847 2503489.2915762626)
MXN00001083,2000,30.0,2.0,19.0,325.0,11.0,26.0,1.37,96.0,1019.0,,,13.93,64.3,80.7,MX,22.0667,-102.2667,1909.0,SAN FRANCISCO DE LOS ROMO (DG,POINT (-11384276.96910847 2503489.2915762626)
MXN00001083,2010,37.0,4.0,21.0,,,28.0,1.55,,1477.0,,,17.59,,,MX,22.0667,-102.2667,1909.0,SAN FRANCISCO DE LOS ROMO (DG,POINT (-11384276.96910847 2503489.2915762626)
MXN00001084,1995,32.0,4.0,31.0,331.0,2.0,24.0,1.57,95.0,1302.0,,,13.88,61.3,78.4,MX,22.2,-102.0167,2032.1,SAN GIL,POINT (-11356447.096410152 2519416.555163022)
MXN00001084,2000,35.0,0.0,34.0,345.0,9.0,26.0,0.98,93.0,1620.0,,,12.99,62.4,80.0,MX,22.2,-102.0167,2032.1,SAN GIL,POINT (-11356447.096410152 2519416.555163022)
MXN00001084,2005,28.0,1.0,29.0,306.0,10.0,28.0,1.57,95.0,1771.0,,,15.8,61.0,76.6,MX,22.2,-102.0167,2032.1,SAN GIL,POINT (-11356447.096410152 2519416.555163022)
MXN00001084,2010,24.0,5.0,32.0,212.0,4.0,26.0,1.77,98.0,1889.0,,,17.32,59.8,72.5,MX,22.2,-102.0167,2032.1,SAN GIL,POINT (-11356447.096410152 2519416.555163022)
MXN00001085,1995,34.0,3.0,27.0,316.0,20.0,26.0,1.57,93.0,1305.0,,,15.01,61.6,77.9,MX,22.0833,-102.1667,2039.4,TEPETATILLO,POINT (-11373145.020029144 2505471.9015150876)
MXN00001085,2000,33.0,4.0,33.0,323.0,1.0,23.0,1.33,91.0,2027.0,,,14.77,62.1,78.5,MX,22.0833,-102.1667,2039.4,TEPETATILLO,POINT (-11373145.020029144 2505471.9015150876)
MXN00001085,2005,32.0,2.0,83.0,250.0,13.0,21.0,1.45,96.0,2877.0,,,15.5,57.7,75.3,MX,22.0833,-102.1667,2039.4,TEPETATILLO,POINT (-11373145.020029144 2505471.9015150876)
MXN00001085,2010,30.0,6.0,94.0,311.0,3.0,19.0,1.96,93.0,,,,19.48,59.8,78.2,MX,22.0833,-102.1667,2039.4,TEPETATILLO,POINT (-11373145.020029144 2505471.9015150876)
MXN00001088,1995,20.0,4.0,1.0,314.0,9.0,32.0,1.57,91.0,967.0,,,13.8,65.0,78.8,MX,22.35,-102.2833,2022.7,COSIO,POINT (-11386124.872655638 2537357.5120627973)
MXN00001088,2000,25.0,3.0,8.0,325.0,3.0,28.0,2.55,91.0,1241.0,,,16.03,63.8,78.7,MX,22.35,-102.2833,2022.7,COSIO,POINT (-11386124.872655638 2537357.5120627973)
MXN00001088,2005,28.0,2.0,6.0,311.0,15.0,26.0,1.53,96.0,1295.0,,,13.15,63.9,78.5,MX,22.35,-102.2833,2022.7,COSIO,POINT (-11386124.872655638 2537357.5120627973)
MXN00001088,2010,42.0,2.0,19.0,319.0,16.0,28.0,1.69,95.0,1598.0,,,16.4,62.3,78.4,MX,22.35,-102.2833,2022.7,COSIO,POINT (-11386124.872655638 2537357.5120627973)
MXN00001089,1995,39.0,4.0,2.0,330.0,14.0,32.0,1.31,95.0,1010.0,,,22.0,63.1,77.6,MX,22.1833,-102.45,2104.0,PRESA 50 ANIVERSARIO,POINT (-11404681.831770876 2517420.3304402134)
MXN00001089,2000,41.0,6.0,15.0,350.0,11.0,26.0,2.44,95.0,1430.0,,,22.91,63.5,79.3,MX,22.1833,-102.45,2104.0,PRESA 50 ANIVERSARIO,POINT (-11404681.831770876 2517420.3304402134)
MXN00001089,2005,23.0,3.0,,,,,1.58,,1295.0,,,11.65,,,MX,22.1833,-102.45,2104.0,PRESA 50 ANIVERSARIO,POINT (-11404681.831770876 2517420.3304402134)
MXN00001089,2010,33.0,3.0,,,,,1.87,,,,,14.96,,,MX,22.1833,-102.45,2104.0,PRESA 50 ANIVERSARIO,POINT (-11404681.831770876 2517420.3304402134)
MXN00001090,1995,,,,,,,,,1206.0,,,,,,MX,21.95,-102.35,1880.6,JESUS MARIA (DGE),POINT (-11393549.88269155 2489557.9400912845)
MXN00001090,2000,33.0,1.0,9.0,355.0,43.0,26.0,1.18,95.0,1217.0,,,15.05,64.9,81.4,MX,21.95,-102.35,1880.6,JESUS MARIA (DGE),POINT (-11393549.88269155 2489557.9400912845)
MXN00001090,2005,36.0,3.0,29.0,347.0,33.0,21.0,2.55,95.0,1486.0,,,19.34,62.9,80.1,MX,21.95,-102.35,1880.6,JESUS MARIA (DGE),POINT (-11393549.88269155 2489557.9400912845)
MXN00001090,2010,39.0,2.0,53.0,337.0,34.0,17.0,2.08,102.0,,,,17.65,61.8,79.2,MX,21.95,-102.35,1880.6,JESUS MARIA (DGE),POINT (-11393549.88269155 2489557.9400912845)
MXN00001091,1995,49.0,5.0,6.0,122.0,4.0,28.0,3.26,91.0,3429.0,,,26.45,54.3,69.5,MX,21.7333,-102.7167,2215.9,LOS ALISOS,POINT (-11434370.739965443 2463719.4522441546)
MXN00001091,2000,45.0,3.0,0.0,330.0,0.0,33.0,1.41,86.0,2228.0,,,23.74,60.8,76.7,MX,21.7333,-102.7167,2215.9,LOS ALISOS,POINT (-11434370.739965443 2463719.4522441546)
MXN00001091,2005,25.0,4.0,,,,,2.4,,,,,14.98,,,MX,21.7333,-102.7167,2215.9,LOS ALISOS,POINT (-11434370.739965443 2463719.4522441546)
MXN00001091,2010,50.0,11.0,7.0,230.0,1.0,26.0,1.97,96.0,1503.0,,,31.68,60.0,71.7,MX,21.7333,-102.7167,2215.9,LOS ALISOS,POINT (-11434370.739965443 2463719.4522441546)
MXN00001094,1995,36.0,1.0,48.0,332.0,7.0,24.0,1.14,91.0,1399.0,,,14.25,61.0,78.9,MX,22.2833,-102.2333,1951.0,EL CHAYOTE,POINT (-11380558.898115974 2529377.3634268623)
MXN00001094,2000,27.0,1.0,42.0,302.0,1.0,26.0,1.29,91.0,1936.0,,,11.29,60.0,76.4,MX,22.2833,-102.2333,1951.0,EL CHAYOTE,POINT (-11380558.898115974 2529377.3634268623)
MXN00001094,2005,27.0,3.0,100.0,271.0,2.0,15.0,1.45,91.0,3641.0,,,14.11,55.3,74.1,MX,22.2833,-102.2333,1951.0,EL CHAYOTE,POINT (-11380558.898115974 2529377.3634268623)
MXN00001094,2010,33.0,4.0,86.0,228.0,0.0,19.0,1.33,89.0,2816.0,,,16.19,56.8,72.6,MX,22.2833,-102.2333,1951.0,EL CHAYOTE,POINT (-11380558.898115974 2529377.3634268623)
MXN00001095,1995,45.0,0.0,23.0,308.0,26.0,28.0,0.82,96.0,1472.0,,,21.1,63.6,78.2,MX,21.9333,-102.55,2163.5,MILPILLAS DE ARRIBA,POINT (-11415813.780850204 2487565.283752859)
MXN00001095,2000,33.0,3.0,19.0,305.0,0.0,26.0,1.57,88.0,1361.0,,,15.8,63.1,78.5,MX,21.9333,-102.55,2163.5,MILPILLAS DE ARRIBA,POINT (-11415813.780850204 2487565.283752859)
MXN00001095,2005,33.0,1.0,14.0,312.0,12.0,26.0,1.88,95.0,1179.0,,,14.8,63.2,78.8,MX,21.9333,-102.55,2163.5,MILPILLAS DE ARRIBA,POINT (-11415813.780850204 2487565.283752859)
MXN00001095,2010,48.0,7.0,17.0,241.0,3.0,26.0,3.0,91.0,1805.0,,,27.35,59.9,73.8,MX,21.9333,-102.55,2163.5,MILPILLAS DE ARRIBA,POINT (-11415813.780850204 2487565.283752859)
MXN00001096,1995,45.0,8.0,8.0,331.0,58.0,28.0,1.33,100.0,794.0,,,23.48,65.9,82.3,MX,21.8333,-102.1667,1969.6,CALVILLITO,POINT (-11373145.020029144 2475638.1512557208)
MXN00001096,2000,33.0,4.0,25.0,325.0,0.0,28.0,1.57,89.0,1863.0,,,16.61,60.9,77.3,MX,21.8333,-102.1667,1969.6,CALVILLITO,POINT (-11373145.020029144 2475638.1512557208)
MXN00001096,2005,25.0,2.0,77.0,337.0,21.0,21.0,1.81,96.0,2103.0,,,14.74,59.9,78.4,MX,21.8333,-102.1667,1969.6,CALVILLITO,POINT (-11373145.020029144 2475638.1512557208)
MXN00001096,2010,38.0,4.0,116.0,308.0,8.0,17.0,1.81,93.0,2525.0,,,19.01,57.9,76.3,MX,21.8333,-102.1667,1969.6,CALVILLITO,POINT (-11373145.020029144 2475638.1512557208)
MXN00001097,2000,34.0,2.0,7.0,,,28.0,1.45,,861.0,,,15.72,,,MX,21.9,-102.25,1945.2,AGUASCALIENTES II,POINT (-11382417.933612222 2483592.6090538776)
MXN00001097,2005,36.0,5.0,3.0,,,30.0,2.32,,,,,19.36,,,MX,21.9,-102.25,1945.2,AGUASCALIENTES II,POINT (-11382417.933612222 2483592.6090538776)
MXN00001097,2010,37.0,6.0,106.0,170.0,9.0,17.0,2.0,95.0,,,,21.09,56.3,72.6,MX,21.9,-102.25,1945.2,AGUASCALIENTES II,POINT (-11382417.933612222 2483592.6090538776)
MXN00001098,1995,18.0,5.0,1.0,352.0,31.0,32.0,1.57,93.0,770.0,,,11.88,65.4,80.2,MX,21.9667,-102.35,1940.7,LA POSTA U.A.A.,POINT (-11393549.88269155 2491550.833211182)
MXN00001098,2000,51.0,1.0,14.0,352.0,31.0,26.0,1.08,96.0,1124.0,,,21.09,65.1,82.1,MX,21.9667,-102.35,1940.7,LA POSTA U.A.A.,POINT (-11393549.88269155 2491550.833211182)
