country,year,Quantity_hl,Quantity_gallons,Country_Code,dp10_mean,dp10_std,dp1x_mean,dp1x_std,dt32_mean,dt32_std,dx70_mean,dx70_std,dx90_mean,dx90_std,emnt_mean,emnt_std,emxp_mean,emxp_std,emxt_mean,emxt_std,htdd_mean,htdd_std,mnpn_mean,mnpn_std,mxpn_mean,mxpn_std,prcp_mean,prcp_std,tavg_mean,tavg_std,tmax_mean,tmax_std
Estonia,1999,,,,77.0,9.899494936611664,1.5,2.1213203435596424,137.5,7.7781745930520225,74.0,5.656854249492381,0.0,,-10.0,,1.69,,89.0,,8516.0,,,,,,25.67,,43.6,,50.6,
Estonia,2000,,,,76.52173913043478,8.55925636753669,1.608695652173913,0.9409439377939294,107.73333333333332,24.335355428050025,39.266666666666666,15.622633154070623,0.0,0.0,-1.6666666666666667,8.014867137894129,1.4252173913043478,0.5667199850913821,81.73333333333333,2.374467358818653,7423.125,472.3816077424408,,,,,25.332608695652173,2.555616306012566,45.00666666666667,1.3144616859420148,51.38,0.8587366135367519
Estonia,2001,,,,84.30434782608695,5.865420876231815,2.260869565217391,1.5729934203280245,140.93333333333334,20.54426116137221,57.93333333333333,11.208840048733643,0.5333333333333333,0.9154754164341268,-12.4,9.077444574328172,1.4130434782608696,0.4202751780636617,87.8,3.0983866769659323,7667.8,463.6837284184123,,,,,30.316086956521737,2.983466164670085,43.193333333333335,1.3755345281363311,49.56,0.8313500208353031
Estonia,2002,,,,65.47826086956522,6.472807211834833,0.9130434782608696,0.9960395884000188,146.8,25.103215502628917,82.8,13.98570698963767,0.0,0.0,-10.733333333333333,6.659758325373447,1.2495652173913043,0.4765928151603322,86.53333333333333,1.7674302033770737,7470.666666666667,468.4132282301092,,,,,21.17478260869565,2.9613047946735445,43.48,1.276266877599329,50.4,0.9380831519646864
Estonia,2003,,,,73.52173913043478,11.60669699008994,1.3043478260869563,1.258959982348188,139.8,15.942754735974225,46.46666666666667,9.627836625911248,0.4,1.0555973258234952,-23.6,6.780223342296962,1.4778260869565218,0.7181792415023572,88.26666666666667,1.9073791542572844,9097.533333333333,421.5908420438447,,,,,24.953043478260867,5.372529821214759,42.52666666666666,1.164637691465012,49.0,1.0071175275436888
Estonia,2004,,,,84.71428571428571,8.194074514114277,1.7857142857142858,1.3688047244316384,137.3,22.534171582041548,39.8,9.715966241192897,0.0,0.0,-4.3,6.111010100175293,1.4292857142857145,0.3517093267876906,82.9,1.286683937707918,8021.2,449.74704001249415,,,,,28.58923076923077,3.699863649601296,43.260000000000005,1.353349753594966,49.44,0.6899275324264131
Estonia,2005,,,,70.31818181818181,7.504832497964949,2.227272727272727,1.5097088392205893,143.4,18.916357245214297,53.333333333333336,13.425278218275226,0.0,0.0,-7.4,6.790750011175916,1.3318181818181818,0.308091457720506,84.6,1.8822478962286384,8144.6,454.9936891242088,,,,,24.652727272727272,2.745557765898843,43.02666666666666,1.2685574859808657,49.72666666666667,0.7497301101698122
Estonia,2006,,,,60.85714285714285,5.256288750494158,0.8571428571428571,1.1526367287968178,125.46666666666668,14.50549977799882,70.06666666666666,10.525253079187808,1.2666666666666666,1.3345232785352157,-18.666666666666668,4.820590756130958,1.079047619047619,0.3917002011986305,89.6,4.516635916254486,8225.466666666667,424.7841244455263,,,,,19.821428571428573,2.1756499849798585,43.95333333333333,1.164269646398036,50.99333333333333,0.7923443214976207
Estonia,2007,,,,82.16666666666667,10.115277582929206,1.8333333333333333,1.2394482175782786,115.11764705882354,24.969687505406373,61.64705882352941,13.2897572234719,0.1176470588235294,0.4850712500726659,-13.470588235294118,6.022018422618196,1.39125,0.4186968655452191,87.11764705882354,1.96476311998344,6989.388888888889,388.7329551987022,,,,,27.765833333333333,3.28568557688421,44.39411764705882,1.0413156271247044,51.17058823529412,0.9238267599246852
Estonia,2008,,,,93.2,11.3394591287827,2.48,1.417744687875783,99.65217391304348,29.821603968282904,41.29166666666666,12.599099921842818,0.0,0.0,7.782608695652174,4.689994395607529,1.7176,0.7341961590746714,80.58333333333333,2.430184581765192,7258.941176470588,366.27900407139015,,,,,32.318000000000005,3.896965699960248,45.38260869565217,1.2025171228843443,51.37083333333334,0.9336600101175776
Estonia,2009,,,,75.66666666666667,3.055050463303893,1.0,1.0,137.5,12.662279942148388,45.5,7.54983443527075,0.0,0.0,-3.0,1.7320508075688772,1.4166666666666667,0.5350077881053072,82.0,1.7320508075688772,7715.0,224.0803427344755,,,,,27.28333333333333,1.3547078405816253,42.8,0.2645751311064591,49.53333333333333,1.2055427546683426
Estonia,2010,,,,87.08333333333333,7.829246544162175,1.5,1.2510864843424483,151.86363636363637,16.802197856645204,69.5909090909091,7.651075809254608,3.0454545454545454,2.478042098248664,-17.818181818181817,4.836728170358491,1.515,0.6328129059311635,92.22727272727272,2.741772422597472,8641.608695652174,403.077450163166,,,,,29.567083333333333,3.3436435205855326,41.16363636363637,0.9892495734720944,48.290909090909096,0.9190621984802372
Estonia,2011,,,,78.56,8.06783738061198,1.64,1.0754843869934452,118.82608695652172,15.316812432193714,68.30434782608695,11.9713095759999,0.0,0.0,-17.82608695652174,6.072682303210931,1.7036000000000002,0.6913023940360686,87.73913043478261,1.2510864843424516,8513.318181818182,383.3364040908442,,,,,26.7304,3.094686952396531,44.61304347826086,1.018601692083134,51.4695652173913,1.010146156215524
Estonia,2012,,,,103.16,9.5467271878901,2.04,1.171893055416463,140.91304347826087,14.412472639659471,38.60869565217392,11.60226909795424,0.1739130434782608,0.3875533878815898,-20.39130434782609,8.178347968512414,1.4796,0.6385627090061973,86.82608695652173,3.725247690520889,7587.04347826087,466.1259562764388,,,,,34.1664,3.283809880814254,42.03478260869565,1.3486049005789704,48.439130434782605,0.8814962127669796
Estonia,2013,,,,70.33333333333333,7.14142842854285,0.8888888888888888,0.6009252125773316,132.41666666666666,13.194064322009856,84.0,21.7965802155042,0.0909090909090909,0.3015113445777636,-10.818181818181818,6.645572688913753,1.1175,0.2087205924538489,87.54545454545455,2.114882330704777,8201.727272727272,373.2286406237041,,,,,21.85625,1.4226327455009,44.13636363636363,0.7852040846464429,51.82727272727273,1.0946149177595823
Estonia,2015,,,,73.25,8.847745966948429,0.375,0.5757792451369143,98.0,27.32263376377676,37.55,11.047624178980746,0.0,0.0,4.8,7.208182484984832,0.9816666666666666,0.2410243838767946,83.45,3.1535276821529976,7283.909090909091,382.5587921316533,,,,,22.26375,3.108097156586745,45.66,1.1636602868354209,52.21,0.9323992819884764
Estonia,2016,,,,76.95833333333333,11.833920173242111,2.4166666666666665,1.6396358733271998,129.5,23.408891269690468,60.45454545454545,17.524750586438685,0.0454545454545454,0.2132007163556104,-12.636363636363637,6.499417223291966,1.475,0.4240283009422839,84.81818181818181,2.701610871073275,7276.25,492.2772940229179,,,,,27.85125,5.710548829559434,43.85454545454545,1.2312313900850371,50.43636363636363,0.8086116582469101
Estonia,2017,,,,83.45833333333333,6.909219843121197,1.125,0.9918143234365556,135.7391304347826,31.666181259714943,39.95652173913044,15.007508002419575,0.0,0.0,-1.434782608695652,5.220815740480354,1.1004166666666666,0.219673258681411,82.21739130434783,3.088932174115285,7868.521739130435,386.6016119005594,,,,,27.758750000000003,2.7384338788248392,43.60869565217392,1.2139016896985373,49.74782608695652,0.9718162776319184
Estonia,2018,,,,60.30769230769231,6.06059149182398,0.7692307692307693,0.8320502943378437,128.9090909090909,17.247924776358143,79.27272727272727,18.11679281269678,0.4545454545454545,0.9341987329938276,-7.454545454545454,3.724611023009957,1.005384615384615,0.2266280132954803,89.63636363636364,1.4333685689819866,7616.066666666667,444.3927585025703,,,,,19.735833333333336,2.389368339249112,44.96,1.177756813230605,51.54,0.9335713982098816
Estonia,2020,,,,85.16,8.970693024138845,1.32,1.0692676621563626,83.34782608695652,33.23553505683088,54.130434782608695,9.663917650095431,0.0,0.0,13.347826086956522,6.582405581632502,1.2668,0.402354735691446,85.73913043478261,2.1366369348357583,6843.666666666667,471.2840261809574,,,,,26.7136,4.000876862222413,47.03478260869565,1.3583441442540425,53.31304347826087,0.8843612732701939
Estonia,2021,,,,72.33333333333333,8.349260142523782,1.5833333333333333,1.2825472842090009,129.85714285714286,18.583018361627143,72.57142857142857,10.007854058545366,2.380952380952381,1.9098740920854045,-11.80952380952381,6.5925643540207295,1.2925,0.3709593907225121,90.71428571428572,1.978455385973036,7357.0952380952385,455.8912046488618,,,,,24.31375,1.9671471563618736,43.85714285714285,1.2343303563355426,50.7047619047619,0.9851274996040804
Estonia,2022,,,,66.79166666666667,7.198907928451288,0.8333333333333334,0.9630868246861536,142.47826086956522,23.731202255138868,60.91304347826087,10.170872151207366,0.6521739130434783,0.9346217344793908,-0.5652173913043478,8.004692299784498,1.1575,0.4316626097957202,89.08695652173913,2.234299635603981,7657.521739130435,465.3117107297994,,,,,21.125,2.400963574683407,44.6608695652174,1.345274264174336,51.5304347826087,0.9827765780540072
Estonia,2023,,,,81.0,,1.0,,138.44444444444446,29.215197719299763,77.8,22.71465508334995,0.3,0.6749485577105528,0.7777777777777778,7.512951779723097,1.08,,87.8,3.0477678535099884,7485.5,485.45636359242513,,,,,28.06,,44.93333333333333,1.3472193585307488,52.17999999999999,0.8599741598185122
Eswatini,1995,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,1995,10.0,264172.0,ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,1995,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,1995,0.0,0.0,FJ,110.91304347826087,35.015468067021025,24.17391304347826,10.650019948393794,,,,,,,,,5.650869565217391,1.9149196827293693,,,,,,,,,84.60217391304349,32.00701854231943,,,,
Fiji,1996,,,,121.36363636363636,29.34449807203332,32.54545454545455,9.7674253210658,,,,,,,,,5.2290909090909095,1.059132210331193,,,,,,,,,103.19863636363635,24.701477938327137,,,,
Fiji,1997,,,,115.5,34.45044750555983,29.363636363636363,11.74144249491824,,,,,,,,,7.537272727272727,2.85904443213726,,,,,,,,,103.30363636363636,39.041110877229634,,,,
Fiji,1998,,,,93.76190476190476,36.49096430885975,15.904761904761903,9.065896325817771,,,,,,,,,4.213809523809523,1.895527568225997,,,,,,,,,60.60190476190477,31.050074656761712,,,,
Fiji,1999,,,,155.53333333333333,33.8460098232034,43.0,12.677313820927749,,,,,,,,,7.534,3.5629157401528,,,,,,,,,138.262,33.91643263754523,,,,
Fiji,2000,,,,147.5,26.750700925396327,39.0625,8.417986695166485,,,,,,,,,5.973125,1.370093518705931,,,,,,,,,126.734375,20.96726336260092,,,,
Fiji,2001,,,,115.26315789473684,31.121343346583007,31.05263157894737,9.66364138988408,,,,,,,,,5.607368421052631,1.713913138293197,,,,,,,,,97.1457894736842,27.38766537366562,,,,
Fiji,2002,,,,131.44444444444446,44.879213349274224,32.5,16.482611158073084,,,,,,,,,6.091666666666666,1.5657407568454806,,,,,,,,,108.33888888888887,47.031736705296574,,,,
Fiji,2003,,,,106.89473684210526,40.74431758177671,23.36842105263158,8.85820728236306,,,,,,,,,5.76,2.7563583060101444,,,,,,,,,80.99315789473684,32.43031590154009,,,,
Fiji,2004,,,,110.36363636363636,36.17884866754456,25.63636363636364,11.107892751790564,,,,,,,,,4.984545454545454,1.3564790812377088,,,,,,,,,84.79045454545455,31.3365636851438,,,,
Fiji,2005,,,,104.04545454545456,34.00627011194269,28.227272727272727,11.591999778919032,,,,,,,,,5.547727272727273,1.88388638778402,,,,,,,,,89.8859090909091,35.19557299800656,,,,
Fiji,2006,,,,114.8,40.43396175441995,24.9,11.566284942384096,,,,,,,,,5.7965,2.417646256393319,,,,,,,,,86.6975,37.293015696465766,,,,
Fiji,2007,,,,138.9047619047619,36.78437815419035,35.523809523809526,9.816409973198184,,,,,,,,,6.234285714285714,2.341071488503868,,,,,,,,,116.92476190476192,28.27564899680424,,,,
Fiji,2008,,,,133.22727272727272,29.794425522365625,32.63636363636363,9.147185122812136,,,,,,,,,6.952727272727273,3.3587712915208425,,,,,,,,,111.98272727272727,28.468434847809643,,,,
Fiji,2009,,,,120.1904761904762,28.75346769977327,30.904761904761905,8.413707636379824,,,,,,,,,9.380476190476193,4.173506291106408,,,,,,,,,111.53857142857144,30.30606726147658,,,,
Fiji,2010,,,,121.83333333333331,35.89895951302276,29.27777777777778,12.470225978213564,,,,,,,,,6.286666666666666,2.5484458932039806,,,,,,,,,97.26833333333332,36.47687119741688,,,,
Fiji,2011,,,,149.44444444444446,27.450966386551052,34.666666666666664,11.19348550037292,,,,,,,,,5.067222222222222,1.1879483329800442,,,,,,,,,113.8711111111111,25.59331091122625,,,,
Fiji,2012,,,,140.06666666666666,40.87693493308677,36.93333333333333,11.354462097510808,,,,,,,,,8.762666666666666,5.529809434415655,,,,,,,,,128.36333333333334,38.81661990632854,,,,
Fiji,2013,,,,129.1764705882353,32.25917562128186,33.76470588235294,8.598905539113,,,,,,,,,5.014705882352941,1.8513681348095608,,,,,,,,,104.7570588235294,28.20312034259372,,,,
Fiji,2014,,,,105.05555555555556,39.62244198048288,23.05555555555556,10.778367344564716,,,,,,,,,5.751666666666667,1.735264855186971,,,,,,,,,82.91888888888889,35.645857756033855,,,,
Fiji,2015,,,,105.82352941176472,40.946970727572825,18.0,10.69462481810372,,,,,,,,,4.3994117647058815,1.423233425110913,,,,,,,,,66.17647058823529,32.33245697847143,,,,
Fiji,2016,,,,104.25,33.85754470326124,31.125,12.98139694588632,,,,,,,,,8.741875,3.4076721648851924,,,,,,,,,107.28875,48.50425752790505,,,,
Fiji,2017,,,,121.1875,44.555910569380885,29.25,10.181682899534175,,,,,,,,,5.66875,2.1985567235499444,,,,,,,,,96.964375,30.61956171442259,,,,
Fiji,2018,,,,118.0,31.412008622727164,36.66666666666666,11.330531866640346,,,,,,,,,7.335333333333334,2.866224162967885,,,,,,,,,114.85333333333332,43.39354554813533,,,,
Fiji,2019,,,,120.6470588235294,38.49178674806904,31.58823529411765,11.737007835951054,,,,,,,,,6.968823529411765,2.9956090414825107,,,,,,,,,106.94176470588236,40.532625938139965,,,,
Fiji,2020,,,,127.125,40.40606390135025,32.0,14.72865687472328,,,,,,,,,5.635625,1.7332319281234894,,,,,,,,,103.631875,46.30411590326861,,,,
Fiji,2021,,,,130.2,33.28706312411132,34.733333333333334,9.307958704146428,,,,,,,,,8.758000000000001,4.253849013372645,,,,,,,,,119.566,36.232687254939925,,,,
Fiji,2022,,,,137.4,40.70766863521277,36.6,13.031829166643162,,,,,,,,,7.235333333333333,4.549104883171549,,,,,,,,,122.62266666666666,47.673883905831154,,,,
Fiji,2023,,,,114.5,36.06244584051392,30.5,0.7071067811865476,,,,,,,,,7.229999999999999,2.319310242291876,,,,,,,,,104.185,8.803479425772524,,,,
Finland,1995,0.0,0.0,FI,74.42335766423358,7.355192871203737,1.4525547445255471,1.1112446844953796,166.87719298245614,23.481809202199933,47.8421052631579,13.38547917078723,0.0,0.0,-19.473684210526315,10.083765706672663,1.2983823529411769,0.4458719639973645,84.54385964912281,2.3073653453869727,8325.818181818182,644.0952624190829,,,,,25.35625,3.059711421275131,40.93157894736842,1.964793509210215,47.78421052631579,1.4960411417285178
Finland,2000,,,,83.37209302325581,7.6700205421028125,1.0465116279069768,0.9508258344417556,126.45901639344262,21.53568648429223,29.475409836065573,12.541406828817156,0.0,0.0,-6.786885245901639,7.893277211438354,1.1925581395348837,0.2997975334229947,82.04918032786885,3.6488638848651536,8327.912280701754,739.5642365779072,,,,,27.41457364341085,2.8779916521095754,43.01639344262295,1.7866337367489784,49.527868852459015,1.4504173132287372
Finland,2005,,,,76.34057971014492,7.50717066146196,1.635036496350365,1.3659510391318137,153.89285714285714,20.880333131641155,44.0,11.01238971671123,0.0,0.0,-9.571428571428571,7.0009275823270025,1.2894160583941607,0.3673569477948838,83.89285714285714,2.0331665533758487,8634.474576271186,673.4041251149266,,,,,25.791678832116787,3.001394668302764,41.78035714285714,1.7180771114938238,48.6625,1.269296512389296
Finland,2010,,,,69.58163265306122,7.25517727605356,0.9183673469387756,1.0617382109604547,169.29333333333332,15.744388389701458,60.08,9.96176474108663,1.7066666666666668,2.148370427904717,-19.05333333333333,7.39044915676569,1.164285714285714,0.4367947924616884,90.17333333333332,4.021473890534706,9685.66265060241,773.6459654967995,,,,,22.820918367346938,2.1074272617033545,37.944,2.269375434974313,44.796,1.6685841222344655
Finland,2015,,,,82.41414141414141,7.638530285242935,0.8888888888888888,0.946409853064371,117.21333333333334,31.651947266570595,25.76315789473684,7.956328166606554,0.0,0.0,-4.293333333333333,10.124593196143111,1.124646464646465,0.3432150308638057,82.05263157894737,3.66203854646418,8090.065789473684,708.6041553274772,,,,,26.32418367346939,2.671966696606064,43.278666666666666,1.9283302771199864,49.5078947368421,1.552611834545888
Finland,2020,,,,84.14285714285714,9.25991532067285,1.6923076923076923,1.2796901334334172,122.53086419753086,43.18017091783943,43.45,8.470200930170925,0.0375,0.1911821982073446,7.2,8.505247821570464,1.531111111111111,0.6428490735280173,86.3125,2.6605117524284934,7951.909090909091,864.5146216811361,,,,,28.66855555555556,3.9785202943850817,44.60625,2.226727390907507,50.85625,1.6854435430203132
France,1995,54354.0,1435880488.8,FR,76.71929824561404,22.511706784601863,5.0701754385964914,4.275593731212774,40.74285714285714,29.668108107114996,116.4,35.67434405184505,7.457142857142857,5.002016400135739,19.685714285714287,6.574332569888429,1.9926315789473683,0.8990163797883883,94.45714285714286,4.603980740127199,3813.5882352941176,948.0468316538548,,,,,33.7640350877193,12.222112258941802,54.91428571428571,4.124114368895593,63.05428571428572,4.422824680140568
France,1996,,,,72.73913043478261,14.854498526783509,7.045454545454546,8.369316253162774,44.31578947368421,33.831367154000326,106.52631578947368,34.34525427519893,2.421052631578948,3.436984942806125,15.578947368421051,7.755398044614431,2.1113636363636363,1.279874604923859,90.84210526315788,5.304747956047768,3829.3125,1117.2603229179251,,,,,36.76363636363636,24.342725234892495,53.60526315789474,5.103100765897198,61.45789473684211,5.325130753686677
France,2000,,,,80.23333333333333,26.269378104338525,5.583333333333333,3.646645389789095,27.78787878787879,22.54683677336687,125.3125,31.15312644397096,3.9583333333333335,4.438508151387026,21.0,7.101936355670896,2.2376666666666667,1.1837206018638164,93.1875,3.193452410459931,3811.83870967742,865.1246190298905,,,,,35.28633333333333,9.98720689592044,55.9,3.478505426185217,64.00833333333334,3.525459579718217
France,2001,,,,67.0625,23.25071683482755,2.3125,1.8518009252256755,41.0,24.687378691685083,132.8125,30.58587637020286,7.75,5.247221486971304,16.4375,7.50083328704218,1.446875,0.3665463817854433,95.1875,2.4281337140555737,3627.875,936.2737402419588,,,,,26.08625,7.794597167269134,55.14666666666667,3.3333523808979617,63.39333333333333,3.205010957562432
France,2005,,,,56.6530612244898,17.230727180930977,3.4489795918367347,2.9087599340168127,58.83870967741935,28.27259777498765,134.8421052631579,27.409335868374782,9.473684210526317,6.224349926352944,14.193548387096774,8.051581024199367,1.880816326530612,1.218508030227085,94.92105263157896,2.329384316606501,4152.766666666666,937.4451959460343,,,,,24.239591836734693,7.101384242756149,54.670967741935485,3.292536362582004,62.88947368421053,3.199475419306767
France,2006,,,,61.92,20.08091963365556,4.36,2.855987861785597,51.16666666666666,24.773173896930047,145.66666666666666,29.24360452812036,14.833333333333334,8.98630197514004,20.041666666666668,5.311833930964421,2.40375,1.4351058512694548,97.21739130434784,2.891311777457837,4299.636363636364,952.7873667475689,,,,,29.0625,7.362832778336008,55.9,3.3918351160611357,64.51304347826087,3.4009763768961325
France,2010,,,,72.76923076923077,12.711914103745174,4.538461538461538,3.7545347141903394,58.96774193548387,28.53942754736301,119.89473684210526,24.416199179260243,6.7105263157894735,5.917942916601479,16.35483870967742,7.512426980662436,2.0828846153846152,1.1270286050590808,95.47368421052632,4.310495313015402,4051.714285714286,929.3721041307988,,,,,31.485961538461535,9.075231161019683,53.68064516129032,3.742585501569622,61.48421052631579,3.542142145864253
France,2011,,,,57.26086956521739,13.36623082556236,4.391304347826087,3.2992992428803944,31.19047619047619,22.76975855739153,145.1904761904762,26.84700923309532,6.2,4.12438193136735,21.6,5.344943503221673,2.501818181818182,1.5404255329326448,96.8,3.2863353450309942,3965.4736842105262,909.5245625185509,,,,,27.44363636363636,9.828054375808716,56.625,3.299421799425821,65.41,2.895713710769219
France,2015,,,,53.61818181818182,14.40870481378442,4.072727272727272,2.8922280624084893,33.84375,24.295372418790823,129.91666666666666,30.846509411230684,15.63888888888889,8.032621979964942,23.25,5.814331570602354,2.252545454545454,1.4014942002255997,98.66666666666669,2.3784749015162747,3531.344827586207,934.306667147282,,,,,24.30090909090909,6.592098039748541,56.528125,3.4385137801278374,65.08611111111111,3.224650836272513
France,2016,,,,67.35,18.663995736232508,3.3,4.7250730988497605,32.1578947368421,24.615404295988533,126.47368421052632,23.90808422329297,12.36842105263158,8.434127276960943,23.57894736842105,5.824429294633693,1.7594999999999998,0.9480865772147272,96.52631578947368,2.3420888362654098,3636.1111111111113,935.1518208850237,,,,,29.547000000000004,14.679901082414474,55.96315789473684,3.725767710048461,64.36315789473684,3.516818405307053
French Guiana,1995,0.0,0.0,FG,147.0,,22.0,,0.0,,365.0,,38.0,,68.0,,4.41,,94.0,,0.0,,,,,,89.57,,80.1,,86.9,
French Guiana,1996,,,,197.0,,42.0,,0.0,,366.0,,37.0,,67.0,,5.16,,92.0,,0.0,,,,,,146.18,,80.0,,86.8,
French Guiana,2000,,,,192.0,,54.0,,0.0,,366.0,,61.0,,69.0,,7.48,,93.0,,0.0,,,,,,170.67,,79.7,,86.3,
French Guiana,2006,,,,197.0,,57.0,,,,,,,,,,6.27,,,,,,,,,,165.82,,,,,
French Guiana,2010,,,,171.0,,39.0,,,,,,,,,,5.63,,,,,,,,,,136.48,,,,,
French Guiana,2011,,,,192.0,,47.0,,,,,,,,,,4.41,,,,,,,,,,142.44,,,,,
French Guiana,2015,,,,184.0,,42.0,,,,,,,,,,4.45,,,,,,,,,,130.74,,,,,
French Guiana,2016,,,,153.0,,41.0,,,,,,,,,,5.08,,,,,,,,,,123.84,,,,,
French Polynesia,1995,0.0,0.0,FP,103.0,,8.0,,,,,,,,,,4.61,,,,,,,,,,49.23,,,,,
French Polynesia,1996,,,,109.0,,25.0,,,,,,,,,,4.72,,,,,,,,,,78.71,,,,,
French Polynesia,2006,,,,106.0,18.384776310850235,14.0,1.4142135623730951,,,,,,,,,5.415,0.5868986283848344,,,,,,,,,67.22999999999999,4.468914857098991,,,,
French Polynesia,2010,,,,100.0,,15.0,,,,,,,,,,5.47,,,,,,,,,,66.75,,,,,
French Polynesia,2011,,,,109.5,23.33452377915607,8.5,3.5355339059327378,,,,,,,,,3.94,0.7212489168102786,,,,,,,,,51.095,7.459976541518074,,,,
French Polynesia,2015,,,,93.0,9.643650760992957,18.33333333333333,8.326663997864532,0.0,,,,,,55.0,,4.503333333333333,2.024112974449137,,,,,,,,,64.85666666666667,18.134887188326623,,,,
French Polynesia,2016,,,,100.66666666666669,21.82506204649447,20.666666666666668,6.027713773341708,0.0,,,,,,58.0,,3.483333333333333,1.0220730567495326,,,,,,,,,67.70666666666666,11.401869729712462,,,,
Gabon,1995,0.0,0.0,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,1995,0.0,0.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,1995,2050.0,54155260.0,GG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2006,,,,,,,,,,146.0,7.071067811865476,42.5,13.435028842544405,,,,,103.5,0.7071067811865476,,,,,,,,,,,65.1,2.12132034355964
Georgia,2007,,,,,,,,,,145.2,16.558985476169727,31.6,19.56527536223296,,,,,97.6,5.224940191045252,,,,,,,,,,,64.32000000000001,4.178755795688473
Georgia,2009,,,,,,,,,,149.66666666666666,18.82374387132733,13.666666666666666,9.71253485622231,,,,,97.66666666666669,3.5118845842842448,,,,,,,,,,,64.76666666666667,2.3094010767585007
Georgia,2010,,,,,,,,,,147.33333333333334,12.290918056299406,43.5,21.04043725781382,,,,,98.33333333333331,3.1411250638372668,,,,,,,,,,,66.60000000000001,2.2847319317591768
Georgia,2011,,,,,,,,,,141.625,15.999441954554012,18.5,10.810048235652925,,,,,101.0,4.27617987059879,,,,,,,,,,,62.025000000000006,2.6772854055660824
Georgia,2012,,,,55.0,,4.0,,,,177.5,22.721921447925883,24.25,13.729530217745982,,,3.54,,96.375,3.067688753070344,,,,,,,25.92,,,,64.95,2.4442352002795698
Georgia,2013,,,,58.0,,1.0,,,,151.71428571428572,22.29883618573165,7.142857142857143,5.367450401216932,,,1.14,,94.0,3.2659863237109046,,,,,,,20.52,,,,64.38571428571429,3.2261579685587702
Georgia,2014,,,,,,,,,,150.71428571428572,25.772816982978316,29.714285714285715,13.199927849730669,,,,,100.57142857142856,5.126959555693249,,,,,,,,,,,65.52857142857142,3.243308128909064
Georgia,2015,,,,,,,,,,150.0,17.25439902501057,34.375,14.312207576551064,,,,,100.0,4.780914437337574,,,,,,,,,,,65.9375,3.3750925913224936
Georgia,2016,,,,,,,,,,151.5,19.94993734326,25.0,13.255726525328054,,,,,95.875,3.181980515339466,,,,,,,,,,,64.475,3.191842280385601
Georgia,2017,,,,106.0,,20.0,,,,164.4,18.63598669241852,46.6,11.414902540100814,,,3.23,,102.4,1.673320053068153,,,,,,,71.17,,,,67.67999999999999,2.3941595602632644
Georgia,2018,,,,94.0,,12.0,,,,180.0,15.811388300841893,30.4,5.594640292279745,,,4.06,,102.8,3.563705936241092,,,,,,,53.75,,,,69.14,2.5783715791173307
Georgia,2019,,,,,,,,,,179.75,18.997806890972093,32.0,15.59914527573012,,,,,100.0,1.1547005383792497,,,,,,,,,,,68.7,2.431734634645266
Georgia,2020,,,,61.5,27.577164466275352,7.0,9.899494936611664,,,182.0,25.45584412271571,26.0,7.071067811865476,,,2.265,1.803122292025696,101.5,4.949747468305833,,,,,,,34.715,28.58832716337212,,,68.6,4.384062043356591
Georgia,2022,,,,43.0,,2.0,,,,159.0,6.633249580710803,43.25,13.225606476327153,,,1.15,,99.75,2.9860788111948198,,,,,,,15.86,,,,66.25,1.905255888325764
Georgia,2023,,,,,,,,,,173.66666666666666,8.32666399786453,32.666666666666664,13.868429375143146,,,,,99.66666666666669,1.1547005383792526,,,,,,,,,,,67.46666666666665,2.103172207246312
Germany,1995,8510.0,224810372.0,GM,96.01851851851852,25.551642668267345,5.555555555555555,6.586626435341704,99.9622641509434,42.49749416329923,73.79245283018868,25.55940177054081,3.811320754716981,3.351558786443114,6.90566037735849,5.897405397367545,1.9064814814814812,0.6971374283383562,91.05660377358492,7.069476899208811,6222.538461538462,1705.2995994786072,,,,,39.446296296296296,17.72368805015568,47.72641509433962,4.939174290358362,54.86792452830189,5.675852141542801
Germany,2000,,,,96.96428571428572,26.535029530938765,3.928571428571429,4.972130119182111,73.0377358490566,46.58943519402347,80.11320754716981,31.96552251877644,1.6037735849056605,1.6093431847222337,6.981132075471698,7.902021567143765,1.568909090909091,0.8126173367747799,89.50943396226415,7.135023695474194,6075.62962962963,1715.7687896342206,,,,,36.620909090909095,16.268943519243134,49.15471698113207,4.926832577354646,56.37735849056604,5.731043719865786
Germany,2001,,,,116.0,,3.0,,151.0,,23.0,,0.0,,0.0,,1.56,,78.0,,8518.0,,,,,,41.46,,40.9,,46.0,
Germany,2002,,,,98.0,,4.0,,139.0,,25.0,,0.0,,5.0,,2.67,,78.0,,8205.0,,,,,,41.57,,42.4,,47.9,
Germany,2003,,,,69.0,,2.0,,149.0,,46.0,,0.0,,2.0,,1.5,,88.0,,8638.0,,,,,,24.69,,42.0,,48.2,
Germany,2004,,,,112.0,,6.0,,145.0,,22.0,,0.0,,4.0,,2.94,,78.0,,8776.0,,,,,,43.56,,40.9,,46.5,
